Gene	SUN.A.6.7.1.D2	SUN.A.6.8.1.D3	SUN.A.6.9.1.D4	SUN.A.7.13.1.F3	SUN.A.7.14.1.F4	Min	Max	Median	Mean	Std
AIM2	0	0	0	0	0	0	0	0	0	0
AIMP1	198	104	147	133	135	104	198	135	143.4	34.3700450974391
AIMP2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AIP	20	16	17	18	18	16	20	18	17.8	1.48323969741913
AIPL1	8	7	11	18	10	7	18	10	10.8	4.32434966208793
AIRE	0	0	0	0	0	0	0	0	0	0
AIRN	0	1	0	0	0	0	1	0	0.2	0.447213595499958
AJUBA	13	14	27	16	10	10	27	14	16	6.51920240520265
AK1	91	66	58	71	60	58	91	66	69.2	13.2174127574197
AK2	150	82	115	91	88	82	150	91	105.2	28.0124972110663
AK3	78	51	50	53	44	44	78	51	55.2	13.1795295818933
AK4	190	145	133	101	107	101	190	133	135.2	35.5977527380592
AK5	8	2	3	6	1	1	8	3	4	2.91547594742265
AK8	2	1	1	1	2	1	2	1	1.4	0.547722557505166
AK9	27	21	25	17	15	15	27	21	21	5.09901951359278
AKAP1	3	7	2	3	4	2	7	3	3.8	1.92353840616713
AKAP10	8	8	10	9	5	5	10	8	8	1.87082869338697
AKAP11	43	37	42	34	29	29	43	37	37	5.78791845139511
AKAP12	75	45	53	60	47	45	75	53	56	12.1243556529821
AKAP13	45	34	31	34	39	31	45	34	36.6	5.50454357780915
AKAP14	1	0	1	1	0	0	1	1	0.6	0.547722557505166
AKAP17A	16	8	15	9	4	4	16	9	10.4	5.02991053598372
AKAP2	1	0	1	1	1	0	1	1	0.8	0.447213595499958
AKAP3	1	0	0	1	0	0	1	0	0.4	0.547722557505166
AKAP5	7	7	13	12	15	7	15	12	10.8	3.63318042491699
AKAP6	5	0	6	4	2	0	6	4	3.4	2.40831891575846
AKAP7	5	4	3	1	1	1	5	3	2.8	1.78885438199983
AKAP8	17	10	20	9	11	9	20	11	13.4	4.82700735445887
AKAP8L	7	5	8	4	5	4	8	5	5.8	1.6431676725155
AKAP9	197	167	145	111	149	111	197	149	153.8	31.5150757574847
AKIP1	28	26	27	21	31	21	31	27	26.6	3.64691650576209
AKIRIN1	28	32	24	21	28	21	32	28	26.6	4.2190046219458
AKIRIN2	11	10	12	7	10	7	12	10	10	1.87082869338697
AKNA	6	3	3	9	7	3	9	6	5.6	2.60768096208106
AKNAD1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AKR1A1	264	176	201	175	166	166	264	176	196.4	39.9662357496925
AKR1B1	207	120	146	132	138	120	207	138	148.6	33.9970586963049
AKR1B10	3	3	10	10	3	3	10	3	5.8	3.83405790253616
AKR1B15	0	0	0	0	0	0	0	0	0	0
AKR1C1	22	20	17	17	17	17	22	17	18.6	2.30217288664427
AKR1C2	8	9	10	1	9	1	10	9	7.4	3.64691650576209
AKR1C3	293	165	168	146	147	146	293	165	183.8	61.8684087398407
AKR1C6P	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AKR1D1	7	1	3	4	4	1	7	4	3.8	2.16794833886788
AKR1E2	2	2	2	2	1	1	2	2	1.8	0.447213595499958
AKR7A2	148	132	129	120	129	120	148	129	131.6	10.2127371453494
AKR7A2P1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
AKR7A3	1	1	0	0	0	0	1	0	0.4	0.547722557505166
AKR7L	0	0	1	0	1	0	1	0	0.4	0.547722557505166
AKT1	18	12	10	9	9	9	18	10	11.6	3.78153408023781
AKT1S1	10	4	2	5	7	2	10	5	5.6	3.04959013639538
AKT2	5	5	9	15	9	5	15	9	8.6	4.09878030638384
AKT3	49	42	38	28	25	25	49	38	36.4	9.91463564635635
AKTIP	53	33	37	34	25	25	53	34	36.4	10.285912696499
ALAD	59	27	31	25	26	25	59	27	33.6	14.380542409798
ALAS1	86	60	65	35	53	35	86	60	59.8	18.5391477689779
ALAS2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ALCAM	58	51	39	40	56	39	58	51	48.8	8.87130204648675
ALDH16A1	1	3	0	1	4	0	4	1	1.8	1.6431676725155
ALDH18A1	90	67	56	57	47	47	90	57	63.4	16.4711869639076
ALDH1A1	3	0	3	1	1	0	3	1	1.6	1.34164078649987
ALDH1A2	1	5	1	1	4	1	5	1	2.4	1.94935886896179
ALDH1A3	2	1	5	6	2	1	6	2	3.2	2.16794833886788
ALDH1B1	28	18	22	18	18	18	28	18	20.8	4.38178046004133
ALDH1L1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0
ALDH1L2	96	75	105	82	78	75	105	82	87.2	12.7945300812496
ALDH2	33	22	37	32	23	22	37	32	29.4	6.58027355054484
ALDH3A2	32	23	20	24	20	20	32	23	23.8	4.91934955049954
ALDH3B1	12	4	16	10	8	4	16	10	10	4.47213595499958
ALDH4A1	1	0	0	0	2	0	2	0	0.6	0.894427190999916
ALDH5A1	4	4	5	6	4	4	6	4	4.6	0.894427190999916
ALDH6A1	89	64	76	83	76	64	89	76	77.6	9.34344690143846
ALDH7A1	103	60	79	41	62	41	103	62	69	23.2916293977042
ALDH8A1	1	0	2	2	2	0	2	2	1.4	0.894427190999916
ALDH9A1	127	83	86	86	88	83	127	86	94	18.5337529928506
ALDOA	2429	1625	1800	1509	1568	1509	2429	1625	1786.2	375.439342637396
ALDOC	36	27	23	18	29	18	36	27	26.6	6.73052746818554
ALG1	12	4	7	2	13	2	13	7	7.6	4.82700735445887
ALG10	6	2	2	0	5	0	6	2	3	2.44948974278318
ALG10B	11	6	6	3	10	3	11	6	7.2	3.27108544675922
ALG11	9	9	9	5	5	5	9	9	7.4	2.19089023002066
ALG12	6	3	3	6	4	3	6	4	4.4	1.51657508881031
ALG13	72	38	48	33	32	32	72	38	44.6	16.5770926280817
ALG14	74	52	59	46	49	46	74	52	56	11.1579568022107
ALG1L	0	1	1	1	0	0	1	1	0.6	0.547722557505166
ALG1L2	0	0	0	0	0	0	0	0	0	0
ALG1L9P	1	2	3	2	2	1	3	2	2	0.707106781186548
ALG2	33	19	12	14	14	12	33	14	18.4	8.5615419172016
ALG3	31	26	24	19	17	17	31	24	23.4	5.59464029227975
ALG5	167	140	127	122	131	122	167	131	137.4	17.8129166617935
ALG6	12	6	4	6	7	4	12	6	7	3
ALG8	82	72	60	62	69	60	82	69	69	8.77496438739212
ALG9	19	11	12	7	17	7	19	12	13.2	4.81663783151692
ALK	2	0	1	0	0	0	2	0	0.6	0.894427190999916
ALKBH1	22	9	7	5	12	5	22	9	11	6.67083203206317
ALKBH2	37	16	14	18	21	14	37	18	21.2	9.20326029187483
ALKBH3	24	9	8	12	19	8	24	12	14.4	6.87749954561976
ALKBH3-AS1	0	0	0	0	0	0	0	0	0	0
ALKBH4	6	5	5	5	8	5	8	5	5.8	1.30384048104053
ALKBH5	95	72	85	69	79	69	95	79	80	10.4403065089106
ALKBH6	0	0	1	2	0	0	2	0	0.6	0.894427190999916
ALKBH7	39	32	46	48	25	25	48	39	38	9.61769203083567
ALKBH8	21	6	10	9	6	6	21	9	10.4	6.18869937870632
ALMS1	8	4	5	3	4	3	8	4	4.8	1.92353840616713
ALMS1P	0	0	0	0	0	0	0	0	0	0
ALOX12	2	0	2	1	0	0	2	1	1	1
ALOX12B	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ALOX12P2	0	0	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0	0	0
ALOX5AP	18	12	12	10	12	10	18	12	12.8	3.03315017762062
ALOXE3	0	0	0	0	0	0	0	0	0	0
ALPK1	14	10	9	19	15	9	19	14	13.4	4.03732584763727
ALPK2	41	25	39	40	30	25	41	39	35	7.10633520177595
ALPK3	0	0	0	1	1	0	1	0	0.4	0.547722557505166
ALPL	1	0	1	0	0	0	1	0	0.4	0.547722557505166
ALPP	6	1	2	2	1	1	6	2	2.4	2.07364413533277
ALS2	27	16	14	19	18	14	27	18	18.8	4.96990945591567
ALS2CL	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ALS2CR11	5	1	7	11	4	1	11	5	5.6	3.71483512420134
ALS2CR12	3	2	0	2	0	0	3	2	1.4	1.34164078649987
ALX1	0	0	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0	0	0
ALYREF	5	4	1	2	2	1	5	2	2.8	1.6431676725155
AMACR	2	1	1	0	0	0	2	1	0.8	0.836660026534076
AMBP	0	0	0	0	0	0	0	0	0	0
AMBRA1	10	3	8	4	12	3	12	8	7.4	3.84707681233427
AMD1	46	32	25	24	28	24	46	28	31	8.94427190999916
AMDHD1	0	0	0	0	0	0	0	0	0	0
AMDHD2	1	1	0	0	0	0	1	0	0.4	0.547722557505166
AMELX	0	0	0	0	0	0	0	0	0	0
AMER1	0	0	1	2	1	0	2	1	0.8	0.836660026534076
AMER3	1	0	0	0	1	0	1	0	0.4	0.547722557505166
AMFR	77	64	46	70	42	42	77	64	59.8	15.2052622469986
AMH	0	0	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
AMIGO2	58	41	46	46	51	41	58	46	48.4	6.42650760522385
AMIGO3	1	1	0	0	0	0	1	0	0.4	0.547722557505166
AMMECR1	6	9	1	7	7	1	9	7	6	3
AMMECR1L	10	7	7	7	10	7	10	7	8.2	1.6431676725155
AMN	0	0	0	0	0	0	0	0	0	0
AMN1	35	32	18	29	28	18	35	29	28.4	6.42650760522385
AMOT	2	2	1	1	3	1	3	2	1.8	0.836660026534076
AMOTL1	47	33	26	24	32	24	47	32	32.4	9.01665126307988
AMPD2	11	9	5	8	6	5	11	8	7.8	2.38746727726266
AMPD3	2	1	1	1	1	1	2	1	1.2	0.447213595499958
AMPH	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AMT	0	0	2	1	1	0	2	1	0.8	0.836660026534076
AMTN	0	0	0	0	0	0	0	0	0	0
AMY2B	2	2	1	0	2	0	2	2	1.4	0.894427190999916
AMZ1	0	1	1	1	0	0	1	1	0.6	0.547722557505166
AMZ2	163	118	91	110	149	91	163	118	126.2	29.3376890705454
AMZ2P1	59	62	28	49	62	28	62	59	52	14.4395290781937
ANAPC1	10	3	8	8	8	3	10	8	7.4	2.60768096208106
ANAPC10	79	52	57	50	53	50	79	53	58.2	11.9037809119624
ANAPC11	1091	743	778	700	706	700	1091	743	803.6	163.695754373777
ANAPC13	256	195	198	186	196	186	256	196	206.2	28.2170161427462
ANAPC15	34	30	24	12	20	12	34	24	24	8.60232526704263
ANAPC16	431	246	348	306	349	246	431	348	336	67.7089358947547
ANAPC1P1	1	0	1	1	1	0	1	1	0.8	0.447213595499958
ANAPC2	0	0	0	0	0	0	0	0	0	0
ANAPC4	14	9	13	12	6	6	14	12	10.8	3.27108544675922
ANAPC5	189	103	120	110	109	103	189	110	126.2	35.6328500123131
ANAPC7	28	13	11	16	17	11	28	16	17	6.59545297913646
ANG	104	62	51	66	70	51	104	66	70.6	19.9699774661866
ANGEL1	2	3	4	5	1	1	5	3	3	1.58113883008419
ANGEL2	33	21	15	18	21	15	33	21	21.6	6.84105255059483
ANGPT1	56	58	52	54	51	51	58	54	54.2	2.86356421265527
ANGPT2	7	1	8	5	3	1	8	5	4.8	2.86356421265527
ANGPT4	0	0	0	0	0	0	0	0	0	0
ANGPTL1	59	45	38	36	36	36	59	38	42.8	9.78263768111648
ANGPTL2	19	17	17	24	10	10	24	17	17.4	5.02991053598372
ANGPTL3	0	0	0	2	0	0	2	0	0.4	0.894427190999916
ANGPTL4	176	94	122	96	96	94	176	96	116.8	35.0599486594034
ANGPTL5	0	0	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANGPTL7	0	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ANK1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANK2	23	14	18	15	11	11	23	15	16.2	4.54972526643093
ANK3	65	34	48	40	45	34	65	45	46.4	11.674759098157
ANKAR	6	4	7	4	6	4	7	6	5.4	1.34164078649987
ANKDD1A	4	2	1	3	3	1	4	3	2.6	1.14017542509914
ANKDD1B	0	0	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0	0	0
ANKFY1	38	36	20	27	27	20	38	27	29.6	7.36885337077622
ANKH	41	29	30	41	41	29	41	41	36.4	6.308724118235
ANKHD1	11	5	5	19	9	5	19	9	9.8	5.76194411635517
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0	0	0
ANKIB1	44	34	33	31	45	31	45	34	37.4	6.58027355054484
ANKK1	0	0	0	0	0	0	0	0	0	0
ANKLE1	9	6	4	5	4	4	9	5	5.6	2.07364413533277
ANKLE2	34	13	19	14	18	13	34	18	19.6	8.44393273303382
ANKMY1	1	0	0	2	0	0	2	0	0.6	0.894427190999916
ANKMY2	32	32	28	33	34	28	34	32	31.8	2.28035085019828
ANKRA2	33	27	28	37	37	27	37	33	32.4	4.77493455452533
ANKRD1	190	178	164	126	128	126	190	164	157.2	29.0723236085456
ANKRD10	27	19	22	15	26	15	27	22	21.8	4.96990945591567
ANKRD11	486	338	459	378	404	338	486	404	413	59.9499791492875
ANKRD12	146	118	150	121	132	118	150	132	133.4	14.380542409798
ANKRD13A	38	24	33	26	27	24	38	27	29.6	5.7706152185014
ANKRD13B	2	0	1	0	0	0	2	0	0.6	0.894427190999916
ANKRD13C	27	14	15	24	25	14	27	24	21	6.04152298679729
ANKRD13D	3	4	1	1	1	1	4	1	2	1.4142135623731
ANKRD16	3	0	11	10	5	0	11	5	5.8	4.65832587954085
ANKRD17	41	30	39	42	47	30	47	41	39.8	6.22093240599832
ANKRD18A	0	0	0	0	0	0	0	0	0	0
ANKRD18B	0	1	1	0	2	0	2	1	0.8	0.836660026534076
ANKRD18DP	0	0	0	0	0	0	0	0	0	0
ANKRD19P	0	1	3	2	2	0	3	2	1.6	1.14017542509914
ANKRD2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKRD20A12P	10	7	4	6	5	4	10	6	6.4	2.30217288664427
ANKRD20A19P	0	0	0	2	0	0	2	0	0.4	0.894427190999916
ANKRD20A3	0	0	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0	0	0
ANKRD20A9P	32	13	19	26	26	13	32	26	23.2	7.3280283842245
ANKRD22	3	0	0	1	0	0	3	0	0.8	1.30384048104053
ANKRD23	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ANKRD24	0	0	0	0	0	0	0	0	0	0
ANKRD26	34	18	19	16	27	16	34	19	22.8	7.52994023880668
ANKRD27	7	7	5	9	7	5	9	7	7	1.4142135623731
ANKRD28	16	11	10	14	8	8	16	11	11.8	3.19374388453426
ANKRD29	0	2	0	0	0	0	2	0	0.4	0.894427190999916
ANKRD30A	0	0	0	0	0	0	0	0	0	0
ANKRD30B	3	0	2	0	1	0	3	1	1.2	1.30384048104053
ANKRD30BP2	3	2	1	2	4	1	4	2	2.4	1.14017542509914
ANKRD31	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKRD32	9	6	14	9	6	6	14	9	8.8	3.27108544675922
ANKRD33B	3	1	3	2	3	1	3	3	2.4	0.894427190999916
ANKRD34A	3	1	0	0	1	0	3	1	1	1.22474487139159
ANKRD35	2	0	8	4	4	0	8	4	3.6	2.96647939483826
ANKRD36	33	26	27	42	35	26	42	33	32.6	6.50384501660364
ANKRD36B	36	24	30	26	26	24	36	26	28.4	4.77493455452533
ANKRD36BP1	13	10	17	15	12	10	17	13	13.4	2.70185121722126
ANKRD36BP2	0	0	0	0	0	0	0	0	0	0
ANKRD37	16	12	8	14	10	8	16	12	12	3.16227766016838
ANKRD39	24	10	15	11	9	9	24	11	13.8	6.1400325732035
ANKRD40	43	30	35	31	16	16	43	31	31	9.82344135219425
ANKRD42	11	7	12	5	9	5	12	9	8.8	2.86356421265527
ANKRD44	33	15	28	18	13	13	33	18	21.4	8.67755725996666
ANKRD45	1	0	2	0	1	0	2	1	0.8	0.836660026534076
ANKRD46	18	21	11	20	16	11	21	18	17.2	3.96232255123179
ANKRD49	34	33	39	26	22	22	39	33	30.8	6.76017751246223
ANKRD50	43	18	28	32	16	16	43	28	27.4	10.9909053312273
ANKRD52	1	5	7	4	6	1	7	5	4.6	2.30217288664427
ANKRD53	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ANKRD54	10	6	4	2	5	2	10	5	5.4	2.96647939483827
ANKRD55	3	5	4	3	4	3	5	4	3.8	0.836660026534076
ANKRD6	11	18	7	6	14	6	18	11	11.2	4.96990945591567
ANKRD61	0	0	0	0	0	0	0	0	0	0
ANKRD62	7	4	4	3	4	3	7	4	4.4	1.51657508881031
ANKRD62P1-PARP4P3	4	0	0	0	0	0	4	0	0.8	1.78885438199983
ANKRD65	0	0	2	0	0	0	2	0	0.4	0.894427190999916
ANKRD7	0	1	1	0	0	0	1	0	0.4	0.547722557505166
ANKRD9	2	0	1	0	0	0	2	0	0.6	0.894427190999916
ANKS1A	8	3	5	10	4	3	10	5	6	2.91547594742265
ANKS1B	0	0	0	0	0	0	0	0	0	0
ANKS3	4	2	7	3	5	2	7	4	4.2	1.92353840616713
ANKS4B	5	5	5	8	11	5	11	5	6.8	2.68328157299975
ANKS6	5	4	3	1	3	1	5	3	3.2	1.48323969741913
ANKZF1	12	8	12	5	6	5	12	8	8.6	3.286335345031
ANLN	2	2	1	1	0	0	2	1	1.2	0.836660026534076
ANO1	0	0	1	2	0	0	2	0	0.6	0.894427190999916
ANO10	9	7	5	6	9	5	9	7	7.2	1.78885438199983
ANO2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANO3	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANO4	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ANO5	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANO6	52	37	39	37	49	37	52	39	42.8	7.15541752799933
ANO7	5	1	3	3	2	1	5	3	2.8	1.48323969741913
ANO8	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ANP32A	43	37	53	40	44	37	53	43	43.4	6.02494813255683
ANP32A-IT1	9	7	6	3	5	3	9	6	6	2.23606797749979
ANP32AP1	0	0	0	0	0	0	0	0	0	0
ANP32B	112	83	101	93	87	83	112	93	95.2	11.5844723660597
ANP32C	0	0	0	0	0	0	0	0	0	0
ANP32E	189	114	158	117	130	114	189	130	141.6	31.6906926399535
ANPEP	5	5	2	6	2	2	6	5	4	1.87082869338697
ANTXR1	159	117	98	87	103	87	159	103	112.8	27.9857106395389
ANTXR2	110	81	100	91	117	81	117	100	99.8	14.4118007202431
ANXA1	3428	2349	2254	2197	2259	2197	3428	2259	2497.4	523.057645006743
ANXA10	0	0	1	1	0	0	1	0	0.4	0.547722557505166
ANXA11	34	19	16	22	18	16	34	19	21.8	7.15541752799933
ANXA13	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANXA2	4996	3561	3563	2994	3097	2994	4996	3561	3642.2	800.475920937038
ANXA2P1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANXA2P2	0	0	1	1	0	0	1	0	0.4	0.547722557505166
ANXA2R	13	8	11	10	12	8	13	11	10.8	1.92353840616713
ANXA3	26	24	13	20	10	10	26	20	18.6	6.91375440697744
ANXA4	300	231	202	183	200	183	300	202	223.2	46.2676993160455
ANXA5	7605	5110	5158	4711	4872	4711	7605	5110	5491.2	1195.47132964367
ANXA6	139	113	107	82	78	78	139	107	103.8	24.8736808695456
ANXA7	341	213	243	251	224	213	341	243	254.4	50.69319480956
ANXA8L2	0	0	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0	0	0
AOC2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
AOC3	1	0	0	1	0	0	1	0	0.4	0.547722557505166
AOC4P	1	0	1	0	0	0	1	0	0.4	0.547722557505166
AOX1	2	1	2	2	1	1	2	2	1.6	0.547722557505166
AOX2P	1	1	0	0	0	0	1	0	0.4	0.547722557505166
AP1AR	29	17	19	11	24	11	29	19	20	6.85565460040104
AP1B1	4	7	11	3	5	3	11	5	6	3.16227766016838
AP1B1P1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
AP1G1	67	58	56	44	38	38	67	56	52.6	11.567194992737
AP1G2	4	2	2	4	5	2	5	4	3.4	1.34164078649987
AP1M1	10	10	9	4	9	4	10	9	8.4	2.50998007960223
AP1M2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
AP1S1	5	3	3	1	8	1	8	3	4	2.64575131106459
AP1S2	15	18	8	12	11	8	18	12	12.8	3.83405790253616
AP1S3	12	6	16	10	13	6	16	12	11.4	3.71483512420134
AP2A1	1	1	0	0	0	0	1	0	0.4	0.547722557505166
AP2A2	9	13	9	8	11	8	13	9	10	2
AP2B1	69	50	54	51	55	50	69	54	55.8	7.66159252375118
AP2M1	154	116	135	124	132	116	154	132	132.2	14.2548237449644
AP2S1	274	156	224	136	124	124	274	156	182.8	63.9937496947944
AP3B1	96	66	78	64	61	61	96	66	73	14.3874945699382
AP3B2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
AP3D1	40	32	30	27	33	27	40	32	32.4	4.82700735445887
AP3M1	74	58	56	42	57	42	74	57	57.4	11.3490087672889
AP3M2	39	24	21	25	25	21	39	25	26.8	7.01427116670007
AP3S1	203	116	139	140	139	116	203	139	147.4	32.6848588799156
AP3S2	9	9	11	5	11	5	11	9	9	2.44948974278318
AP4B1	21	14	10	8	15	8	21	14	13.6	5.02991053598372
AP4B1-AS1	13	4	5	6	6	4	13	6	6.8	3.56370593624109
AP4E1	34	22	30	32	27	22	34	30	29	4.69041575982343
AP4M1	10	16	4	6	8	4	16	8	8.8	4.60434577328853
AP4S1	21	17	21	17	16	16	21	17	18.4	2.40831891575846
AP5B1	10	6	8	10	8	6	10	8	8.4	1.67332005306815
AP5M1	47	35	30	30	35	30	47	35	35.4	6.94982014155762
AP5S1	19	11	15	19	16	11	19	16	16	3.3166247903554
AP5Z1	6	3	5	5	5	3	6	5	4.8	1.09544511501033
APAF1	24	12	16	12	10	10	24	12	14.8	5.58569601750758
APBA1	1	1	2	0	2	0	2	1	1.2	0.836660026534076
APBA2	1	1	6	2	0	0	6	1	2	2.34520787991171
APBA3	2	0	0	2	1	0	2	1	1	1
APBB1	8	3	8	8	5	3	8	8	6.4	2.30217288664427
APBB1IP	1	0	1	0	3	0	3	1	1	1.22474487139159
APBB2	70	51	49	43	56	43	70	51	53.8	10.1833196944808
APBB3	0	1	3	2	0	0	3	1	1.2	1.30384048104053
APC	60	40	34	33	31	31	60	34	39.6	11.8869676536954
APC2	2	1	0	0	1	0	2	1	0.8	0.836660026534076
APCDD1	0	0	0	0	0	0	0	0	0	0
APCDD1L	7	4	3	9	6	3	9	6	5.8	2.38746727726266
APCDD1L-AS1	7	4	4	2	5	2	7	4	4.4	1.81659021245849
APEH	18	11	12	14	7	7	18	12	12.4	4.03732584763727
APEX1	243	167	226	160	183	160	243	183	195.8	36.7926623119339
APEX2	25	15	10	21	16	10	25	16	17.4	5.7706152185014
APH1A	36	21	28	23	24	21	36	24	26.4	5.94138031100518
APH1B	34	32	26	30	36	26	36	32	31.6	3.84707681233427
API5	88	61	82	59	70	59	88	70	72	12.747548783982
APIP	54	45	50	38	43	38	54	45	46	6.20483682299543
APITD1	36	21	16	16	21	16	36	21	22	8.21583836257749
APITD1-CORT	4	1	2	1	2	1	4	2	2	1.22474487139159
APLF	2	2	4	3	5	2	5	3	3.2	1.30384048104053
APLN	0	2	2	2	3	0	3	2	1.8	1.09544511501033
APLP1	11	9	6	7	5	5	11	7	7.6	2.40831891575846
APLP2	247	191	212	176	161	161	247	191	197.4	33.5305830548769
APMAP	60	22	30	28	23	22	60	28	32.6	15.6780100778128
APOA1	2	3	2	2	2	2	3	2	2.2	0.447213595499958
APOA1BP	47	25	29	26	19	19	47	26	29.2	10.5924501414923
APOB	0	0	1	0	0	0	1	0	0.2	0.447213595499958
APOBEC2	0	0	0	1	1	0	1	0	0.4	0.547722557505166
APOBEC3A	13	6	11	20	12	6	20	12	12.4	5.02991053598372
APOBEC3B	0	0	0	0	0	0	0	0	0	0
APOBEC3C	64	73	50	52	68	50	73	64	61.4	10.0399203184089
APOBEC3D	18	9	5	9	11	5	18	9	10.4	4.77493455452533
APOBEC3F	7	5	8	9	5	5	9	7	6.8	1.78885438199983
APOBEC3G	6	4	2	0	8	0	8	4	4	3.16227766016838
APOBEC3H	0	0	0	1	0	0	1	0	0.2	0.447213595499958
APOBEC4	0	0	1	0	1	0	1	0	0.4	0.547722557505166
APOBR	0	0	0	0	0	0	0	0	0	0
APOC1	2	1	0	2	3	0	3	2	1.6	1.14017542509914
APOC1P1	5	3	4	6	9	3	9	5	5.4	2.30217288664427
APOC4	0	0	0	0	0	0	0	0	0	0
APOD	36	25	28	16	26	16	36	26	26.2	7.15541752799933
APOE	6	3	7	6	5	3	7	6	5.4	1.51657508881031
APOF	0	0	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0	0	0
APOL1	74	38	54	44	74	38	74	54	56.8	16.7092788593643
APOL2	71	42	68	28	49	28	71	49	51.6	18.036074961033
APOL3	12	7	4	2	2	2	12	4	5.4	4.2190046219458
APOL4	0	1	1	0	0	0	1	0	0.4	0.547722557505166
APOL6	35	45	35	39	27	27	45	35	36.2	6.57267069006199
APOLD1	3	5	6	4	2	2	6	4	4	1.58113883008419
APOM	11	12	9	9	5	5	12	9	9.2	2.68328157299975
APOO	42	32	27	27	18	18	42	27	29.2	8.75785361832453
APOOL	49	36	58	28	39	28	58	39	42	11.6833214455479
APOPT1	97	67	70	51	63	51	97	67	69.6	16.9351705040132
APP	193	134	159	142	146	134	193	146	154.8	23.1883591485038
APPBP2	63	26	41	35	38	26	63	38	40.6	13.7222447143315
APPL1	79	56	59	49	49	49	79	56	58.4	12.3207142650092
APPL2	27	20	11	24	25	11	27	24	21.4	6.34822809924155
APRT	163	89	124	103	103	89	163	103	116.4	28.8929057036498
APTX	77	47	58	60	45	45	77	58	57.4	12.7788888405839
AQP1	1	0	3	5	2	0	5	2	2.2	1.92353840616713
AQP10	0	0	0	0	0	0	0	0	0	0
AQP11	1	1	2	0	0	0	2	1	0.8	0.836660026534076
AQP3	0	0	1	1	0	0	1	0	0.4	0.547722557505166
AQP4	0	0	0	0	0	0	0	0	0	0
AQP4-AS1	3	1	1	2	3	1	3	2	2	1
AQP6	2	4	5	5	6	2	6	5	4.4	1.51657508881031
AQP7	0	0	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0	0	0
AQP7P3	0	0	1	0	2	0	2	0	0.6	0.894427190999916
AQP8	0	0	1	0	0	0	1	0	0.2	0.447213595499958
AQP9	0	0	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0	0	0
AQR	20	20	13	14	19	13	20	19	17.2	3.42052627529741
AR	4	0	3	3	1	0	4	3	2.2	1.6431676725155
ARAF	23	23	23	16	20	16	23	23	21	3.08220700148449
ARAP1	12	4	7	4	4	4	12	4	6.2	3.4928498393146
ARAP2	0	0	0	0	0	0	0	0	0	0
ARAP3	2	1	3	1	2	1	3	2	1.8	0.836660026534076
ARC	0	0	0	0	0	0	0	0	0	0
ARCN1	158	118	126	103	92	92	158	118	119.4	25.2744930710786
AREG	0	0	0	0	0	0	0	0	0	0
