Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	4	0	0	0	4	0	1.33333333333333	2.3094010767585
AKR7L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AKT1	6	11	13	6	13	11	10	3.60555127546399
AKT1S1	6	5	7	5	7	6	6	1
AKT2	4	8	4	4	8	4	5.33333333333333	2.3094010767585
AKT3	26	32	44	26	44	32	34	9.16515138991168
AKTIP	32	30	30	30	32	30	30.6666666666667	1.15470053837925
ALAD	20	24	18	18	24	20	20.6666666666667	3.05505046330389
ALAS1	44	41	29	29	44	41	38	7.93725393319377
ALAS2	0	0	0	0	0	0	0	0
ALCAM	42	35	30	30	42	35	35.6666666666667	6.02771377334171
ALDH16A1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
ALDH18A1	37	50	48	37	50	48	45	7
ALDH1A1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
ALDH1A2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ALDH1A3	3	3	4	3	4	3	3.33333333333333	0.577350269189626
ALDH1B1	19	21	14	14	21	19	18	3.60555127546399
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	56	64	63	56	64	63	61	4.35889894354067
ALDH2	14	20	22	14	22	20	18.6666666666667	4.16333199893227
ALDH3A2	22	28	25	22	28	25	25	3
ALDH3B1	6	6	4	4	6	6	5.33333333333333	1.15470053837925
ALDH4A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALDH5A1	2	2	3	2	3	2	2.33333333333333	0.577350269189626
ALDH6A1	56	59	57	56	59	57	57.3333333333333	1.52752523165195
ALDH7A1	45	62	55	45	62	55	54	8.54400374531753
ALDH8A1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
ALDH9A1	72	75	74	72	75	74	73.6666666666667	1.52752523165195
ALDOA	1235	1257	1266	1235	1266	1257	1252.66666666667	15.9478316185409
ALDOC	15	28	12	12	28	15	18.3333333333333	8.50490054811538
ALG1	7	9	2	2	9	7	6	3.60555127546399
ALG10	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ALG10B	5	4	8	4	8	5	5.66666666666667	2.08166599946613
ALG11	5	6	0	0	6	5	3.66666666666667	3.21455025366432
ALG12	5	3	2	2	5	3	3.33333333333333	1.52752523165195
ALG13	29	47	31	29	47	31	35.6666666666667	9.8657657246325
ALG14	43	49	37	37	49	43	43	6
ALG1L	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	2	2	2	2	2	2	2	0
ALG2	13	18	9	9	18	13	13.3333333333333	4.50924975282289
ALG3	11	15	15	11	15	15	13.6666666666667	2.3094010767585
ALG5	105	99	101	99	105	101	101.666666666667	3.05505046330389
ALG6	8	10	6	6	10	8	8	2
ALG8	56	45	63	45	63	56	54.6666666666667	9.07377172587747
ALG9	11	12	12	11	12	12	11.6666666666667	0.577350269189626
ALK	0	0	0	0	0	0	0	0
ALKBH1	9	8	9	8	9	9	8.66666666666667	0.577350269189626
ALKBH2	9	19	13	9	19	13	13.6666666666667	5.03322295684717
ALKBH3	9	14	4	4	14	9	9	5
ALKBH3-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALKBH4	4	7	7	4	7	7	6	1.73205080756888
ALKBH5	75	58	60	58	75	60	64.3333333333333	9.29157324317757
ALKBH6	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALKBH7	53	29	21	21	53	29	34.3333333333333	16.6533279957291
ALKBH8	8	9	3	3	9	8	6.66666666666667	3.21455025366432
ALMS1	8	11	9	8	11	9	9.33333333333333	1.52752523165195
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	9	11	10	9	11	10	10	1
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	9	13	7	7	13	9	9.66666666666667	3.05505046330389
ALPK2	23	37	25	23	37	25	28.3333333333333	7.57187779440036
ALPK3	0	0	0	0	0	0	0	0
ALPL	0	0	0	0	0	0	0	0
ALPP	5	5	2	2	5	5	4	1.73205080756888
ALS2	15	20	15	15	20	15	16.6666666666667	2.88675134594813
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	3	1	6	1	6	3	3.33333333333333	2.51661147842358
ALS2CR12	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	4	2	2	2	4	2	2.66666666666667	1.15470053837925
AMACR	0	1	2	0	2	1	1	1
AMBP	0	0	0	0	0	0	0	0
AMBRA1	4	8	4	4	8	4	5.33333333333333	2.3094010767585
AMD1	21	32	31	21	32	31	28	6.08276253029822
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	0	0	0	0	0	0	0	0
AMELX	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMER1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AMER3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMFR	45	43	37	37	45	43	41.6666666666667	4.16333199893227
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMIGO2	47	54	44	44	54	47	48.3333333333333	5.13160143944688
AMIGO3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMMECR1	8	4	6	4	8	6	6	2
AMMECR1L	6	2	4	2	6	4	4	2
AMN	0	0	0	0	0	0	0	0
AMN1	19	27	16	16	27	19	20.6666666666667	5.68624070307733
AMOT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMOTL1	19	24	26	19	26	24	23	3.60555127546399
AMPD2	6	7	6	6	7	6	6.33333333333333	0.577350269189626
AMPD3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMPH	0	0	0	0	0	0	0	0
AMT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMTN	0	0	0	0	0	0	0	0
AMY2B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMZ1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMZ2	94	118	96	94	118	96	102.666666666667	13.3166562369588
AMZ2P1	32	50	54	32	54	50	45.3333333333333	11.7189305541646
ANAPC1	6	10	6	6	10	6	7.33333333333333	2.3094010767585
ANAPC10	38	48	35	35	48	38	40.3333333333333	6.80685928555405
ANAPC11	551	693	596	551	693	596	613.333333333333	72.5695069111905
ANAPC13	145	186	144	144	186	145	158.333333333333	23.9652526240249
ANAPC15	14	13	19	13	19	14	15.3333333333333	3.21455025366432
ANAPC16	251	283	238	238	283	251	257.333333333333	23.1588715902423
ANAPC1P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	9	10	4	4	10	9	7.66666666666667	3.21455025366432
ANAPC5	92	108	93	92	108	93	97.6666666666667	8.9628864398325
ANAPC7	11	11	9	9	11	11	10.3333333333333	1.15470053837925
ANG	61	72	60	60	72	61	64.3333333333333	6.65832811847939
ANGEL1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
ANGEL2	15	17	14	14	17	15	15.3333333333333	1.52752523165195
ANGPT1	49	56	52	49	56	52	52.3333333333333	3.51188458428425
ANGPT2	5	3	7	3	7	5	5	2
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	30	28	28	28	30	28	28.6666666666667	1.15470053837925
ANGPTL2	19	11	7	7	19	11	12.3333333333333	6.11010092660779
ANGPTL3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL4	81	94	95	81	95	94	90	7.81024967590665
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANK2	8	14	5	5	14	8	9	4.58257569495584
ANK3	39	40	24	24	40	39	34.3333333333333	8.9628864398325
ANKAR	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ANKDD1A	3	3	2	2	3	3	2.66666666666667	0.577350269189626
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	16	19	14	14	19	16	16.3333333333333	2.51661147842358
ANKH	28	47	26	26	47	28	33.6666666666667	11.5902257671425
ANKHD1	4	7	3	3	7	4	4.66666666666667	2.08166599946613
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	21	30	26	21	30	26	25.6666666666667	4.50924975282289
ANKK1	0	0	0	0	0	0	0	0
ANKLE1	2	3	1	1	3	2	2	1
ANKLE2	13	15	13	13	15	13	13.6666666666667	1.15470053837925
ANKMY1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	23	25	17	17	25	23	21.6666666666667	4.16333199893227
ANKRA2	27	43	28	27	43	28	32.6666666666667	8.9628864398325
ANKRD1	93	119	88	88	119	93	100	16.6433169770932
ANKRD10	18	24	8	8	24	18	16.6666666666667	8.08290376865476
ANKRD11	310	363	297	297	363	310	323.333333333333	34.9618840072061
ANKRD12	119	140	95	95	140	119	118	22.5166604983954
ANKRD13A	16	18	21	16	21	18	18.3333333333333	2.51661147842358
ANKRD13B	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD13C	14	14	15	14	15	14	14.3333333333333	0.577350269189626
ANKRD13D	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ANKRD16	2	4	7	2	7	4	4.33333333333333	2.51661147842358
ANKRD17	28	31	23	23	31	28	27.3333333333333	4.04145188432738
ANKRD18A	0	0	0	0	0	0	0	0
ANKRD18B	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	6	10	9	6	10	9	8.33333333333333	2.08166599946613
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A9P	21	24	20	20	24	21	21.6666666666667	2.08166599946613
ANKRD22	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD23	0	0	0	0	0	0	0	0
ANKRD24	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD26	10	14	10	10	14	10	11.3333333333333	2.3094010767585
ANKRD27	8	7	3	3	8	7	6	2.64575131106459
ANKRD28	10	14	14	10	14	14	12.6666666666667	2.3094010767585
ANKRD29	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD30BP2	1	4	3	1	4	3	2.66666666666667	1.52752523165195
ANKRD31	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD32	4	9	10	4	10	9	7.66666666666667	3.21455025366432
ANKRD33B	5	2	3	2	5	3	3.33333333333333	1.52752523165195
ANKRD34A	0	0	0	0	0	0	0	0
ANKRD35	5	1	1	1	5	1	2.33333333333333	2.3094010767585
ANKRD36	24	48	18	18	48	24	30	15.8745078663875
ANKRD36B	22	32	15	15	32	22	23	8.54400374531753
ANKRD36BP1	11	12	7	7	12	11	10	2.64575131106459
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	9	12	5	5	12	9	8.66666666666667	3.51188458428425
ANKRD39	9	10	5	5	10	9	8	2.64575131106459
ANKRD40	28	22	20	20	28	22	23.3333333333333	4.16333199893227
ANKRD42	4	8	6	4	8	6	6	2
ANKRD44	13	13	12	12	13	13	12.6666666666667	0.577350269189626
ANKRD45	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD46	18	14	8	8	18	14	13.3333333333333	5.03322295684717
ANKRD49	28	24	13	13	28	24	21.6666666666667	7.76745346515403
ANKRD50	13	26	12	12	26	13	17	7.81024967590665
ANKRD52	2	3	4	2	4	3	3	1
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	3	4	5	3	5	4	4	1
ANKRD55	2	3	4	2	4	3	3	1
ANKRD6	11	7	5	5	11	7	7.66666666666667	3.05505046330389
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ANKRD62P1-PARP4P3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	3	2	1	1	3	2	2	1
ANKRD9	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKS1A	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ANKS1B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKS3	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ANKS4B	8	7	3	3	8	7	6	2.64575131106459
ANKS6	5	0	2	0	5	2	2.33333333333333	2.51661147842358
ANKZF1	2	5	3	2	5	3	3.33333333333333	1.52752523165195
ANLN	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANO1	0	0	0	0	0	0	0	0
ANO10	5	3	6	3	6	5	4.66666666666667	1.52752523165195
ANO2	0	0	0	0	0	0	0	0
ANO3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANO4	0	0	0	0	0	0	0	0
ANO5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANO6	37	36	19	19	37	36	30.6666666666667	10.1159939369957
ANO7	5	1	0	0	5	1	2	2.64575131106459
ANO8	0	0	0	0	0	0	0	0
ANP32A	37	32	20	20	37	32	29.6666666666667	8.73689494805411
ANP32A-IT1	7	5	7	5	7	7	6.33333333333333	1.15470053837925
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	65	79	54	54	79	65	66	12.5299640861417
ANP32C	0	0	0	0	0	0	0	0
ANP32E	100	99	78	78	100	99	92.3333333333333	12.4230967690561
ANPEP	5	2	3	2	5	3	3.33333333333333	1.52752523165195
ANTXR1	74	89	77	74	89	77	80	7.93725393319377
ANTXR2	107	98	86	86	107	98	97	10.5356537528527
ANXA1	1652	1928	1770	1652	1928	1770	1783.33333333333	138.482249163325
ANXA10	0	0	0	0	0	0	0	0
ANXA11	19	22	23	19	23	22	21.3333333333333	2.08166599946613
ANXA13	0	0	0	0	0	0	0	0
ANXA2	2402	2750	2439	2402	2750	2439	2530.33333333333	191.134333214452
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0	0	0
ANXA2R	11	7	5	5	11	7	7.66666666666667	3.05505046330389
ANXA3	14	14	17	14	17	14	15	1.73205080756888
ANXA4	153	148	118	118	153	148	139.666666666667	18.9296944860009
ANXA5	3749	4155	3611	3611	4155	3749	3838.33333333333	282.788495758461
ANXA6	60	68	72	60	72	68	66.6666666666667	6.11010092660779
ANXA7	166	189	170	166	189	170	175	12.2882057274445
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AOAH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AOC2	0	0	0	0	0	0	0	0
AOC3	0	0	0	0	0	0	0	0
AOC4P	0	0	0	0	0	0	0	0
AOX1	1	2	0	0	2	1	1	1
AOX2P	0	0	0	0	0	0	0	0
AP1AR	22	16	3	3	22	16	13.6666666666667	9.71253485622231
AP1B1	1	6	0	0	6	1	2.33333333333333	3.21455025366432
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	34	41	28	28	41	34	34.3333333333333	6.50640709864771
AP1G2	3	4	2	2	4	3	3	1
AP1M1	5	7	4	4	7	5	5.33333333333333	1.52752523165195
AP1M2	0	0	0	0	0	0	0	0
AP1S1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
AP1S2	6	6	8	6	8	6	6.66666666666667	1.15470053837925
AP1S3	3	10	13	3	13	10	8.66666666666667	5.13160143944688
AP2A1	0	0	0	0	0	0	0	0
AP2A2	8	7	13	7	13	8	9.33333333333333	3.21455025366432
AP2B1	46	50	53	46	53	50	49.6666666666667	3.51188458428425
AP2M1	71	87	91	71	91	87	83	10.5830052442584
AP2S1	117	119	138	117	138	119	124.666666666667	11.5902257671425
AP3B1	44	50	44	44	50	44	46	3.46410161513775
AP3B2	0	0	0	0	0	0	0	0
AP3D1	19	20	24	19	24	20	21	2.64575131106459
AP3M1	55	42	31	31	55	42	42.6666666666667	12.0138808606267
AP3M2	13	21	28	13	28	21	20.6666666666667	7.50555349946513
AP3S1	104	120	101	101	120	104	108.333333333333	10.2143689640297
AP3S2	7	8	5	5	8	7	6.66666666666667	1.52752523165195
AP4B1	8	10	7	7	10	8	8.33333333333333	1.52752523165195
AP4B1-AS1	3	2	6	2	6	3	3.66666666666667	2.08166599946613
AP4E1	28	14	20	14	28	20	20.6666666666667	7.02376916856849
AP4M1	2	9	6	2	9	6	5.66666666666667	3.51188458428425
AP4S1	23	22	16	16	23	22	20.3333333333333	3.78593889720018
AP5B1	9	5	2	2	9	5	5.33333333333333	3.51188458428425
AP5M1	26	27	21	21	27	26	24.6666666666667	3.21455025366432
AP5S1	14	12	16	12	16	14	14	2
AP5Z1	7	2	5	2	7	5	4.66666666666667	2.51661147842358
APAF1	7	14	7	7	14	7	9.33333333333333	4.04145188432738
APBA1	1	1	4	1	4	1	2	1.73205080756888
APBA2	0	2	2	0	2	2	1.33333333333333	1.15470053837925
APBA3	1	2	1	1	2	1	1.33333333333333	0.577350269189626
APBB1	7	7	4	4	7	7	6	1.73205080756888
APBB1IP	0	2	2	0	2	2	1.33333333333333	1.15470053837925
APBB2	48	46	51	46	51	48	48.3333333333333	2.51661147842358
APBB3	1	2	3	1	3	2	2	1
APC	28	52	36	28	52	36	38.6666666666667	12.2202018532156
APC2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	4	3	3	3	4	3	3.33333333333333	0.577350269189626
APCDD1L-AS1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
APEH	17	10	6	6	17	10	11	5.56776436283002
APEX1	126	172	128	126	172	128	142	26
APEX2	15	10	19	10	19	15	14.6666666666667	4.50924975282289
APH1A	11	26	20	11	26	20	19	7.54983443527075
APH1B	20	17	32	17	32	20	23	7.93725393319377
API5	45	72	62	45	72	62	59.6666666666667	13.6503968196288
APIP	29	31	30	29	31	30	30	1
APITD1	18	27	16	16	27	18	20.3333333333333	5.85946527708232
APITD1-CORT	2	2	3	2	3	2	2.33333333333333	0.577350269189626
APLF	1	4	2	1	4	2	2.33333333333333	1.52752523165195
APLN	1	1	1	1	1	1	1	0
APLP1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
APLP2	169	154	113	113	169	154	145.333333333333	28.9885034683292
APMAP	25	27	19	19	27	25	23.6666666666667	4.16333199893227
APOA1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
APOA1BP	21	21	25	21	25	21	22.3333333333333	2.3094010767585
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOBEC3A	11	5	9	5	11	9	8.33333333333333	3.05505046330389
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	50	64	43	43	64	50	52.3333333333333	10.6926766215636
APOBEC3D	6	8	8	6	8	8	7.33333333333333	1.15470053837925
APOBEC3F	5	10	3	3	10	5	6	3.60555127546399
APOBEC3G	5	4	2	2	5	4	3.66666666666667	1.52752523165195
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	3	2	1	3	2	2	1
APOC1P1	5	7	4	4	7	5	5.33333333333333	1.52752523165195
APOC4	0	0	0	0	0	0	0	0
APOD	13	28	32	13	32	28	24.3333333333333	10.0166528008778
APOE	2	6	1	1	6	2	3	2.64575131106459
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	34	33	39	33	39	34	35.3333333333333	3.21455025366432
APOL2	34	29	34	29	34	34	32.3333333333333	2.88675134594813
APOL3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APOL4	0	0	0	0	0	0	0	0
APOL6	26	40	20	20	40	26	28.6666666666667	10.2632028788938
APOLD1	1	6	5	1	6	5	4	2.64575131106459
APOM	4	9	7	4	9	7	6.66666666666667	2.51661147842358
APOO	22	18	28	18	28	22	22.6666666666667	5.03322295684717
APOOL	24	35	20	20	35	24	26.3333333333333	7.76745346515403
APOPT1	51	52	64	51	64	52	55.6666666666667	7.23417813807024
APP	110	124	108	108	124	110	114	8.71779788708135
APPBP2	24	34	32	24	34	32	30	5.29150262212918
APPL1	45	41	36	36	45	41	40.6666666666667	4.50924975282289
APPL2	17	20	12	12	20	17	16.3333333333333	4.04145188432738
APRT	87	80	91	80	91	87	86	5.56776436283002
APTX	42	38	49	38	49	42	43	5.56776436283002
AQP1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
AQP10	0	0	0	0	0	0	0	0
AQP11	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AQP3	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	6	2	3	2	6	3	3.66666666666667	2.08166599946613
AQP6	3	5	4	3	5	4	4	1
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQP8	0	0	0	0	0	0	0	0
AQP9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQPEP	0	0	0	0	0	0	0	0
AQR	8	17	12	8	17	12	12.3333333333333	4.50924975282289
AR	4	8	2	2	8	4	4.66666666666667	3.05505046330389
ARAF	14	19	15	14	19	15	16	2.64575131106459
ARAP1	8	8	8	8	8	8	8	0
ARAP2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ARAP3	3	0	2	0	3	2	1.66666666666667	1.52752523165195
ARC	0	0	0	0	0	0	0	0
ARCN1	89	83	57	57	89	83	76.3333333333333	17.0098010962308
AREG	0	0	0	0	0	0	0	0
AREL1	9	15	7	7	15	9	10.3333333333333	4.16333199893227
ARF1	111	145	115	111	145	115	123.666666666667	18.5831464863551
ARF3	18	26	15	15	26	18	19.6666666666667	5.68624070307733
ARF4	931	1160	1088	931	1160	1088	1059.66666666667	117.099672644006
ARF5	35	25	24	24	35	25	28	6.08276253029822
ARF6	30	48	39	30	48	39	39	9
ARFGAP1	4	4	5	4	5	4	4.33333333333333	0.577350269189626
ARFGAP2	23	17	23	17	23	23	21	3.46410161513775
ARFGAP3	91	108	92	91	108	92	97	9.53939201416946
ARFGEF1	13	10	6	6	13	10	9.66666666666667	3.51188458428425
ARFGEF2	13	12	19	12	19	13	14.6666666666667	3.78593889720018
ARFIP1	32	49	39	32	49	39	40	8.54400374531753
ARFIP2	6	13	7	6	13	7	8.66666666666667	3.78593889720018
ARFRP1	7	2	3	2	7	3	4	2.64575131106459
ARG1	0	0	0	0	0	0	0	0
ARG2	14	8	10	8	14	10	10.6666666666667	3.05505046330389
ARGFX	3	5	3	3	5	3	3.66666666666667	1.15470053837925
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	58	72	65	58	72	65	65	7
ARHGAP1	51	61	56	51	61	56	56	5
ARHGAP10	6	14	6	6	14	6	8.66666666666667	4.61880215351701
ARHGAP11A	5	10	4	4	10	5	6.33333333333333	3.21455025366432
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	18	19	17	17	19	18	18	1
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	7	11	3	3	11	7	7	4
ARHGAP18	37	47	30	30	47	37	38	8.54400374531753
ARHGAP19	0	4	3	0	4	3	2.33333333333333	2.08166599946613
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ARHGAP21	38	54	26	26	54	38	39.3333333333333	14.047538337137
ARHGAP22	5	5	1	1	5	5	3.66666666666667	2.3094010767585
ARHGAP23	11	4	5	4	11	5	6.66666666666667	3.78593889720018
ARHGAP24	19	25	18	18	25	19	20.6666666666667	3.78593889720018
ARHGAP25	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	18	21	18	18	21	18	19	1.73205080756888
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP28	8	9	1	1	9	8	6	4.35889894354067
ARHGAP29	69	84	66	66	84	69	73	9.64365076099295
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	6	12	10	6	12	10	9.33333333333333	3.05505046330389
ARHGAP32	5	7	4	4	7	5	5.33333333333333	1.52752523165195
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	34	29	29	29	34	29	30.6666666666667	2.88675134594813
ARHGAP39	0	0	0	0	0	0	0	0
ARHGAP4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP42	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ARHGAP44	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP5	67	75	56	56	75	67	66	9.53939201416946
ARHGAP5-AS1	6	6	5	5	6	6	5.66666666666667	0.577350269189626
ARHGAP6	4	4	1	1	4	4	3	1.73205080756888
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0
ARHGDIA	5	11	16	5	16	11	10.6666666666667	5.5075705472861
ARHGDIB	26	28	26	26	28	26	26.6666666666667	1.15470053837925
ARHGDIG	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
ARHGEF10	7	9	13	7	13	9	9.66666666666667	3.05505046330389
ARHGEF10L	3	3	1	1	3	3	2.33333333333333	1.15470053837925
ARHGEF11	5	2	2	2	5	2	3	1.73205080756888
ARHGEF12	49	34	30	30	49	34	37.6666666666667	10.0166528008778
ARHGEF17	8	12	7	7	12	8	9	2.64575131106459
ARHGEF18	1	3	2	1	3	2	2	1
ARHGEF19	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF2	41	32	40	32	41	40	37.6666666666667	4.93288286231625
ARHGEF25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF26	4	4	4	4	4	4	4	0
ARHGEF26-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF28	6	14	6	6	14	6	8.66666666666667	4.61880215351701
ARHGEF3	16	19	13	13	19	16	16	3
ARHGEF33	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ARHGEF35	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF37	4	7	7	4	7	7	6	1.73205080756888
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	5	6	3	3	6	5	4.66666666666667	1.52752523165195
ARHGEF4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF40	4	6	3	3	6	4	4.33333333333333	1.52752523165195
ARHGEF5	0	0	0	0	0	0	0	0
ARHGEF6	14	10	14	10	14	14	12.6666666666667	2.3094010767585
ARHGEF7	11	8	10	8	11	10	9.66666666666667	1.52752523165195
ARHGEF9	12	5	7	5	12	7	8	3.60555127546399
ARID1A	13	11	7	7	13	11	10.3333333333333	3.05505046330389
