Gene	TRS+LOP.A.4.10.1.B4	TRS+LOP.A.4.11.1.B5	TRS+LOP.A.4.12.1.B6	Min	Max	Median	Mean	Std
AKT1S1	10	3	5	3	10	5	6	3.60555127546399
AKT2	8	9	8	8	9	8	8.33333333333333	0.577350269189626
AKT3	56	46	34	34	56	46	45.3333333333333	11.0151410945722
AKTIP	40	31	27	27	40	31	32.6666666666667	6.65832811847939
ALAD	22	35	32	22	35	32	29.6666666666667	6.80685928555405
ALAS1	53	55	46	46	55	53	51.3333333333333	4.72581562625261
ALAS2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALCAM	53	48	46	46	53	48	49	3.60555127546399
ALDH16A1	0	1	2	0	2	1	1	1
ALDH18A1	62	64	70	62	70	64	65.3333333333333	4.16333199893227
ALDH1A1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
ALDH1A2	3	3	1	1	3	3	2.33333333333333	1.15470053837925
ALDH1A3	5	2	3	2	5	3	3.33333333333333	1.52752523165195
ALDH1B1	24	17	25	17	25	24	22	4.35889894354067
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	101	77	89	77	101	89	89	12
ALDH2	20	16	19	16	20	19	18.3333333333333	2.08166599946613
ALDH3A2	28	13	11	11	28	13	17.3333333333333	9.29157324317757
ALDH3B1	13	14	13	13	14	13	13.3333333333333	0.577350269189626
ALDH4A1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ALDH5A1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
ALDH6A1	63	54	76	54	76	63	64.3333333333333	11.060440015358
ALDH7A1	67	53	33	33	67	53	51	17.0880074906351
ALDH8A1	2	0	1	0	2	1	1	1
ALDH9A1	75	90	64	64	90	75	76.3333333333333	13.0511813003013
ALDOA	1484	1198	1276	1198	1484	1276	1319.33333333333	147.84225828001
ALDOC	18	22	22	18	22	22	20.6666666666667	2.3094010767585
ALG1	8	3	6	3	8	6	5.66666666666667	2.51661147842358
ALG10	1	2	3	1	3	2	2	1
ALG10B	8	3	7	3	8	7	6	2.64575131106459
ALG11	8	4	8	4	8	8	6.66666666666667	2.3094010767585
ALG12	4	3	6	3	6	4	4.33333333333333	1.52752523165195
ALG13	38	28	34	28	38	34	33.3333333333333	5.03322295684717
ALG14	59	50	44	44	59	50	51	7.54983443527075
ALG1L	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	1	3	4	1	4	3	2.66666666666667	1.52752523165195
ALG2	22	24	17	17	24	22	21	3.60555127546399
ALG3	31	22	20	20	31	22	24.3333333333333	5.85946527708232
ALG5	139	115	89	89	139	115	114.333333333333	25.0066657780147
ALG6	6	6	5	5	6	6	5.66666666666667	0.577350269189626
ALG8	81	57	63	57	81	63	67	12.4899959967968
ALG9	12	17	10	10	17	12	13	3.60555127546399
ALK	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALKBH1	10	19	7	7	19	10	12	6.2449979983984
ALKBH2	19	11	7	7	19	11	12.3333333333333	6.11010092660779
ALKBH3	11	8	4	4	11	8	7.66666666666667	3.51188458428425
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	4	4	9	4	9	4	5.66666666666667	2.88675134594813
ALKBH5	80	79	76	76	80	79	78.3333333333333	2.08166599946613
ALKBH6	0	0	0	0	0	0	0	0
ALKBH7	29	23	35	23	35	29	29	6
ALKBH8	13	17	12	12	17	13	14	2.64575131106459
ALMS1	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	10	10	19	10	19	10	13	5.19615242270663
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	9	12	8	8	12	9	9.66666666666667	2.08166599946613
ALPK2	49	33	40	33	49	40	40.6666666666667	8.02080627701064
ALPK3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	2	4	1	1	4	2	2.33333333333333	1.52752523165195
ALS2	19	10	13	10	19	13	14	4.58257569495584
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	7	4	2	2	7	4	4.33333333333333	2.51661147842358
ALS2CR12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	6	4	2	2	6	4	4	2
AMACR	1	2	0	0	2	1	1	1
AMBP	0	0	0	0	0	0	0	0
AMBRA1	7	6	6	6	7	6	6.33333333333333	0.577350269189626
AMD1	46	23	34	23	46	34	34.3333333333333	11.5036226178249
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMELX	0	0	0	0	0	0	0	0
AMER1	1	2	0	0	2	1	1	1
AMER3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMFR	62	48	53	48	62	53	54.3333333333333	7.09459888459759
AMH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	41	42	37	37	42	41	40	2.64575131106459
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	9	10	5	5	10	9	8	2.64575131106459
AMMECR1L	14	13	6	6	14	13	11	4.35889894354067
AMN	0	0	0	0	0	0	0	0
AMN1	27	21	26	21	27	26	24.6666666666667	3.21455025366432
AMOT	3	1	0	0	3	1	1.33333333333333	1.52752523165195
AMOTL1	35	24	45	24	45	35	34.6666666666667	10.5039675043925
AMPD2	10	7	10	7	10	10	9	1.73205080756888
AMPD3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMPH	0	0	0	0	0	0	0	0
AMT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMTN	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMY2B	1	1	1	1	1	1	1	0
AMZ1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AMZ2	131	97	79	79	131	97	102.333333333333	26.4070697604511
AMZ2P1	43	35	36	35	43	36	38	4.35889894354067
ANAPC1	12	12	4	4	12	12	9.33333333333333	4.61880215351701
ANAPC10	48	48	44	44	48	48	46.6666666666667	2.3094010767585
ANAPC11	779	622	536	536	779	622	645.666666666667	123.216611434227
ANAPC13	220	170	179	170	220	179	189.666666666667	26.6520793435209
ANAPC15	26	12	16	12	26	16	18	7.21110255092798
ANAPC16	270	259	200	200	270	259	243	37.6430604494374
ANAPC1P1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	13	10	9	9	13	10	10.6666666666667	2.08166599946613
ANAPC5	121	99	109	99	121	109	109.666666666667	11.0151410945722
ANAPC7	13	15	14	13	15	14	14	1
ANG	70	51	65	51	70	65	62	9.8488578017961
ANGEL1	6	1	2	1	6	2	3	2.64575131106459
ANGEL2	17	17	15	15	17	17	16.3333333333333	1.15470053837925
ANGPT1	66	47	51	47	66	51	54.6666666666667	10.0166528008778
ANGPT2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
ANGPT4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL1	42	35	27	27	42	35	34.6666666666667	7.50555349946513
ANGPTL2	15	24	14	14	24	15	17.6666666666667	5.5075705472861
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	97	69	67	67	97	69	77.6666666666667	16.7729941672122
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ANK2	13	10	16	10	16	13	13	3
ANK3	65	60	62	60	65	62	62.3333333333333	2.51661147842358
ANKAR	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ANKDD1A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKDD1B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	31	25	24	24	31	25	26.6666666666667	3.78593889720018
ANKH	45	53	38	38	53	45	45.3333333333333	7.50555349946513
ANKHD1	9	7	8	7	9	8	8	1
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	30	39	40	30	40	39	36.3333333333333	5.5075705472861
ANKK1	0	0	0	0	0	0	0	0
ANKLE1	7	1	4	1	7	4	4	3
ANKLE2	17	14	28	14	28	17	19.6666666666667	7.37111479583199
ANKMY1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKMY2	36	20	25	20	36	25	27	8.18535277187245
ANKRA2	37	33	24	24	37	33	31.3333333333333	6.65832811847939
ANKRD1	143	151	147	143	151	147	147	4
ANKRD10	30	16	21	16	30	21	22.3333333333333	7.09459888459759
ANKRD11	433	312	345	312	433	345	363.333333333333	62.5486477338506
ANKRD12	136	107	91	91	136	107	111.333333333333	22.8108161479008
ANKRD13A	21	16	35	16	35	21	24	9.8488578017961
ANKRD13B	0	2	1	0	2	1	1	1
ANKRD13C	26	12	14	12	26	14	17.3333333333333	7.57187779440036
ANKRD13D	2	3	0	0	3	2	1.66666666666667	1.52752523165195
ANKRD16	4	4	3	3	4	4	3.66666666666667	0.577350269189626
ANKRD17	48	40	49	40	49	48	45.6666666666667	4.93288286231625
ANKRD18A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD18B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	7	7	9	7	9	7	7.66666666666667	1.15470053837925
ANKRD20A19P	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD20A3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A5P	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	21	15	20	15	21	20	18.6666666666667	3.21455025366432
ANKRD22	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD23	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD24	0	0	0	0	0	0	0	0
ANKRD26	29	21	16	16	29	21	22	6.557438524302
ANKRD27	11	10	10	10	11	10	10.3333333333333	0.577350269189626
ANKRD28	12	11	15	11	15	12	12.6666666666667	2.08166599946613
ANKRD29	0	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0	0
ANKRD30BP2	5	0	2	0	5	2	2.33333333333333	2.51661147842358
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	8	8	5	5	8	8	7	1.73205080756888
ANKRD33B	4	3	2	2	4	3	3	1
ANKRD34A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ANKRD35	4	1	3	1	4	3	2.66666666666667	1.52752523165195
ANKRD36	26	24	16	16	26	24	22	5.29150262212918
ANKRD36B	16	27	28	16	28	27	23.6666666666667	6.65832811847939
ANKRD36BP1	9	6	11	6	11	9	8.66666666666667	2.51661147842358
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	10	4	9	4	10	9	7.66666666666667	3.21455025366432
ANKRD39	11	7	9	7	11	9	9	2
ANKRD40	26	35	33	26	35	33	31.3333333333333	4.72581562625261
ANKRD42	9	6	7	6	9	7	7.33333333333333	1.52752523165195
ANKRD44	30	23	19	19	30	23	24	5.56776436283002
ANKRD45	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANKRD46	12	18	7	7	18	12	12.3333333333333	5.5075705472861
ANKRD49	34	25	28	25	34	28	29	4.58257569495584
ANKRD50	33	20	20	20	33	20	24.3333333333333	7.50555349946513
ANKRD52	3	7	5	3	7	5	5	2
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	3	10	4	3	10	4	5.66666666666667	3.78593889720018
ANKRD55	2	2	2	2	2	2	2	0
ANKRD6	18	8	10	8	18	10	12	5.29150262212918
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	3	1	3	1	3	3	2.33333333333333	1.15470053837925
ANKRD62P1-PARP4P3	1	0	3	0	3	1	1.33333333333333	1.52752523165195
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	1	2	0	0	2	1	1	1
ANKRD9	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKS1A	4	8	4	4	8	4	5.33333333333333	2.3094010767585
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	9	3	6	3	9	6	6	3
ANKS4B	6	5	3	3	6	5	4.66666666666667	1.52752523165195
ANKS6	6	4	3	3	6	4	4.33333333333333	1.52752523165195
ANKZF1	7	3	13	3	13	7	7.66666666666667	5.03322295684717
ANLN	0	1	6	0	6	1	2.33333333333333	3.21455025366432
ANO1	0	1	2	0	2	1	1	1
ANO10	9	4	6	4	9	6	6.33333333333333	2.51661147842358
ANO2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANO3	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	50	43	37	37	50	43	43.3333333333333	6.50640709864771
ANO7	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANO8	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANP32A	45	28	39	28	45	39	37.3333333333333	8.62167810425171
ANP32A-IT1	4	4	7	4	7	4	5	1.73205080756888
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	101	83	100	83	101	100	94.6666666666667	10.1159939369957
ANP32C	0	0	0	0	0	0	0	0
ANP32E	171	111	126	111	171	126	136	31.224989991992
ANPEP	3	1	4	1	4	3	2.66666666666667	1.52752523165195
ANTXR1	131	136	119	119	136	131	128.666666666667	8.7368949480541
ANTXR2	113	94	94	94	113	94	100.333333333333	10.9696551146029
ANXA1	2327	1684	1762	1684	2327	1762	1924.33333333333	350.893621106644
ANXA10	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANXA11	22	21	29	21	29	22	24	4.35889894354067
ANXA13	0	0	0	0	0	0	0	0
ANXA2	3201	2442	2647	2442	3201	2647	2763.33333333333	392.645302191855
ANXA2P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANXA2P2	0	0	0	0	0	0	0	0
ANXA2R	13	8	5	5	13	8	8.66666666666667	4.04145188432738
ANXA3	10	11	11	10	11	11	10.6666666666667	0.577350269189626
ANXA4	220	149	141	141	220	149	170	43.4856298103178
ANXA5	5432	4028	4203	4028	5432	4203	4554.33333333333	765.101518318539
ANXA6	91	70	75	70	91	75	78.6666666666667	10.9696551146029
ANXA7	232	174	179	174	232	179	195	32.1403173599764
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0
AOC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOC3	0	0	0	0	0	0	0	0
AOC4P	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AOX1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOX2P	0	0	0	0	0	0	0	0
AP1AR	29	13	12	12	29	13	18	9.53939201416946
AP1B1	6	4	4	4	6	4	4.66666666666667	1.15470053837925
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	60	52	41	41	60	52	51	9.53939201416946
AP1G2	4	4	1	1	4	4	3	1.73205080756888
AP1M1	7	9	8	7	9	8	8	1
AP1M2	0	0	0	0	0	0	0	0
AP1S1	3	2	3	2	3	3	2.66666666666667	0.577350269189626
AP1S2	19	8	5	5	19	8	10.6666666666667	7.37111479583199
AP1S3	10	5	9	5	10	9	8	2.64575131106459
AP2A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AP2A2	5	10	7	5	10	7	7.33333333333333	2.51661147842358
AP2B1	61	45	50	45	61	50	52	8.18535277187245
AP2M1	136	108	110	108	136	110	118	15.6204993518133
AP2S1	148	135	124	124	148	135	135.666666666667	12.0138808606267
AP3B1	68	49	64	49	68	64	60.3333333333333	10.0166528008778
AP3B2	0	0	0	0	0	0	0	0
AP3D1	26	27	29	26	29	27	27.3333333333333	1.52752523165195
AP3M1	54	43	44	43	54	44	47	6.08276253029822
AP3M2	22	23	18	18	23	22	21	2.64575131106459
AP3S1	158	109	109	109	158	109	125.333333333333	28.2901631902917
AP3S2	4	8	12	4	12	8	8	4
AP4B1	7	16	13	7	16	13	12	4.58257569495584
AP4B1-AS1	4	6	6	4	6	6	5.33333333333333	1.15470053837925
AP4E1	24	26	22	22	26	24	24	2
AP4M1	7	4	14	4	14	7	8.33333333333333	5.13160143944688
AP4S1	15	20	24	15	24	20	19.6666666666667	4.50924975282289
AP5B1	8	5	7	5	8	7	6.66666666666667	1.52752523165195
AP5M1	38	28	37	28	38	37	34.3333333333333	5.5075705472861
AP5S1	17	11	14	11	17	14	14	3
AP5Z1	2	4	8	2	8	4	4.66666666666667	3.05505046330389
APAF1	15	10	7	7	15	10	10.6666666666667	4.04145188432738
APBA1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
APBA2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APBA3	0	2	3	0	3	2	1.66666666666667	1.52752523165195
APBB1	7	9	6	6	9	7	7.33333333333333	1.52752523165195
APBB1IP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APBB2	60	42	36	36	60	42	46	12.4899959967968
APBB3	3	0	2	0	3	2	1.66666666666667	1.52752523165195
APC	61	49	51	49	61	51	53.6666666666667	6.42910050732864
APC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	11	6	6	6	11	6	7.66666666666667	2.88675134594813
APCDD1L-AS1	1	6	0	0	6	1	2.33333333333333	3.21455025366432
APEH	10	11	13	10	13	11	11.3333333333333	1.52752523165195
APEX1	170	180	127	127	180	170	159	28.1602556806574
APEX2	13	10	19	10	19	13	14	4.58257569495584
APH1A	23	22	20	20	23	22	21.6666666666667	1.52752523165195
APH1B	28	26	18	18	28	26	24	5.29150262212918
API5	90	49	54	49	90	54	64.3333333333333	22.3681320930768
APIP	42	35	35	35	42	35	37.3333333333333	4.04145188432738
APITD1	24	12	13	12	24	13	16.3333333333333	6.65832811847939
APITD1-CORT	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APLF	8	1	4	1	8	4	4.33333333333333	3.51188458428425
APLN	2	2	1	1	2	2	1.66666666666667	0.577350269189626
APLP1	5	17	7	5	17	7	9.66666666666667	6.42910050732864
APLP2	203	152	179	152	203	179	178	25.5147016443461
APMAP	37	28	29	28	37	29	31.3333333333333	4.93288286231625
APOA1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOA1BP	27	21	25	21	27	25	24.3333333333333	3.05505046330389
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOBEC3A	9	15	10	9	15	10	11.3333333333333	3.21455025366432
APOBEC3B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC3C	52	41	48	41	52	48	47	5.56776436283002
APOBEC3D	8	8	9	8	9	8	8.33333333333333	0.577350269189626
APOBEC3F	7	7	9	7	9	7	7.66666666666667	1.15470053837925
APOBEC3G	8	5	2	2	8	5	5	3
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
APOC1P1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
APOC4	0	0	0	0	0	0	0	0
APOD	23	17	8	8	23	17	16	7.54983443527075
APOE	3	5	1	1	5	3	3	2
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	37	49	37	37	49	37	41	6.92820323027551
APOL2	42	42	37	37	42	42	40.3333333333333	2.88675134594813
APOL3	3	2	0	0	3	2	1.66666666666667	1.52752523165195
APOL4	3	1	1	1	3	1	1.66666666666667	1.15470053837925
APOL6	58	40	32	32	58	40	43.3333333333333	13.3166562369588
APOLD1	9	5	11	5	11	9	8.33333333333333	3.05505046330389
APOM	6	8	13	6	13	8	9	3.60555127546399
APOO	30	25	23	23	30	25	26	3.60555127546399
APOOL	39	31	30	30	39	31	33.3333333333333	4.93288286231625
APOPT1	58	60	53	53	60	58	57	3.60555127546399
APP	156	155	139	139	156	155	150	9.53939201416946
APPBP2	38	44	34	34	44	38	38.6666666666667	5.03322295684717
APPL1	54	56	60	54	60	56	56.6666666666667	3.05505046330389
APPL2	30	24	19	19	30	24	24.3333333333333	5.5075705472861
APRT	117	95	90	90	117	95	100.666666666667	14.3643076176102
APTX	55	35	29	29	55	35	39.6666666666667	13.6137185711081
AQP1	6	4	4	4	6	4	4.66666666666667	1.15470053837925
AQP10	0	0	0	0	0	0	0	0
AQP11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AQP3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AQP6	4	5	5	4	5	5	4.66666666666667	0.577350269189626
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP7P3	2	1	0	0	2	1	1	1
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AQR	13	13	12	12	13	13	12.6666666666667	0.577350269189626
AR	6	2	7	2	7	6	5	2.64575131106459
ARAF	17	18	15	15	18	17	16.6666666666667	1.52752523165195
ARAP1	6	2	5	2	6	5	4.33333333333333	2.08166599946613
ARAP2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARAP3	3	1	0	0	3	1	1.33333333333333	1.52752523165195
ARC	0	0	0	0	0	0	0	0
ARCN1	119	98	97	97	119	98	104.666666666667	12.4230967690561
AREG	0	0	0	0	0	0	0	0
AREL1	16	18	13	13	18	16	15.6666666666667	2.51661147842358
ARF1	162	127	125	125	162	127	138	20.8086520466848
ARF3	28	28	22	22	28	28	26	3.46410161513775
ARF4	1441	1243	1215	1215	1441	1243	1299.66666666667	123.196320291368
ARF5	36	27	34	27	36	34	32.3333333333333	4.72581562625261
ARF6	71	69	61	61	71	69	67	5.29150262212918
ARFGAP1	7	10	9	7	10	9	8.66666666666667	1.52752523165195
ARFGAP2	17	18	24	17	24	18	19.6666666666667	3.78593889720018
ARFGAP3	170	142	136	136	170	142	149.333333333333	18.1475434517549
ARFGEF1	16	20	13	13	20	16	16.3333333333333	3.51188458428425
ARFGEF2	22	14	17	14	22	17	17.6666666666667	4.04145188432738
ARFIP1	65	39	47	39	65	47	50.3333333333333	13.3166562369588
ARFIP2	18	15	9	9	18	15	14	4.58257569495584
ARFRP1	8	5	3	3	8	5	5.33333333333333	2.51661147842358
ARG1	0	0	0	0	0	0	0	0
ARG2	11	9	7	7	11	9	9	2
ARGFX	7	5	5	5	7	5	5.66666666666667	1.15470053837925
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	92	53	61	53	92	61	68.6666666666667	20.5993527406405
ARHGAP1	86	74	86	74	86	86	82	6.92820323027551
ARHGAP10	15	19	3	3	19	15	12.3333333333333	8.32666399786453
ARHGAP11A	10	5	7	5	10	7	7.33333333333333	2.51661147842358
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	38	19	26	19	38	26	27.6666666666667	9.60902353693305
ARHGAP15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP17	7	12	6	6	12	7	8.33333333333333	3.21455025366432
ARHGAP18	60	49	43	43	60	49	50.6666666666667	8.62167810425171
ARHGAP19	4	5	4	4	5	4	4.33333333333333	0.577350269189626
ARHGAP19-SLIT1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP20	4	5	5	4	5	5	4.66666666666667	0.577350269189626
ARHGAP21	47	47	44	44	47	47	46	1.73205080756888
ARHGAP22	4	1	2	1	4	2	2.33333333333333	1.52752523165195
ARHGAP23	17	12	15	12	17	15	14.6666666666667	2.51661147842358
ARHGAP24	26	20	15	15	26	20	20.3333333333333	5.5075705472861
ARHGAP25	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP26	18	21	17	17	21	18	18.6666666666667	2.08166599946613
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ARHGAP28	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ARHGAP29	118	82	81	81	118	82	93.6666666666667	21.0792156716832
ARHGAP30	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP31	13	9	5	5	13	9	9	4
ARHGAP32	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	35	34	26	26	35	34	31.6666666666667	4.93288286231625
ARHGAP39	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ARHGAP44	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP5	99	85	85	85	99	85	89.6666666666667	8.08290376865476
ARHGAP5-AS1	5	5	7	5	7	5	5.66666666666667	1.15470053837925
ARHGAP6	5	1	2	1	5	2	2.66666666666667	2.08166599946613
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGDIA	13	19	17	13	19	17	16.3333333333333	3.05505046330389
ARHGDIB	49	31	34	31	49	34	38	9.64365076099295
ARHGDIG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF10	8	16	19	8	19	16	14.3333333333333	5.68624070307733
ARHGEF10L	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ARHGEF11	2	2	7	2	7	2	3.66666666666667	2.88675134594813
ARHGEF12	37	43	50	37	50	43	43.3333333333333	6.50640709864771
ARHGEF17	8	16	16	8	16	16	13.3333333333333	4.61880215351701
ARHGEF18	2	2	3	2	3	2	2.33333333333333	0.577350269189626
ARHGEF19	3	2	1	1	3	2	2	1
ARHGEF2	39	29	29	29	39	29	32.3333333333333	5.77350269189626
ARHGEF25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF26	3	3	2	2	3	3	2.66666666666667	0.577350269189626
ARHGEF26-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF28	13	5	10	5	13	10	9.33333333333333	4.04145188432738
ARHGEF3	24	21	19	19	24	21	21.3333333333333	2.51661147842358
ARHGEF33	0	0	0	0	0	0	0	0
ARHGEF35	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF37	6	9	9	6	9	9	8	1.73205080756888
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	4	4	2	2	4	4	3.33333333333333	1.15470053837925
ARHGEF4	1	0	2	0	2	1	1	1
ARHGEF40	12	8	7	7	12	8	9	2.64575131106459
ARHGEF5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF6	12	9	12	9	12	12	11	1.73205080756888
ARHGEF7	17	13	13	13	17	13	14.3333333333333	2.3094010767585
ARHGEF9	13	11	10	10	13	11	11.3333333333333	1.52752523165195
ARID1A	16	8	9	8	16	9	11	4.35889894354067
