Gene	SUN+LOP.A.7.15.1.F5	SUN+LOP.A.7.16.1.F6	SUN+LOP.A.8.12.1.G9	Min	Max	Median	Mean	Std
AKR7A2	109	81	24	24	109	81	71.3333333333333	43.3166634603051
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	0	0	0	0	0	0	0	0
AKR7L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AKT1	10	3	0	0	10	3	4.33333333333333	5.13160143944688
AKT1S1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
AKT2	6	3	0	0	6	3	3	3
AKT3	34	21	4	4	34	21	19.6666666666667	15.0443787951957
AKTIP	29	24	10	10	29	24	21	9.8488578017961
ALAD	20	15	10	10	20	15	15	5
ALAS1	39	20	3	3	39	20	20.6666666666667	18.0092568789868
ALAS2	0	0	0	0	0	0	0	0
ALCAM	32	26	10	10	32	26	22.6666666666667	11.3724814061547
ALDH16A1	3	0	0	0	3	0	1	1.73205080756888
ALDH18A1	45	24	14	14	45	24	27.6666666666667	15.8219257150744
ALDH1A1	2	1	0	0	2	1	1	1
ALDH1A2	1	1	1	1	1	1	1	0
ALDH1A3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1B1	15	6	1	1	15	6	7.33333333333333	7.09459888459759
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	64	34	13	13	64	34	37	25.6320112359526
ALDH2	27	14	5	5	27	14	15.3333333333333	11.060440015358
ALDH3A2	27	8	0	0	27	8	11.6666666666667	13.8684293751431
ALDH3B1	9	3	1	1	9	3	4.33333333333333	4.16333199893227
ALDH4A1	0	0	0	0	0	0	0	0
ALDH5A1	0	3	0	0	3	0	1	1.73205080756888
ALDH6A1	54	37	4	4	54	37	31.6666666666667	25.4230866208911
ALDH7A1	47	37	5	5	47	37	29.6666666666667	21.9393102292058
ALDH8A1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ALDH9A1	97	54	15	15	97	54	55.3333333333333	41.0162569395762
ALDOA	1399	864	235	235	1399	864	832.666666666667	582.632245360084
ALDOC	14	17	0	0	17	14	10.3333333333333	9.07377172587747
ALG1	8	3	1	1	8	3	4	3.60555127546399
ALG10	3	0	0	0	3	0	1	1.73205080756888
ALG10B	8	1	1	1	8	1	3.33333333333333	4.04145188432738
ALG11	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ALG12	8	1	1	1	8	1	3.33333333333333	4.04145188432738
ALG13	41	29	4	4	41	29	24.6666666666667	18.8767935130237
ALG14	48	35	5	5	48	35	29.3333333333333	22.0529665426975
ALG1L	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	3	0	0	0	3	0	1	1.73205080756888
ALG2	16	6	1	1	16	6	7.66666666666667	7.63762615825973
ALG3	16	10	5	5	16	10	10.3333333333333	5.5075705472861
ALG5	102	72	16	16	102	72	63.3333333333333	43.6501240929889
ALG6	2	5	2	2	5	2	3	1.73205080756888
ALG8	59	42	8	8	59	42	36.3333333333333	25.9679289380831
ALG9	20	9	2	2	20	9	10.3333333333333	9.07377172587747
ALK	0	0	0	0	0	0	0	0
ALKBH1	9	3	3	3	9	3	5	3.46410161513775
ALKBH2	15	7	1	1	15	7	7.66666666666667	7.02376916856849
ALKBH3	15	5	4	4	15	5	8	6.08276253029822
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	3	4	1	1	4	3	2.66666666666667	1.52752523165195
ALKBH5	57	38	13	13	57	38	36	22.0680764907139
ALKBH6	0	0	0	0	0	0	0	0
ALKBH7	28	15	7	7	28	15	16.6666666666667	10.5987420637231
ALKBH8	10	4	0	0	10	4	4.66666666666667	5.03322295684717
ALMS1	9	2	2	2	9	2	4.33333333333333	4.04145188432738
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	16	6	1	1	16	6	7.66666666666667	7.63762615825973
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	9	12	2	2	12	9	7.66666666666667	5.13160143944688
ALPK2	26	14	2	2	26	14	14	12
ALPK3	2	1	0	0	2	1	1	1
ALPL	0	0	0	0	0	0	0	0
ALPP	1	2	0	0	2	1	1	1
ALS2	13	11	2	2	13	11	8.66666666666667	5.85946527708231
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	7	0	1	0	7	1	2.66666666666667	3.78593889720018
ALS2CR12	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMACR	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AMBP	0	0	0	0	0	0	0	0
AMBRA1	3	8	4	3	8	4	5	2.64575131106459
AMD1	23	25	4	4	25	23	17.3333333333333	11.5902257671425
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMELX	0	0	0	0	0	0	0	0
AMER1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMER3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMFR	42	30	11	11	42	30	27.6666666666667	15.6311654502578
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	37	32	3	3	37	32	24	18.3575597506858
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
AMMECR1L	11	3	1	1	11	3	5	5.29150262212918
AMN	0	0	0	0	0	0	0	0
AMN1	22	15	4	4	22	15	13.6666666666667	9.07377172587747
AMOT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMOTL1	16	11	1	1	16	11	9.33333333333333	7.63762615825973
AMPD2	6	1	1	1	6	1	2.66666666666667	2.88675134594813
AMPD3	0	0	0	0	0	0	0	0
AMPH	0	0	0	0	0	0	0	0
AMT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMTN	0	0	0	0	0	0	0	0
AMY2B	2	1	0	0	2	1	1	1
AMZ1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMZ2	103	78	13	13	103	78	64.6666666666667	46.4578662158878
AMZ2P1	42	35	8	8	42	35	28.3333333333333	17.9536440126603
ANAPC1	6	3	1	1	6	3	3.33333333333333	2.51661147842358
ANAPC10	50	23	5	5	50	23	26	22.6495033058122
ANAPC11	677	428	98	98	677	428	401	290.442765446137
ANAPC13	167	102	31	31	167	102	100	68.0220552468095
ANAPC15	19	11	3	3	19	11	11	8
ANAPC16	258	157	44	44	258	157	153	107.056060080689
ANAPC1P1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	11	12	2	2	12	11	8.33333333333333	5.5075705472861
ANAPC5	99	72	23	23	99	72	64.6666666666667	38.527046776691
ANAPC7	14	12	0	0	14	12	8.66666666666667	7.57187779440036
ANG	69	52	9	9	69	52	43.3333333333333	30.9246395829173
ANGEL1	5	4	2	2	5	4	3.66666666666667	1.52752523165195
ANGEL2	12	10	5	5	12	10	9	3.60555127546399
ANGPT1	56	25	7	7	56	25	29.3333333333333	24.7857485933617
ANGPT2	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	25	24	7	7	25	24	18.6666666666667	10.1159939369957
ANGPTL2	18	6	1	1	18	6	8.33333333333333	8.7368949480541
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	83	62	12	12	83	62	52.3333333333333	36.4737348421208
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANK2	6	9	4	4	9	6	6.33333333333333	2.51661147842358
ANK3	33	18	6	6	33	18	19	13.5277492584687
ANKAR	4	2	1	1	4	2	2.33333333333333	1.52752523165195
ANKDD1A	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	19	14	7	7	19	14	13.3333333333333	6.02771377334171
ANKH	38	19	5	5	38	19	20.6666666666667	16.5630109984065
ANKHD1	6	2	1	1	6	2	3	2.64575131106459
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	30	24	4	4	30	24	19.3333333333333	13.6137185711081
ANKK1	0	0	0	0	0	0	0	0
ANKLE1	4	3	0	0	4	3	2.33333333333333	2.08166599946613
ANKLE2	14	12	3	3	14	12	9.66666666666667	5.85946527708231
ANKMY1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	25	20	2	2	25	20	15.6666666666667	12.0968315410827
ANKRA2	37	21	4	4	37	21	20.6666666666667	16.5025250593154
ANKRD1	89	57	18	18	89	57	54.6666666666667	35.557465226494
ANKRD10	14	8	1	1	14	8	7.66666666666667	6.50640709864771
ANKRD11	388	199	43	43	388	199	210	172.762843227356
ANKRD12	126	73	15	15	126	73	71.3333333333333	55.5187655962678
ANKRD13A	17	15	6	6	17	15	12.6666666666667	5.85946527708231
ANKRD13B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD13C	17	14	2	2	17	14	11	7.93725393319377
ANKRD13D	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ANKRD16	3	1	0	0	3	1	1.33333333333333	1.52752523165195
ANKRD17	34	25	8	8	34	25	22.3333333333333	13.2035348802256
ANKRD18A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD18B	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	7	4	2	2	7	4	4.33333333333333	2.51661147842358
ANKRD20A19P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	20	20	5	5	20	20	15	8.66025403784439
ANKRD22	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD23	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD24	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD26	21	9	3	3	21	9	11	9.16515138991168
ANKRD27	5	4	3	3	5	4	4	1
ANKRD28	9	8	0	0	9	8	5.66666666666667	4.93288286231625
ANKRD29	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD30BP2	1	1	1	1	1	1	1	0
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	1	5	2	1	5	2	2.66666666666667	2.08166599946613
ANKRD33B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD34A	0	0	0	0	0	0	0	0
ANKRD35	4	1	0	0	4	1	1.66666666666667	2.08166599946613
ANKRD36	27	15	6	6	27	15	16	10.5356537528527
ANKRD36B	19	13	4	4	19	13	12	7.54983443527075
ANKRD36BP1	10	7	0	0	10	7	5.66666666666667	5.13160143944688
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	3	4	3	3	4	3	3.33333333333333	0.577350269189626
ANKRD39	9	8	0	0	9	8	5.66666666666667	4.93288286231625
ANKRD40	24	25	2	2	25	24	17	13
ANKRD42	6	4	0	0	6	4	3.33333333333333	3.05505046330389
ANKRD44	20	9	1	1	20	9	10	9.53939201416946
ANKRD45	0	0	0	0	0	0	0	0
ANKRD46	14	10	2	2	14	10	8.66666666666667	6.11010092660779
ANKRD49	29	12	4	4	29	12	15	12.7671453348037
ANKRD50	22	15	3	3	22	15	13.3333333333333	9.60902353693305
ANKRD52	4	3	1	1	4	3	2.66666666666667	1.52752523165195
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ANKRD55	5	4	0	0	5	4	3	2.64575131106459
ANKRD6	3	7	3	3	7	3	4.33333333333333	2.3094010767585
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	6	4	2	2	6	4	4	2
ANKRD62P1-PARP4P3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKS1A	6	4	0	0	6	4	3.33333333333333	3.05505046330389
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	4	5	0	0	5	4	3	2.64575131106459
ANKS4B	4	4	3	3	4	4	3.66666666666667	0.577350269189626
ANKS6	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ANKZF1	6	1	0	0	6	1	2.33333333333333	3.21455025366432
ANLN	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANO1	0	0	0	0	0	0	0	0
ANO10	4	1	4	1	4	4	3	1.73205080756888
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO6	27	27	3	3	27	27	19	13.856406460551
ANO7	2	2	2	2	2	2	2	0
ANO8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANP32A	40	21	4	4	40	21	21.6666666666667	18.0092568789868
ANP32A-IT1	11	1	1	1	11	1	4.33333333333333	5.77350269189626
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	71	52	9	9	71	52	44	31.7647603485372
ANP32C	0	0	0	0	0	0	0	0
ANP32E	99	50	18	18	99	50	55.6666666666667	40.7962416569631
ANPEP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANTXR1	97	55	11	11	97	55	54.3333333333333	43.0038757943204
ANTXR2	109	67	10	10	109	67	62	49.6890329952194
ANXA1	1897	1321	265	265	1897	1321	1161	827.681098008164
ANXA10	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANXA11	21	7	3	3	21	7	10.3333333333333	9.45163125250522
ANXA13	0	0	0	0	0	0	0	0
ANXA2	2631	1943	361	361	2631	1943	1645	1163.9707900115
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANXA2R	16	10	0	0	16	10	8.66666666666667	8.08290376865476
ANXA3	8	6	4	4	8	6	6	2
ANXA4	149	96	28	28	149	96	91	60.654760736483
ANXA5	4297	2743	582	582	4297	2743	2540.66666666667	1865.74658872349
ANXA6	67	29	6	6	67	29	34	30.8058436014987
ANXA7	184	111	27	27	184	111	107.333333333333	78.5641988015746
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0
AOC3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOC4P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AOX1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AOX2P	0	0	0	0	0	0	0	0
AP1AR	22	18	3	3	22	18	14.3333333333333	10.0166528008778
AP1B1	4	1	0	0	4	1	1.66666666666667	2.08166599946613
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	26	23	5	5	26	23	18	11.3578166916005
AP1G2	5	3	0	0	5	3	2.66666666666667	2.51661147842358
AP1M1	4	5	1	1	5	4	3.33333333333333	2.08166599946613
AP1M2	0	0	0	0	0	0	0	0
AP1S1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
AP1S2	8	5	2	2	8	5	5	3
AP1S3	8	7	3	3	8	7	6	2.64575131106459
AP2A1	0	0	0	0	0	0	0	0
AP2A2	4	5	0	0	5	4	3	2.64575131106459
AP2B1	48	25	6	6	48	25	26.3333333333333	21.0317220724631
AP2M1	96	57	11	11	96	57	54.6666666666667	42.5480120961407
AP2S1	104	74	12	12	104	74	63.3333333333333	46.9183688264344
AP3B1	55	43	6	6	55	43	34.6666666666667	25.5408170059874
AP3B2	0	0	0	0	0	0	0	0
AP3D1	24	7	2	2	24	7	11	11.5325625946708
AP3M1	47	31	7	7	47	31	28.3333333333333	20.1328918273887
AP3M2	21	18	1	1	21	18	13.3333333333333	10.785793124909
AP3S1	117	81	14	14	117	81	70.6666666666667	52.2717259456136
AP3S2	4	11	0	0	11	4	5	5.56776436283002
AP4B1	9	7	0	0	9	7	5.33333333333333	4.72581562625261
AP4B1-AS1	6	3	0	0	6	3	3	3
AP4E1	25	17	3	3	25	17	15	11.13552872566
AP4M1	3	5	5	3	5	5	4.33333333333333	1.15470053837925
AP4S1	16	14	4	4	16	14	11.3333333333333	6.42910050732864
AP5B1	4	5	0	0	5	4	3	2.64575131106459
AP5M1	22	17	7	7	22	17	15.3333333333333	7.63762615825973
AP5S1	14	14	4	4	14	14	10.6666666666667	5.77350269189626
AP5Z1	5	3	0	0	5	3	2.66666666666667	2.51661147842358
APAF1	10	6	1	1	10	6	5.66666666666667	4.50924975282289
APBA1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
APBA2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APBA3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
APBB1	7	4	0	0	7	4	3.66666666666667	3.51188458428425
APBB1IP	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APBB2	34	25	4	4	34	25	21	15.3948043183407
APBB3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APC	39	26	6	6	39	26	23.6666666666667	16.6232768530556
APC2	0	0	0	0	0	0	0	0
APCDD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APCDD1L	2	3	1	1	3	2	2	1
APCDD1L-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APEH	14	6	1	1	14	6	7	6.557438524302
APEX1	144	91	33	33	144	91	89.3333333333333	55.5187655962678
APEX2	16	11	1	1	16	11	9.33333333333333	7.63762615825973
APH1A	25	10	3	3	25	10	12.6666666666667	11.2398102000582
APH1B	31	14	2	2	31	14	15.6666666666667	14.5716619962629
API5	68	39	8	8	68	39	38.3333333333333	30.0055550412475
APIP	22	30	4	4	30	22	18.6666666666667	13.3166562369588
APITD1	19	12	2	2	19	12	11	8.54400374531753
APITD1-CORT	5	1	0	0	5	1	2	2.64575131106459
APLF	2	1	2	1	2	2	1.66666666666667	0.577350269189626
APLN	4	2	0	0	4	2	2	2
APLP1	4	4	0	0	4	4	2.66666666666667	2.3094010767585
APLP2	176	116	18	18	176	116	103.333333333333	79.7579672091343
APMAP	21	12	2	2	21	12	11.6666666666667	9.50438495292217
APOA1	0	0	0	0	0	0	0	0
APOA1BP	23	8	5	5	23	8	12	9.64365076099295
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	8	9	1	1	9	8	6	4.35889894354067
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	48	43	9	9	48	43	33.3333333333333	21.221058723196
APOBEC3D	4	8	2	2	8	4	4.66666666666667	3.05505046330389
APOBEC3F	4	7	1	1	7	4	4	3
APOBEC3G	5	1	2	1	5	2	2.66666666666667	2.08166599946613
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOC1	5	2	0	0	5	2	2.33333333333333	2.51661147842358
APOC1P1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
APOC4	0	0	0	0	0	0	0	0
APOD	23	17	4	4	23	17	14.6666666666667	9.71253485622231
APOE	2	5	1	1	5	2	2.66666666666667	2.08166599946613
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	36	19	8	8	36	19	21	14.1067359796659
APOL2	31	24	5	5	31	24	20	13.4536240470737
APOL3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
APOL4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOL6	31	14	5	5	31	14	16.6666666666667	13.2035348802256
APOLD1	1	7	1	1	7	1	3	3.46410161513775
APOM	6	4	2	2	6	4	4	2
APOO	25	11	3	3	25	11	13	11.13552872566
APOOL	38	11	1	1	38	11	16.6666666666667	19.1398362932741
APOPT1	59	36	2	2	59	36	32.3333333333333	28.6763549520042
APP	120	78	16	16	120	78	71.3333333333333	52.3195310886225
APPBP2	28	23	9	9	28	23	20	9.8488578017961
APPL1	39	28	3	3	39	28	23.3333333333333	18.4481254693623
APPL2	18	16	4	4	18	16	12.6666666666667	7.57187779440036
APRT	73	51	14	14	73	51	46	29.8161030317511
APTX	41	29	6	6	41	29	25.3333333333333	17.7857620959388
AQP1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
AQP10	0	0	0	0	0	0	0	0
AQP11	1	3	0	0	3	1	1.33333333333333	1.52752523165195
AQP3	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	3	0	0	0	3	0	1	1.73205080756888
AQP6	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQPEP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AQR	16	11	2	2	16	11	9.66666666666667	7.09459888459759
AR	3	3	0	0	3	3	2	1.73205080756888
ARAF	14	11	3	3	14	11	9.33333333333333	5.68624070307733
ARAP1	4	8	1	1	8	4	4.33333333333333	3.51188458428425
ARAP2	0	0	0	0	0	0	0	0
ARAP3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ARC	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARCN1	85	56	21	21	85	56	54	32.0468407179241
AREG	0	0	0	0	0	0	0	0
AREL1	12	13	2	2	13	12	9	6.08276253029822
ARF1	97	94	16	16	97	94	69	45.9238500128201
ARF3	24	11	3	3	24	11	12.6666666666667	10.5987420637231
ARF4	1118	795	169	169	1118	795	694	482.49455955482
ARF5	34	19	7	7	34	19	20	13.5277492584687
ARF6	44	20	9	9	44	20	24.3333333333333	17.8978583448784
ARFGAP1	4	2	0	0	4	2	2	2
ARFGAP2	23	12	2	2	23	12	12.3333333333333	10.5039675043925
ARFGAP3	131	77	22	22	131	77	76.6666666666667	54.5007645206316
ARFGEF1	10	13	1	1	13	10	8	6.2449979983984
ARFGEF2	22	13	6	6	22	13	13.6666666666667	8.02080627701064
ARFIP1	40	20	6	6	40	20	22	17.0880074906351
ARFIP2	18	6	2	2	18	6	8.66666666666667	8.32666399786453
ARFRP1	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ARG1	0	0	0	0	0	0	0	0
ARG2	16	8	2	2	16	8	8.66666666666667	7.02376916856849
ARGFX	3	3	0	0	3	3	2	1.73205080756888
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	70	41	6	6	70	41	39	32.0468407179241
ARHGAP1	65	39	15	15	65	39	39.6666666666667	25.0066657780147
ARHGAP10	8	2	1	1	8	2	3.66666666666667	3.78593889720018
ARHGAP11A	5	4	1	1	5	4	3.33333333333333	2.08166599946613
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	29	17	5	5	29	17	17	12
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	10	6	2	2	10	6	6	4
ARHGAP18	52	32	5	5	52	32	29.6666666666667	23.5867194271126
ARHGAP19	1	1	1	1	1	1	1	0
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	4	1	1	1	4	1	2	1.73205080756888
ARHGAP21	37	28	4	4	37	28	23	17.058722109232
ARHGAP22	3	1	0	0	3	1	1.33333333333333	1.52752523165195
ARHGAP23	15	8	0	0	15	8	7.66666666666667	7.50555349946513
ARHGAP24	26	11	5	5	26	11	14	10.816653826392
ARHGAP25	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP26	17	12	0	0	17	12	9.66666666666667	8.7368949480541
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	0	0	0	0	0	0
ARHGAP28	3	5	1	1	5	3	3	2
ARHGAP29	72	40	9	9	72	40	40.3333333333333	31.5013227235514
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	6	6	1	1	6	6	4.33333333333333	2.88675134594813
ARHGAP32	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	22	17	5	5	22	17	14.6666666666667	8.7368949480541
ARHGAP39	0	0	0	0	0	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	75	51	7	7	75	51	44.3333333333333	34.4867124170068
ARHGAP5-AS1	8	0	1	0	8	1	3	4.35889894354067
ARHGAP6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	2	1	0	0	2	1	1	1
ARHGDIA	18	9	2	2	18	9	9.66666666666667	8.02080627701064
ARHGDIB	31	19	4	4	31	19	18	13.5277492584687
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	1	2	0	0	2	1	1	1
ARHGEF10	12	5	3	3	12	5	6.66666666666667	4.72581562625261
ARHGEF10L	2	0	1	0	2	1	1	1
ARHGEF11	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ARHGEF12	40	20	3	3	40	20	21	18.5202591774521
ARHGEF17	9	7	0	0	9	7	5.33333333333333	4.72581562625261
ARHGEF18	4	3	0	0	4	3	2.33333333333333	2.08166599946613
ARHGEF19	1	1	1	1	1	1	1	0
ARHGEF2	21	28	2	2	28	21	17	13.4536240470737
ARHGEF25	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF26	5	5	1	1	5	5	3.66666666666667	2.3094010767585
ARHGEF26-AS1	0	0	0	0	0	0	0	0
ARHGEF28	9	5	2	2	9	5	5.33333333333333	3.51188458428425
ARHGEF3	24	19	4	4	24	19	15.6666666666667	10.4083299973307
ARHGEF33	0	0	0	0	0	0	0	0
ARHGEF35	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ARHGEF37	7	4	1	1	7	4	4	3
ARHGEF38	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ARHGEF39	0	3	0	0	3	0	1	1.73205080756888
ARHGEF4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF40	5	3	0	0	5	3	2.66666666666667	2.51661147842358
ARHGEF5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF6	15	9	0	0	15	9	8	7.54983443527075
ARHGEF7	7	4	1	1	7	4	4	3
ARHGEF9	6	12	1	1	12	6	6.33333333333333	5.5075705472861
ARID1A	12	5	2	2	12	5	6.33333333333333	5.13160143944688
ARID1B	30	13	3	3	30	13	15.3333333333333	13.6503968196288
ARID2	13	5	4	4	13	5	7.33333333333333	4.93288286231625
ARID3A	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ARID3B	0	0	0	0	0	0	0	0
