Gene	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	Min	Max	Median	Mean	Std
AKR1C6P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AKR1D1	7	4	2	2	7	4	4.33333333333333	2.51661147842358
AKR1E2	2	1	0	0	2	1	1	1
AKR7A2	197	87	118	87	197	118	134	56.7186036499489
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AKR7L	0	0	0	0	0	0	0	0
AKT1	12	11	9	9	12	11	10.6666666666667	1.52752523165195
AKT1S1	8	2	9	2	9	8	6.33333333333333	3.78593889720018
AKT2	12	15	4	4	15	12	10.3333333333333	5.68624070307733
AKT3	60	39	29	29	60	39	42.6666666666667	15.8219257150744
AKTIP	55	24	35	24	55	35	38	15.7162336455017
ALAD	44	22	21	21	44	22	29	13
ALAS1	70	35	35	35	70	35	46.6666666666667	20.2072594216369
ALAS2	0	0	0	0	0	0	0	0
ALCAM	75	21	25	21	75	25	40.3333333333333	30.0887575903914
ALDH16A1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ALDH18A1	119	51	44	44	119	51	71.3333333333333	41.4286535302963
ALDH1A1	7	0	3	0	7	3	3.33333333333333	3.51188458428425
ALDH1A2	4	1	2	1	4	2	2.33333333333333	1.52752523165195
ALDH1A3	4	7	4	4	7	4	5	1.73205080756888
ALDH1B1	26	16	17	16	26	17	19.6666666666667	5.5075705472861
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	129	54	50	50	129	54	77.6666666666667	44.5009363197375
ALDH2	50	12	22	12	50	22	28	19.6977156035922
ALDH3A2	40	20	24	20	40	24	28	10.5830052442584
ALDH3B1	20	6	6	6	20	6	10.6666666666667	8.08290376865476
ALDH4A1	0	0	0	0	0	0	0	0
ALDH5A1	9	1	2	1	9	2	4	4.35889894354067
ALDH6A1	118	43	55	43	118	55	72	40.2864741569674
ALDH7A1	79	24	55	24	79	55	52.6666666666667	27.5741424768447
ALDH8A1	2	1	4	1	4	2	2.33333333333333	1.52752523165195
ALDH9A1	157	50	71	50	157	71	92.6666666666667	56.6950909103543
ALDOA	2504	1044	1277	1044	2504	1277	1608.33333333333	784.370023224583
ALDOC	25	14	18	14	25	18	19	5.56776436283002
ALG1	13	9	3	3	13	9	8.33333333333333	5.03322295684717
ALG10	4	1	1	1	4	1	2	1.73205080756888
ALG10B	22	7	6	6	22	7	11.6666666666667	8.9628864398325
ALG11	8	1	4	1	8	4	4.33333333333333	3.51188458428425
ALG12	5	1	5	1	5	5	3.66666666666667	2.3094010767585
ALG13	60	22	32	22	60	32	38	19.6977156035922
ALG14	92	34	41	34	92	41	55.6666666666667	31.6596483450675
ALG1L	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	6	1	0	0	6	1	2.33333333333333	3.21455025366432
ALG2	38	19	17	17	38	19	24.6666666666667	11.5902257671425
ALG3	30	6	13	6	30	13	16.3333333333333	12.3423390543824
ALG5	188	79	114	79	188	114	127	55.6506963119061
ALG6	17	11	8	8	17	11	12	4.58257569495584
ALG8	96	44	58	44	96	58	66	26.9072480941474
ALG9	18	11	3	3	18	11	10.6666666666667	7.50555349946513
ALK	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ALKBH1	14	3	13	3	14	13	10	6.08276253029822
ALKBH2	26	20	14	14	26	20	20	6
ALKBH3	21	7	17	7	21	17	15	7.21110255092798
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	9	3	5	3	9	5	5.66666666666667	3.05505046330389
ALKBH5	115	61	56	56	115	61	77.3333333333333	32.7159492195066
ALKBH6	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ALKBH7	39	25	43	25	43	39	35.6666666666667	9.45163125250522
ALKBH8	22	3	8	3	22	8	11	9.8488578017961
ALMS1	7	2	5	2	7	5	4.66666666666667	2.51661147842358
ALMS1P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALOX12P2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	21	12	9	9	21	12	14	6.2449979983984
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	26	12	12	12	26	12	16.6666666666667	8.08290376865476
ALPK2	69	32	21	21	69	32	40.6666666666667	25.1462389500564
ALPK3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ALPL	0	0	0	0	0	0	0	0
ALPP	6	1	0	0	6	1	2.33333333333333	3.21455025366432
ALS2	25	11	10	10	25	11	15.3333333333333	8.38649708360608
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	12	2	4	2	12	4	6	5.29150262212918
ALS2CR12	2	0	1	0	2	1	1	1
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	1	2	2	1	2	2	1.66666666666667	0.577350269189626
AMACR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	15	7	3	3	15	7	8.33333333333333	6.11010092660779
AMD1	55	25	33	25	55	33	37.6666666666667	15.5349069303081
AMDHD1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMDHD2	0	0	0	0	0	0	0	0
AMELX	0	0	0	0	0	0	0	0
AMER1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMER3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMFR	94	52	40	40	94	52	62	28.3548937575157
AMH	0	3	0	0	3	0	1	1.73205080756888
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMIGO2	86	49	35	35	86	49	56.6666666666667	26.3502055652956
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	9	5	6	5	9	6	6.66666666666667	2.08166599946613
AMMECR1L	12	8	6	6	12	8	8.66666666666667	3.05505046330389
AMN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMN1	44	8	22	8	44	22	24.6666666666667	18.1475434517549
AMOT	3	1	0	0	3	1	1.33333333333333	1.52752523165195
AMOTL1	62	24	29	24	62	29	38.3333333333333	20.6478408879314
AMPD2	12	4	3	3	12	4	6.33333333333333	4.93288286231625
AMPD3	2	0	2	0	2	2	1.33333333333333	1.15470053837925
AMPH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMT	3	1	0	0	3	1	1.33333333333333	1.52752523165195
AMTN	0	0	0	0	0	0	0	0
AMY2B	1	2	1	1	2	1	1.33333333333333	0.577350269189626
AMZ1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMZ2	182	84	127	84	182	127	131	49.1222963632605
AMZ2P1	82	38	41	38	82	41	53.6666666666667	24.5831920899897
ANAPC1	8	6	5	5	8	6	6.33333333333333	1.52752523165195
ANAPC10	79	35	48	35	79	48	54	22.6053091109146
ANAPC11	1194	521	625	521	1194	625	780	362.285798783226
ANAPC13	307	144	188	144	307	188	213	84.3267454607374
ANAPC15	32	13	13	13	32	13	19.3333333333333	10.9696551146029
ANAPC16	441	214	215	214	441	215	290	130.770791845886
ANAPC1P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANAPC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANAPC4	17	12	5	5	17	12	11.3333333333333	6.02771377334171
ANAPC5	197	77	90	77	197	90	121.333333333333	65.8508415537215
ANAPC7	27	7	16	7	27	16	16.6666666666667	10.0166528008778
ANG	100	57	53	53	100	57	70	26.0576284415908
ANGEL1	6	3	0	0	6	3	3	3
ANGEL2	33	15	13	13	33	15	20.3333333333333	11.0151410945722
ANGPT1	102	38	63	38	102	63	67.6666666666667	32.2541986930901
ANGPT2	10	4	6	4	10	6	6.66666666666667	3.05505046330389
ANGPT4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL1	62	20	42	20	62	42	41.3333333333333	21.007935008785
ANGPTL2	20	7	12	7	20	12	13	6.557438524302
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	162	52	72	52	162	72	95.3333333333333	58.5946527708232
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	2	0	1	0	2	1	1	1
ANK2	30	9	11	9	30	11	16.6666666666667	11.5902257671425
ANK3	82	45	31	31	82	45	52.6666666666667	26.3502055652956
ANKAR	7	3	6	3	7	6	5.33333333333333	2.08166599946613
ANKDD1A	3	0	3	0	3	3	2	1.73205080756888
ANKDD1B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKEF1	1	2	0	0	2	1	1	1
ANKFY1	37	21	18	18	37	21	25.3333333333333	10.2143689640297
ANKH	69	27	17	17	69	27	37.6666666666667	27.5922694487665
ANKHD1	19	4	7	4	19	7	10	7.93725393319377
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	38	17	25	17	38	25	26.6666666666667	10.5987420637231
ANKK1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKLE1	9	5	1	1	9	5	5	4
ANKLE2	32	11	9	9	32	11	17.3333333333333	12.7410099024109
ANKMY1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	62	29	29	29	62	29	40	19.0525588832576
ANKRA2	67	25	31	25	67	31	41	22.7156333832011
ANKRD1	186	69	118	69	186	118	124.333333333333	58.7565599174538
ANKRD10	36	9	14	9	36	14	19.6666666666667	14.3643076176102
ANKRD11	791	219	394	219	791	394	468	293.092135684327
ANKRD12	228	89	102	89	228	102	139.666666666667	76.774561759305
ANKRD13A	44	18	27	18	44	27	29.6666666666667	13.2035348802256
ANKRD13B	4	0	1	0	4	1	1.66666666666667	2.08166599946613
ANKRD13C	29	9	14	9	29	14	17.3333333333333	10.4083299973307
ANKRD13D	5	1	2	1	5	2	2.66666666666667	2.08166599946613
ANKRD16	8	8	1	1	8	8	5.66666666666667	4.04145188432738
ANKRD17	63	28	32	28	63	32	41	19.157244060668
ANKRD18A	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD18B	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	1	3	2	1	3	2	2	1
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	7	4	3	3	7	4	4.66666666666667	2.08166599946613
ANKRD20A19P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	1	0	2	0	2	1	1	1
ANKRD20A8P	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD20A9P	50	19	12	12	50	19	27	20.2237484161567
ANKRD22	0	0	0	0	0	0	0	0
ANKRD23	0	0	0	0	0	0	0	0
ANKRD24	0	0	0	0	0	0	0	0
ANKRD26	24	19	13	13	24	19	18.6666666666667	5.5075705472861
ANKRD27	5	6	4	4	6	5	5	1
ANKRD28	30	11	14	11	30	14	18.3333333333333	10.2143689640297
ANKRD29	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ANKRD30BP2	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	16	4	9	4	16	9	9.66666666666667	6.02771377334171
ANKRD33B	2	2	3	2	3	2	2.33333333333333	0.577350269189626
ANKRD34A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD35	9	2	4	2	9	4	5	3.60555127546399
ANKRD36	63	21	31	21	63	31	38.3333333333333	21.9393102292058
ANKRD36B	42	14	15	14	42	15	23.6666666666667	15.8850034099251
ANKRD36BP1	22	8	10	8	22	10	13.3333333333333	7.57187779440036
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	12	9	1	1	12	9	7.33333333333333	5.68624070307733
ANKRD39	14	6	9	6	14	9	9.66666666666667	4.04145188432738
ANKRD40	56	17	22	17	56	22	31.6666666666667	21.221058723196
ANKRD42	12	4	5	4	12	5	7	4.35889894354067
ANKRD44	41	21	16	16	41	21	26	13.228756555323
ANKRD45	4	0	1	0	4	1	1.66666666666667	2.08166599946613
ANKRD46	26	5	8	5	26	8	13	11.3578166916005
ANKRD49	41	19	26	19	41	26	28.6666666666667	11.2398102000582
ANKRD50	42	24	12	12	42	24	26	15.0996688705415
ANKRD52	7	4	2	2	7	4	4.33333333333333	2.51661147842358
ANKRD53	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD54	7	4	1	1	7	4	4	3
ANKRD55	8	6	5	5	8	6	6.33333333333333	1.52752523165195
ANKRD6	17	6	4	4	17	6	9	7
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	10	3	2	2	10	3	5	4.35889894354067
ANKRD62P1-PARP4P3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	4	1	1	1	4	1	2	1.73205080756888
ANKRD9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKS1A	4	13	3	3	13	4	6.66666666666667	5.5075705472861
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	8	2	3	2	8	3	4.33333333333333	3.21455025366432
ANKS4B	12	5	2	2	12	5	6.33333333333333	5.13160143944688
ANKS6	9	4	5	4	9	5	6	2.64575131106459
ANKZF1	10	3	6	3	10	6	6.33333333333333	3.51188458428425
ANLN	4	0	1	0	4	1	1.66666666666667	2.08166599946613
ANO1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANO10	7	5	3	3	7	5	5	2
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	69	35	27	27	69	35	43.6666666666667	22.300971578237
ANO7	6	1	2	1	6	2	3	2.64575131106459
ANO8	2	1	0	0	2	1	1	1
ANP32A	80	19	59	19	80	59	52.6666666666667	30.9892454463372
ANP32A-IT1	9	8	0	0	9	8	5.66666666666667	4.93288286231625
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	136	61	104	61	136	104	100.333333333333	37.6342043005207
ANP32C	0	0	0	0	0	0	0	0
ANP32E	266	95	84	84	266	95	148.333333333333	102.050641023628
ANPEP	1	0	2	0	2	1	1	1
ANTXR1	142	73	67	67	142	73	94	41.6773319683494
ANTXR2	230	69	96	69	230	96	131.666666666667	86.222580182533
ANXA1	3700	1595	1740	1595	3700	1740	2345	1175.70191800473
ANXA10	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANXA11	37	23	17	17	37	23	25.6666666666667	10.2632028788938
ANXA13	0	0	0	0	0	0	0	0
ANXA2	5265	2145	2331	2145	5265	2331	3247	1750.11199641623
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANXA2R	20	9	8	8	20	9	12.3333333333333	6.65832811847939
ANXA3	36	13	16	13	36	16	21.6666666666667	12.5033328890074
ANXA4	287	138	135	135	287	138	186.666666666667	86.9041617722266
ANXA5	8314	3368	3671	3368	8314	3671	5117.66666666667	2772.24860597554
ANXA6	171	73	49	49	171	73	97.6666666666667	64.6322932699539
ANXA7	332	155	177	155	332	177	221.333333333333	96.4693388250035
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AOAH	0	0	0	0	0	0	0	0
AOC2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AOC3	0	0	0	0	0	0	0	0
AOC4P	0	0	0	0	0	0	0	0
AOX1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
AOX2P	0	0	0	0	0	0	0	0
AP1AR	34	8	15	8	34	15	19	13.4536240470737
AP1B1	3	6	2	2	6	3	3.66666666666667	2.08166599946613
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	99	35	30	30	99	35	54.6666666666667	38.4751001731423
AP1G2	7	1	0	0	7	1	2.66666666666667	3.78593889720018
AP1M1	13	2	6	2	13	6	7	5.56776436283002
AP1M2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AP1S1	8	0	0	0	8	0	2.66666666666667	4.61880215351701
AP1S2	9	3	9	3	9	9	7	3.46410161513775
AP1S3	18	6	8	6	18	8	10.6666666666667	6.42910050732864
AP2A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AP2A2	12	6	2	2	12	6	6.66666666666667	5.03322295684717
AP2B1	78	38	47	38	78	47	54.3333333333333	20.9841209807162
AP2M1	175	83	96	83	175	96	118	49.7895571380184
AP2S1	228	60	107	60	228	107	131.666666666667	86.6737176618918
AP3B1	95	42	53	42	95	53	63.3333333333333	27.9702222610642
AP3B2	0	0	0	0	0	0	0	0
AP3D1	46	19	21	19	46	21	28.6666666666667	15.0443787951957
AP3M1	80	31	39	31	80	39	50	26.2868788561898
AP3M2	33	23	20	20	33	23	25.3333333333333	6.80685928555405
AP3S1	192	95	104	95	192	104	130.333333333333	53.5941539100426
AP3S2	12	12	2	2	12	12	8.66666666666667	5.77350269189626
AP4B1	15	8	9	8	15	9	10.6666666666667	3.78593889720018
AP4B1-AS1	9	4	7	4	9	7	6.66666666666667	2.51661147842358
AP4E1	41	16	16	16	41	16	24.3333333333333	14.4337567297406
AP4M1	11	8	8	8	11	8	9	1.73205080756888
AP4S1	57	19	10	10	57	19	28.6666666666667	24.9466096560902
AP5B1	8	5	6	5	8	6	6.33333333333333	1.52752523165195
AP5M1	56	19	22	19	56	22	32.3333333333333	20.5507501890645
AP5S1	21	10	8	8	21	10	13	7
AP5Z1	4	4	1	1	4	4	3	1.73205080756888
APAF1	25	12	7	7	25	12	14.6666666666667	9.29157324317757
APBA1	5	2	2	2	5	2	3	1.73205080756888
APBA2	3	0	0	0	3	0	1	1.73205080756888
APBA3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
APBB1	10	8	7	7	10	8	8.33333333333333	1.52752523165195
APBB1IP	3	0	0	0	3	0	1	1.73205080756888
APBB2	103	35	30	30	103	35	56	40.7798970082074
APBB3	3	0	3	0	3	3	2	1.73205080756888
APC	77	27	35	27	77	35	46.3333333333333	26.8576494379782
APC2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
APCDD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APCDD1L	14	4	4	4	14	4	7.33333333333333	5.77350269189626
APCDD1L-AS1	4	1	1	1	4	1	2	1.73205080756888
APEH	19	14	12	12	19	14	15	3.60555127546399
APEX1	272	110	143	110	272	143	175	85.609578903298
APEX2	31	12	13	12	31	13	18.6666666666667	10.6926766215636
APH1A	33	15	18	15	33	18	22	9.64365076099295
APH1B	36	15	18	15	36	18	23	11.3578166916005
API5	110	50	49	49	110	50	69.6666666666667	34.9332697200439
APIP	67	24	30	24	67	30	40.3333333333333	23.2880512996114
APITD1	29	9	27	9	29	27	21.6666666666667	11.0151410945722
APITD1-CORT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APLF	4	1	3	1	4	3	2.66666666666667	1.52752523165195
APLN	2	1	3	1	3	2	2	1
APLP1	10	7	2	2	10	7	6.33333333333333	4.04145188432738
APLP2	302	109	171	109	302	171	194	98.5342580019761
APMAP	44	12	21	12	44	21	25.6666666666667	16.5025250593154
APOA1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
APOA1BP	35	18	14	14	35	18	22.3333333333333	11.1504857891185
APOB	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	27	7	4	4	27	7	12.6666666666667	12.5033328890074
APOBEC3B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC3C	86	48	58	48	86	58	64	19.6977156035922
APOBEC3D	12	9	6	6	12	9	9	3
APOBEC3F	14	9	6	6	14	9	9.66666666666667	4.04145188432738
APOBEC3G	10	1	6	1	10	6	5.66666666666667	4.50924975282289
APOBEC3H	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	8	1	4	1	8	4	4.33333333333333	3.51188458428425
APOC1P1	9	3	2	2	9	3	4.66666666666667	3.78593889720018
APOC4	0	0	0	0	0	0	0	0
APOD	41	10	26	10	41	26	25.6666666666667	15.502687938978
APOE	6	0	4	0	6	4	3.33333333333333	3.05505046330389
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	117	40	27	27	117	40	61.3333333333333	48.6449723335653
APOL2	82	36	33	33	82	36	50.3333333333333	27.4651294068194
APOL3	3	2	2	2	3	2	2.33333333333333	0.577350269189626
APOL4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
APOL6	53	17	21	17	53	21	30.3333333333333	19.731531449265
APOLD1	11	7	4	4	11	7	7.33333333333333	3.51188458428425
APOM	14	6	6	6	14	6	8.66666666666667	4.61880215351701
APOO	49	16	17	16	49	17	27.3333333333333	18.7705443004015
APOOL	59	20	36	20	59	36	38.3333333333333	19.6044212700435
APOPT1	101	40	74	40	101	74	71.6666666666667	30.566866593312
APP	243	98	117	98	243	117	152.666666666667	78.8056681548563
APPBP2	48	19	15	15	48	19	27.3333333333333	18.0092568789868
APPL1	82	43	32	32	82	43	52.3333333333333	26.2741951985847
APPL2	42	14	12	12	42	14	22.6666666666667	16.7729941672122
APRT	155	61	84	61	155	84	100	49
APTX	79	38	37	37	79	38	51.3333333333333	23.9652526240249
AQP1	5	4	1	1	5	4	3.33333333333333	2.08166599946613
AQP10	0	0	0	0	0	0	0	0
AQP11	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AQP3	2	1	0	0	2	1	1	1
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
AQP6	5	4	5	4	5	5	4.66666666666667	0.577350269189626
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0
AQR	14	9	10	9	14	10	11	2.64575131106459
AR	6	2	3	2	6	3	3.66666666666667	2.08166599946613
ARAF	31	19	15	15	31	19	21.6666666666667	8.32666399786453
ARAP1	9	3	11	3	11	9	7.66666666666667	4.16333199893227
ARAP2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
ARAP3	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ARC	0	0	0	0	0	0	0	0
ARCN1	166	84	77	77	166	84	109	49.4873721266345
AREG	0	0	0	0	0	0	0	0
AREL1	21	20	6	6	21	20	15.6666666666667	8.38649708360608
ARF1	219	82	127	82	219	127	142.666666666667	69.8307477643862
ARF3	38	21	9	9	38	21	22.6666666666667	14.5716619962629
ARF4	2150	870	1033	870	2150	1033	1351	696.737396728495
ARF5	57	26	33	26	57	33	38.6666666666667	16.2583311976763
ARF6	67	30	41	30	67	41	46	19
ARFGAP1	6	5	3	3	6	5	4.66666666666667	1.52752523165195
ARFGAP2	37	20	25	20	37	25	27.3333333333333	8.7368949480541
ARFGAP3	260	81	102	81	260	102	147.666666666667	97.848522387072
ARFGEF1	29	14	22	14	29	22	21.6666666666667	7.50555349946513
ARFGEF2	22	9	11	9	22	11	14	7
ARFIP1	76	28	33	28	76	33	45.6666666666667	26.3881286440197
ARFIP2	24	13	12	12	24	13	16.3333333333333	6.65832811847939
ARFRP1	8	2	1	1	8	2	3.66666666666667	3.78593889720018
ARG1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARG2	10	11	11	10	11	11	10.6666666666667	0.577350269189626
ARGFX	12	6	4	4	12	6	7.33333333333333	4.16333199893227
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	114	60	86	60	114	86	86.6666666666667	27.0061721340388
ARHGAP1	112	53	51	51	112	53	72	34.6554469023269
ARHGAP10	18	10	9	9	18	10	12.3333333333333	4.93288286231625
ARHGAP11A	15	5	6	5	15	6	8.66666666666667	5.5075705472861
ARHGAP11B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP12	42	12	19	12	42	19	24.3333333333333	15.6950098226581
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	18	11	4	4	18	11	11	7
ARHGAP18	76	38	29	29	76	38	47.6666666666667	24.9466096560902
ARHGAP19	6	1	4	1	6	4	3.66666666666667	2.51661147842358
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	5	2	3	2	5	3	3.33333333333333	1.52752523165195
ARHGAP21	69	40	34	34	69	40	47.6666666666667	18.7171935218219
ARHGAP22	7	1	3	1	7	3	3.66666666666667	3.05505046330389
ARHGAP23	21	11	5	5	21	11	12.3333333333333	8.08290376865476
ARHGAP24	54	27	21	21	54	27	34	17.5783958312469
ARHGAP25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	34	16	18	16	34	18	22.6666666666667	9.8657657246325
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ARHGAP28	5	2	2	2	5	2	3	1.73205080756888
ARHGAP29	178	59	68	59	178	68	101.666666666667	66.2595905007972
ARHGAP30	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP31	12	7	4	4	12	7	7.66666666666667	4.04145188432738
ARHGAP32	5	4	2	2	5	4	3.66666666666667	1.52752523165195
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	67	27	22	22	67	27	38.6666666666667	24.6644143115812
ARHGAP39	0	0	0	0	0	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	164	71	78	71	164	78	104.333333333333	51.7912476518314
ARHGAP5-AS1	6	1	7	1	7	6	4.66666666666667	3.21455025366432
ARHGAP6	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	4	0	0	0	4	0	1.33333333333333	2.3094010767585
ARHGDIA	30	16	22	16	30	22	22.6666666666667	7.02376916856849
ARHGDIB	65	33	37	33	65	37	45	17.4355957741627
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ARHGEF10	22	8	10	8	22	10	13.3333333333333	7.57187779440036
ARHGEF10L	0	1	2	0	2	1	1	1
ARHGEF11	6	1	4	1	6	4	3.66666666666667	2.51661147842358
ARHGEF12	82	27	27	27	82	27	45.3333333333333	31.7542648054294
ARHGEF17	18	12	8	8	18	12	12.6666666666667	5.03322295684717
ARHGEF18	5	4	3	3	5	4	4	1
ARHGEF19	2	1	0	0	2	1	1	1
ARHGEF2	43	22	22	22	43	22	29	12.1243556529821
ARHGEF25	2	1	0	0	2	1	1	1
ARHGEF26	3	6	1	1	6	3	3.33333333333333	2.51661147842358
ARHGEF26-AS1	1	1	1	1	1	1	1	0
ARHGEF28	8	10	5	5	10	8	7.66666666666667	2.51661147842358
ARHGEF3	30	14	16	14	30	16	20	8.71779788708135
ARHGEF33	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF35	2	0	0	0	2	0	0.666666666666667	1.15470053837925
