Gene	LOP.A.4.8.1.B2	LOP.A.4.9.1.B3	LOP.A.8.11.1.G8	Min	Max	Median	Mean	Std
AKR7A3	0	0	0	0	0	0	0	0
AKR7L	0	0	0	0	0	0	0	0
AKT1	14	8	8	8	14	8	10	3.46410161513775
AKT1S1	9	5	5	5	9	5	6.33333333333333	2.3094010767585
AKT2	7	4	13	4	13	7	8	4.58257569495584
AKT3	57	31	42	31	57	42	43.3333333333333	13.0511813003013
AKTIP	44	27	34	27	44	34	35	8.54400374531753
ALAD	42	19	23	19	42	23	28	12.2882057274445
ALAS1	53	39	44	39	53	44	45.3333333333333	7.09459888459759
ALAS2	0	0	0	0	0	0	0	0
ALCAM	62	37	40	37	62	40	46.3333333333333	13.6503968196288
ALDH16A1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ALDH18A1	68	44	52	44	68	52	54.6666666666667	12.2202018532156
ALDH1A1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
ALDH1A2	1	2	0	0	2	1	1	1
ALDH1A3	2	2	5	2	5	2	3	1.73205080756888
ALDH1B1	23	21	18	18	23	21	20.6666666666667	2.51661147842358
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	90	79	82	79	90	82	83.6666666666667	5.68624070307733
ALDH2	33	18	22	18	33	22	24.3333333333333	7.76745346515403
ALDH3A2	28	25	27	25	28	27	26.6666666666667	1.52752523165195
ALDH3B1	12	6	6	6	12	6	8	3.46410161513775
ALDH4A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALDH5A1	3	7	6	3	7	6	5.33333333333333	2.08166599946613
ALDH6A1	62	45	71	45	71	62	59.3333333333333	13.2035348802256
ALDH7A1	52	38	53	38	53	52	47.6666666666667	8.38649708360608
ALDH8A1	1	1	4	1	4	1	2	1.73205080756888
ALDH9A1	85	59	75	59	85	75	73	13.114877048604
ALDOA	1354	1034	1530	1034	1530	1354	1306	251.459738328027
ALDOC	25	18	19	18	25	19	20.6666666666667	3.78593889720018
ALG1	4	7	6	4	7	6	5.66666666666667	1.52752523165195
ALG10	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ALG10B	9	8	5	5	9	8	7.33333333333333	2.08166599946613
ALG11	5	2	2	2	5	2	3	1.73205080756888
ALG12	6	4	3	3	6	4	4.33333333333333	1.52752523165195
ALG13	31	16	38	16	38	31	28.3333333333333	11.2398102000582
ALG14	55	38	50	38	55	50	47.6666666666667	8.73689494805411
ALG1L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	2	3	1	1	3	2	2	1
ALG2	20	8	16	8	20	16	14.6666666666667	6.11010092660779
ALG3	30	8	13	8	30	13	17	11.5325625946708
ALG5	122	72	109	72	122	109	101	25.9422435421457
ALG6	4	7	9	4	9	7	6.66666666666667	2.51661147842358
ALG8	56	50	70	50	70	56	58.6666666666667	10.2632028788938
ALG9	12	16	14	12	16	14	14	2
ALK	0	0	0	0	0	0	0	0
ALKBH1	10	4	7	4	10	7	7	3
ALKBH2	13	10	17	10	17	13	13.3333333333333	3.51188458428425
ALKBH3	11	12	16	11	16	12	13	2.64575131106459
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	9	2	6	2	9	6	5.66666666666667	3.51188458428425
ALKBH5	98	66	49	49	98	66	71	24.8797106092495
ALKBH6	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALKBH7	22	16	29	16	29	22	22.3333333333333	6.50640709864771
ALKBH8	11	7	7	7	11	7	8.33333333333333	2.3094010767585
ALMS1	3	3	2	2	3	3	2.66666666666667	0.577350269189626
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	16	6	7	6	16	7	9.66666666666667	5.5075705472861
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	8	7	11	7	11	8	8.66666666666667	2.08166599946613
ALPK2	30	29	28	28	30	29	29	1
ALPK3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ALS2	21	20	17	17	21	20	19.3333333333333	2.08166599946613
ALS2CL	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ALS2CR11	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ALS2CR12	2	0	3	0	3	2	1.66666666666667	1.52752523165195
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	4	2	2	2	4	2	2.66666666666667	1.15470053837925
AMACR	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AMBP	0	0	0	0	0	0	0	0
AMBRA1	8	2	6	2	8	6	5.33333333333333	3.05505046330389
AMD1	46	20	31	20	46	31	32.3333333333333	13.0511813003013
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	0	0	0	0	0	0	0	0
AMELX	0	0	0	0	0	0	0	0
AMER1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
AMER3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AMFR	59	43	26	26	59	43	42.6666666666667	16.5025250593154
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMIGO2	51	26	49	26	51	49	42	13.8924439894498
AMIGO3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMMECR1	7	2	4	2	7	4	4.33333333333333	2.51661147842358
AMMECR1L	13	7	4	4	13	7	8	4.58257569495584
AMN	0	0	0	0	0	0	0	0
AMN1	17	19	26	17	26	19	20.6666666666667	4.72581562625261
AMOT	2	0	1	0	2	1	1	1
AMOTL1	48	25	30	25	48	30	34.3333333333333	12.0968315410827
AMPD2	16	8	5	5	16	8	9.66666666666667	5.68624070307733
AMPD3	0	0	0	0	0	0	0	0
AMPH	0	0	0	0	0	0	0	0
AMT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMTN	0	0	0	0	0	0	0	0
AMY2B	0	2	2	0	2	2	1.33333333333333	1.15470053837925
AMZ1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMZ2	120	86	128	86	128	120	111.333333333333	22.300971578237
AMZ2P1	39	29	56	29	56	39	41.3333333333333	13.6503968196288
ANAPC1	5	4	7	4	7	5	5.33333333333333	1.52752523165195
ANAPC10	39	35	54	35	54	39	42.6666666666667	10.0166528008778
ANAPC11	659	571	672	571	672	659	634	54.9454274712646
ANAPC13	173	129	199	129	199	173	167	35.3836120259083
ANAPC15	22	23	20	20	23	22	21.6666666666667	1.52752523165195
ANAPC16	274	202	287	202	287	274	254.333333333333	45.785732857882
ANAPC1P1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	6	15	10	6	15	10	10.3333333333333	4.50924975282289
ANAPC5	133	82	105	82	133	105	106.666666666667	25.5408170059874
ANAPC7	17	14	17	14	17	17	16	1.73205080756888
ANG	54	46	59	46	59	54	53	6.557438524302
ANGEL1	4	0	1	0	4	1	1.66666666666667	2.08166599946613
ANGEL2	16	10	19	10	19	16	15	4.58257569495584
ANGPT1	63	41	51	41	63	51	51.6666666666667	11.0151410945722
ANGPT2	4	6	5	4	6	5	5	1
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	30	19	50	19	50	30	33	15.7162336455017
ANGPTL2	17	12	11	11	17	12	13.3333333333333	3.21455025366432
ANGPTL3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANGPTL4	72	75	84	72	84	75	77	6.2449979983984
ANGPTL5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
ANK2	11	13	16	11	16	13	13.3333333333333	2.51661147842358
ANK3	61	53	32	32	61	53	48.6666666666667	14.9777612924406
ANKAR	1	1	4	1	4	1	2	1.73205080756888
ANKDD1A	4	1	2	1	4	2	2.33333333333333	1.52752523165195
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKFY1	34	19	13	13	34	19	22	10.816653826392
ANKH	37	28	29	28	37	29	31.3333333333333	4.93288286231625
ANKHD1	3	6	5	3	6	5	4.66666666666667	1.52752523165195
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	56	25	25	25	56	25	35.3333333333333	17.8978583448784
ANKK1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKLE1	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ANKLE2	17	17	16	16	17	17	16.6666666666667	0.577350269189626
ANKMY1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	31	18	30	18	31	30	26.3333333333333	7.23417813807024
ANKRA2	33	27	28	27	33	28	29.3333333333333	3.21455025366432
ANKRD1	164	126	170	126	170	164	153.333333333333	23.8607068908977
ANKRD10	21	13	13	13	21	13	15.6666666666667	4.61880215351701
ANKRD11	357	263	340	263	357	340	320	50.0899191454728
ANKRD12	119	94	108	94	119	108	107	12.5299640861417
ANKRD13A	24	16	33	16	33	24	24.3333333333333	8.50490054811538
ANKRD13B	0	0	0	0	0	0	0	0
ANKRD13C	16	15	24	15	24	16	18.3333333333333	4.93288286231625
ANKRD13D	2	0	1	0	2	1	1	1
ANKRD16	4	2	2	2	4	2	2.66666666666667	1.15470053837925
ANKRD17	50	30	29	29	50	30	36.3333333333333	11.8462370959446
ANKRD18A	0	0	0	0	0	0	0	0
ANKRD18B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	5	5	4	4	5	5	4.66666666666667	0.577350269189626
ANKRD20A19P	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	22	16	10	10	22	16	16	6
ANKRD22	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ANKRD23	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD24	0	0	0	0	0	0	0	0
ANKRD26	20	22	12	12	22	20	18	5.29150262212918
ANKRD27	9	5	7	5	9	7	7	2
ANKRD28	10	12	13	10	13	12	11.6666666666667	1.52752523165195
ANKRD29	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	0	4	0	4	0	1.33333333333333	2.3094010767585
ANKRD30BP2	1	3	2	1	3	2	2	1
ANKRD31	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD32	11	7	5	5	11	7	7.66666666666667	3.05505046330389
ANKRD33B	3	0	4	0	4	3	2.33333333333333	2.08166599946613
ANKRD34A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD35	8	1	2	1	8	2	3.66666666666667	3.78593889720018
ANKRD36	16	12	22	12	22	16	16.6666666666667	5.03322295684717
ANKRD36B	22	21	17	17	22	21	20	2.64575131106459
ANKRD36BP1	8	4	10	4	10	8	7.33333333333333	3.05505046330389
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	8	3	3	3	8	3	4.66666666666667	2.88675134594813
ANKRD39	11	6	5	5	11	6	7.33333333333333	3.21455025366432
ANKRD40	42	22	30	22	42	30	31.3333333333333	10.0664459136943
ANKRD42	9	2	10	2	10	9	7	4.35889894354067
ANKRD44	13	13	24	13	24	13	16.6666666666667	6.35085296108588
ANKRD45	2	0	1	0	2	1	1	1
ANKRD46	13	13	12	12	13	13	12.6666666666667	0.577350269189626
ANKRD49	22	26	30	22	30	26	26	4
ANKRD50	17	38	22	17	38	22	25.6666666666667	10.9696551146029
ANKRD52	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	4	5	5	4	5	5	4.66666666666667	0.577350269189626
ANKRD55	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ANKRD6	9	5	14	5	14	9	9.33333333333333	4.50924975282289
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	3	1	2	1	3	2	2	1
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKS1A	9	3	1	1	9	3	4.33333333333333	4.16333199893227
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	4	8	1	1	8	4	4.33333333333333	3.51188458428425
ANKS4B	4	4	5	4	5	4	4.33333333333333	0.577350269189626
ANKS6	4	2	2	2	4	2	2.66666666666667	1.15470053837925
ANKZF1	5	4	2	2	5	4	3.66666666666667	1.52752523165195
ANLN	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ANO1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
ANO10	4	7	9	4	9	7	6.66666666666667	2.51661147842358
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	39	37	39	37	39	39	38.3333333333333	1.15470053837925
ANO7	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANO8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANP32A	43	22	44	22	44	43	36.3333333333333	12.4230967690561
ANP32A-IT1	3	4	8	3	8	4	5	2.64575131106459
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	81	58	79	58	81	79	72.6666666666667	12.7410099024109
ANP32C	0	0	0	0	0	0	0	0
ANP32E	140	106	152	106	152	140	132.666666666667	23.8607068908977
ANPEP	3	1	2	1	3	2	2	1
ANTXR1	152	59	79	59	152	79	96.6666666666667	48.9523577913601
ANTXR2	114	84	80	80	114	84	92.6666666666667	18.5831464863551
ANXA1	1954	1490	2271	1490	2271	1954	1905	392.798930752109
ANXA10	0	0	0	0	0	0	0	0
ANXA11	22	28	17	17	28	22	22.3333333333333	5.5075705472861
ANXA13	0	0	0	0	0	0	0	0
ANXA2	2668	2068	3138	2068	3138	2668	2624.66666666667	536.314584300421
ANXA2P1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANXA2P2	0	0	0	0	0	0	0	0
ANXA2R	12	7	12	7	12	12	10.3333333333333	2.88675134594813
ANXA3	16	14	18	14	18	16	16	2
ANXA4	172	137	157	137	172	157	155.333333333333	17.5594229214212
ANXA5	4646	3742	4632	3742	4646	4632	4340	517.930497267732
ANXA6	73	65	88	65	88	73	75.3333333333333	11.6761865920913
ANXA7	174	146	206	146	206	174	175.333333333333	30.0222139978605
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0
AOC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AOC4P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOX1	2	0	1	0	2	1	1	1
AOX2P	0	0	0	0	0	0	0	0
AP1AR	9	19	16	9	19	16	14.6666666666667	5.13160143944688
AP1B1	9	5	7	5	9	7	7	2
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	50	47	42	42	50	47	46.3333333333333	4.04145188432738
AP1G2	3	4	6	3	6	4	4.33333333333333	1.52752523165195
AP1M1	10	3	8	3	10	8	7	3.60555127546399
AP1M2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AP1S1	4	4	4	4	4	4	4	0
AP1S2	10	9	6	6	10	9	8.33333333333333	2.08166599946613
AP1S3	10	5	10	5	10	10	8.33333333333333	2.88675134594813
AP2A1	0	0	0	0	0	0	0	0
AP2A2	10	5	4	4	10	5	6.33333333333333	3.21455025366432
AP2B1	55	51	39	39	55	51	48.3333333333333	8.32666399786453
AP2M1	127	97	99	97	127	99	107.666666666667	16.7729941672122
AP2S1	144	96	118	96	144	118	119.333333333333	24.0277617212535
AP3B1	77	60	61	60	77	61	66	9.53939201416946
AP3B2	0	0	0	0	0	0	0	0
AP3D1	33	29	15	15	33	29	25.6666666666667	9.45163125250522
AP3M1	49	37	43	37	49	43	43	6
AP3M2	24	14	19	14	24	19	19	5
AP3S1	123	89	137	89	137	123	116.333333333333	24.6846781087648
AP3S2	8	5	6	5	8	6	6.33333333333333	1.52752523165195
AP4B1	8	12	8	8	12	8	9.33333333333333	2.3094010767585
AP4B1-AS1	5	3	6	3	6	5	4.66666666666667	1.52752523165195
AP4E1	28	20	21	20	28	21	23	4.35889894354067
AP4M1	11	2	4	2	11	4	5.66666666666667	4.72581562625261
AP4S1	17	18	23	17	23	18	19.3333333333333	3.21455025366432
AP5B1	5	3	3	3	5	3	3.66666666666667	1.15470053837925
AP5M1	23	16	19	16	23	19	19.3333333333333	3.51188458428425
AP5S1	20	7	14	7	20	14	13.6666666666667	6.50640709864771
AP5Z1	4	6	3	3	6	4	4.33333333333333	1.52752523165195
APAF1	15	9	7	7	15	9	10.3333333333333	4.16333199893227
APBA1	5	2	2	2	5	2	3	1.73205080756888
APBA2	1	2	0	0	2	1	1	1
APBA3	4	2	1	1	4	2	2.33333333333333	1.52752523165195
APBB1	6	8	9	6	9	8	7.66666666666667	1.52752523165195
APBB1IP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APBB2	53	52	39	39	53	52	48	7.81024967590665
APBB3	2	2	5	2	5	2	3	1.73205080756888
APC	52	31	37	31	52	37	40	10.816653826392
APC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	8	4	7	4	8	7	6.33333333333333	2.08166599946613
APCDD1L-AS1	0	0	3	0	3	0	1	1.73205080756888
APEH	13	4	20	4	20	13	12.3333333333333	8.02080627701064
APEX1	182	113	145	113	182	145	146.666666666667	34.5301800362137
APEX2	13	12	15	12	15	13	13.3333333333333	1.52752523165195
APH1A	22	30	21	21	30	22	24.3333333333333	4.93288286231625
APH1B	20	22	18	18	22	20	20	2
API5	72	60	69	60	72	69	67	6.2449979983984
APIP	18	26	45	18	45	26	29.6666666666667	13.8684293751431
APITD1	20	17	18	17	20	18	18.3333333333333	1.52752523165195
APITD1-CORT	2	1	1	1	2	1	1.33333333333333	0.577350269189626
APLF	2	1	2	1	2	2	1.66666666666667	0.577350269189626
APLN	1	3	3	1	3	3	2.33333333333333	1.15470053837925
APLP1	9	5	9	5	9	9	7.66666666666667	2.3094010767585
APLP2	194	145	185	145	194	185	174.666666666667	26.0832002126528
APMAP	25	23	25	23	25	25	24.3333333333333	1.15470053837925
APOA1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
APOA1BP	34	12	26	12	34	26	24	11.13552872566
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC3A	4	12	11	4	12	11	9	4.35889894354067
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	38	48	54	38	54	48	46.6666666666667	8.08290376865476
APOBEC3D	5	12	2	2	12	5	6.33333333333333	5.13160143944688
APOBEC3F	4	6	11	4	11	6	7	3.60555127546399
APOBEC3G	1	1	1	1	1	1	1	0
APOBEC3H	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
APOC1P1	5	0	3	0	5	3	2.66666666666667	2.51661147842358
APOC4	0	0	0	0	0	0	0	0
APOD	22	18	31	18	31	22	23.6666666666667	6.65832811847939
APOE	2	3	7	2	7	3	4	2.64575131106459
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	46	39	51	39	51	46	45.3333333333333	6.02771377334171
APOL2	31	47	49	31	49	47	42.3333333333333	9.86576572463249
APOL3	3	2	3	2	3	3	2.66666666666667	0.577350269189626
APOL4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
APOL6	41	37	28	28	41	37	35.3333333333333	6.65832811847939
APOLD1	5	2	6	2	6	5	4.33333333333333	2.08166599946613
APOM	7	2	4	2	7	4	4.33333333333333	2.51661147842358
APOO	21	10	34	10	34	21	21.6666666666667	12.0138808606267
APOOL	36	30	35	30	36	35	33.6666666666667	3.21455025366432
APOPT1	68	42	48	42	68	48	52.6666666666667	13.6137185711081
APP	163	115	111	111	163	115	129.666666666667	28.9367125522809
APPBP2	45	35	21	21	45	35	33.6666666666667	12.0554275466834
APPL1	54	45	43	43	54	45	47.3333333333333	5.85946527708232
APPL2	21	21	17	17	21	21	19.6666666666667	2.3094010767585
APRT	103	74	86	74	103	86	87.6666666666667	14.5716619962629
APTX	30	41	46	30	46	41	39	8.18535277187245
AQP1	6	2	2	2	6	2	3.33333333333333	2.3094010767585
AQP10	0	0	0	0	0	0	0	0
AQP11	1	3	0	0	3	1	1.33333333333333	1.52752523165195
AQP3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP6	5	1	0	0	5	1	2	2.64575131106459
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0
AQR	22	11	18	11	22	18	17	5.56776436283002
AR	6	3	1	1	6	3	3.33333333333333	2.51661147842358
ARAF	15	13	11	11	15	13	13	2
ARAP1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
ARAP2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ARAP3	0	0	0	0	0	0	0	0
ARC	0	0	0	0	0	0	0	0
ARCN1	120	105	102	102	120	105	109	9.64365076099295
AREG	0	0	0	0	0	0	0	0
AREL1	20	16	14	14	20	16	16.6666666666667	3.05505046330389
ARF1	107	107	122	107	122	107	112	8.66025403784439
ARF3	32	20	17	17	32	20	23	7.93725393319377
ARF4	1329	996	1273	996	1329	1273	1199.33333333333	178.304047439573
ARF5	45	26	27	26	45	27	32.6666666666667	10.6926766215636
ARF6	61	32	44	32	61	44	45.6666666666667	14.5716619962629
ARFGAP1	10	6	4	4	10	6	6.66666666666667	3.05505046330389
ARFGAP2	24	17	25	17	25	24	22	4.35889894354067
ARFGAP3	150	110	146	110	150	146	135.333333333333	22.0302821891444
ARFGEF1	19	5	12	5	19	12	12	7
ARFGEF2	26	21	11	11	26	21	19.3333333333333	7.63762615825973
ARFIP1	33	42	22	22	42	33	32.3333333333333	10.0166528008778
ARFIP2	16	10	10	10	16	10	12	3.46410161513775
ARFRP1	5	5	5	5	5	5	5	0
ARG1	0	0	0	0	0	0	0	0
ARG2	13	8	11	8	13	11	10.6666666666667	2.51661147842358
ARGFX	5	2	2	2	5	2	3	1.73205080756888
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	76	68	50	50	76	68	64.6666666666667	13.3166562369588
ARHGAP1	106	71	71	71	106	71	82.6666666666667	20.2072594216369
ARHGAP10	13	10	9	9	13	10	10.6666666666667	2.08166599946613
ARHGAP11A	6	8	6	6	8	6	6.66666666666667	1.15470053837925
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	29	11	31	11	31	29	23.6666666666667	11.0151410945722
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	5	11	15	5	15	11	10.3333333333333	5.03322295684717
ARHGAP18	46	32	42	32	46	42	40	7.21110255092798
ARHGAP19	4	5	2	2	5	4	3.66666666666667	1.52752523165195
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ARHGAP21	56	34	29	29	56	34	39.6666666666667	14.3643076176102
ARHGAP22	6	5	7	5	7	6	6	1
ARHGAP23	11	10	6	6	11	10	9	2.64575131106459
ARHGAP24	19	14	21	14	21	19	18	3.60555127546399
ARHGAP25	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP26	17	13	19	13	19	17	16.3333333333333	3.05505046330389
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP28	2	1	6	1	6	2	3	2.64575131106459
ARHGAP29	91	76	92	76	92	91	86.3333333333333	8.9628864398325
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	8	7	2	2	8	7	5.66666666666667	3.21455025366432
ARHGAP32	2	4	0	0	4	2	2	2
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	29	31	19	19	31	29	26.3333333333333	6.42910050732864
ARHGAP39	0	0	0	0	0	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	1	4	1	1	4	1	2	1.73205080756888
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	124	79	61	61	124	79	88	32.4499614791759
ARHGAP5-AS1	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ARHGAP6	0	4	1	0	4	1	1.66666666666667	2.08166599946613
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	2	1	0	2	1	1	1
ARHGDIA	21	16	11	11	21	16	16	5
ARHGDIB	33	20	23	20	33	23	25.3333333333333	6.80685928555405
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
ARHGEF10	17	25	14	14	25	17	18.6666666666667	5.68624070307733
ARHGEF10L	3	0	2	0	3	2	1.66666666666667	1.52752523165195
ARHGEF11	2	1	5	1	5	2	2.66666666666667	2.08166599946613
ARHGEF12	57	39	50	39	57	50	48.6666666666667	9.07377172587747
ARHGEF17	14	8	14	8	14	14	12	3.46410161513775
ARHGEF18	6	1	3	1	6	3	3.33333333333333	2.51661147842358
ARHGEF19	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF2	27	25	24	24	27	25	25.3333333333333	1.52752523165195
ARHGEF25	2	0	1	0	2	1	1	1
ARHGEF26	1	6	2	1	6	2	3	2.64575131106459
ARHGEF26-AS1	1	1	1	1	1	1	1	0
ARHGEF28	8	6	13	6	13	8	9	3.60555127546399
ARHGEF3	16	16	11	11	16	16	14.3333333333333	2.88675134594813
ARHGEF33	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ARHGEF35	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ARHGEF37	10	7	6	6	10	7	7.66666666666667	2.08166599946613
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	4	2	4	2	4	4	3.33333333333333	1.15470053837925
ARHGEF4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF40	13	9	9	9	13	9	10.3333333333333	2.3094010767585
ARHGEF5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF6	13	13	20	13	20	13	15.3333333333333	4.04145188432738
ARHGEF7	20	11	7	7	20	11	12.6666666666667	6.65832811847939
ARHGEF9	16	12	10	10	16	12	12.6666666666667	3.05505046330389
ARID1A	13	8	10	8	13	10	10.3333333333333	2.51661147842358
ARID1B	33	24	22	22	33	24	26.3333333333333	5.85946527708232
