Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AKR7L	0	0	0	0	0	0	0	0
AKT1	10	9	7	7	10	9	8.66666666666667	1.52752523165195
AKT1S1	4	5	5	4	5	5	4.66666666666667	0.577350269189626
AKT2	5	3	5	3	5	5	4.33333333333333	1.15470053837925
AKT3	28	18	28	18	28	28	24.6666666666667	5.77350269189626
AKTIP	33	26	51	26	51	33	36.6666666666667	12.8970280814354
ALAD	16	9	18	9	18	16	14.3333333333333	4.72581562625261
ALAS1	26	32	41	26	41	32	33	7.54983443527075
ALAS2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALCAM	32	23	34	23	34	32	29.6666666666667	5.85946527708232
ALDH16A1	0	1	4	0	4	1	1.66666666666667	2.08166599946613
ALDH18A1	29	32	49	29	49	32	36.6666666666667	10.785793124909
ALDH1A1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ALDH1A2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ALDH1A3	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ALDH1B1	9	14	27	9	27	14	16.6666666666667	9.29157324317757
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	48	41	85	41	85	48	58	23.6431808350738
ALDH2	17	9	25	9	25	17	17	8
ALDH3A2	12	17	34	12	34	17	21	11.5325625946708
ALDH3B1	6	9	10	6	10	9	8.33333333333333	2.08166599946613
ALDH4A1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ALDH5A1	3	1	5	1	5	3	3	2
ALDH6A1	36	35	60	35	60	36	43.6666666666667	14.1539158303748
ALDH7A1	31	36	60	31	60	36	42.3333333333333	15.502687938978
ALDH8A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALDH9A1	50	59	107	50	107	59	72	30.6431068920891
ALDOA	925	853	1719	853	1719	925	1165.66666666667	480.551072554555
ALDOC	18	11	29	11	29	18	19.3333333333333	9.07377172587747
ALG1	3	2	6	2	6	3	3.66666666666667	2.08166599946613
ALG10	0	1	2	0	2	1	1	1
ALG10B	1	5	11	1	11	5	5.66666666666667	5.03322295684717
ALG11	1	2	7	1	7	2	3.33333333333333	3.21455025366432
ALG12	1	0	7	0	7	1	2.66666666666667	3.78593889720018
ALG13	38	18	55	18	55	38	37	18.5202591774521
ALG14	39	34	66	34	66	39	46.3333333333333	17.2143351115671
ALG1L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ALG2	12	5	19	5	19	12	12	7
ALG3	14	8	17	8	17	14	13	4.58257569495584
ALG5	72	72	162	72	162	72	102	51.9615242270663
ALG6	5	3	9	3	9	5	5.66666666666667	3.05505046330389
ALG8	48	51	65	48	65	51	54.6666666666667	9.07377172587747
ALG9	7	10	15	7	15	10	10.6666666666667	4.04145188432738
ALK	0	0	0	0	0	0	0	0
ALKBH1	3	5	8	3	8	5	5.33333333333333	2.51661147842358
ALKBH2	8	6	22	6	22	8	12	8.71779788708135
ALKBH3	5	8	15	5	15	8	9.33333333333333	5.13160143944688
ALKBH3-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ALKBH4	3	4	5	3	5	4	4	1
ALKBH5	37	47	69	37	69	47	51	16.3707055437449
ALKBH6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALKBH7	15	50	26	15	50	26	30.3333333333333	17.8978583448784
ALKBH8	6	4	9	4	9	6	6.33333333333333	2.51661147842358
ALMS1	4	1	2	1	4	2	2.33333333333333	1.52752523165195
ALMS1P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	7	5	12	5	12	7	8	3.60555127546399
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	8	10	16	8	16	10	11.3333333333333	4.16333199893227
ALPK2	26	13	20	13	26	20	19.6666666666667	6.50640709864771
ALPK3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ALS2	11	15	19	11	19	15	15	4
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	2	4	6	2	6	4	4	2
ALS2CR12	0	0	0	0	0	0	0	0
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMACR	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	1	3	6	1	6	3	3.33333333333333	2.51661147842358
AMD1	17	17	34	17	34	17	22.6666666666667	9.81495457622364
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AMELX	0	0	0	0	0	0	0	0
AMER1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMER3	0	0	0	0	0	0	0	0
AMFR	29	18	37	18	37	29	28	9.53939201416946
AMH	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMIGO2	29	33	36	29	36	33	32.6666666666667	3.51188458428425
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	6	1	6	1	6	6	4.33333333333333	2.88675134594813
AMMECR1L	8	5	16	5	16	8	9.66666666666667	5.68624070307733
AMN	0	0	0	0	0	0	0	0
AMN1	18	18	38	18	38	18	24.6666666666667	11.5470053837925
AMOT	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AMOTL1	18	14	19	14	19	18	17	2.64575131106459
AMPD2	4	5	9	4	9	5	6	2.64575131106459
AMPD3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AMPH	0	0	0	0	0	0	0	0
AMT	0	0	0	0	0	0	0	0
AMTN	0	0	0	0	0	0	0	0
AMY2B	4	1	2	1	4	2	2.33333333333333	1.52752523165195
AMZ1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AMZ2	59	80	146	59	146	80	95	45.3982378512647
AMZ2P1	31	22	68	22	68	31	40.3333333333333	24.3789526709687
ANAPC1	6	3	7	3	7	6	5.33333333333333	2.08166599946613
ANAPC10	37	34	60	34	60	37	43.6666666666667	14.2243921955679
ANAPC11	402	469	763	402	763	469	544.666666666667	192.026907836723
ANAPC13	100	125	220	100	220	125	148.333333333333	63.3113997107419
ANAPC15	10	20	27	10	27	20	19	8.54400374531753
ANAPC16	154	190	297	154	297	190	213.666666666667	74.3796567169635
ANAPC1P1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	9	7	13	7	13	9	9.66666666666667	3.05505046330389
ANAPC5	72	57	121	57	121	72	83.3333333333333	33.4713808100791
ANAPC7	5	6	20	5	20	6	10.3333333333333	8.38649708360608
ANG	48	35	87	35	87	48	56.6666666666667	27.0616579930597
ANGEL1	3	5	2	2	5	3	3.33333333333333	1.52752523165195
ANGEL2	12	5	20	5	20	12	12.3333333333333	7.50555349946513
ANGPT1	25	31	36	25	36	31	30.6666666666667	5.5075705472861
ANGPT2	2	3	4	2	4	3	3	1
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	21	31	40	21	40	31	30.6666666666667	9.50438495292217
ANGPTL2	17	4	12	4	17	12	11	6.557438524302
ANGPTL3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANGPTL4	60	47	121	47	121	60	76	39.5094925302768
ANGPTL5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	0	0
ANK2	7	7	14	7	14	7	9.33333333333333	4.04145188432738
ANK3	27	17	50	17	50	27	31.3333333333333	16.9213868619961
ANKAR	2	1	6	1	6	2	3	2.64575131106459
ANKDD1A	0	2	6	0	6	2	2.66666666666667	3.05505046330389
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKFY1	17	12	26	12	26	17	18.3333333333333	7.09459888459759
ANKH	23	24	30	23	30	24	25.6666666666667	3.78593889720018
ANKHD1	6	4	6	4	6	6	5.33333333333333	1.15470053837925
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	22	13	22	13	22	22	19	5.19615242270663
ANKK1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKLE1	1	3	8	1	8	3	4	3.60555127546399
ANKLE2	7	7	20	7	20	7	11.3333333333333	7.50555349946513
ANKMY1	0	0	0	0	0	0	0	0
ANKMY2	17	15	43	15	43	17	25	15.6204993518133
ANKRA2	22	15	41	15	41	22	26	13.4536240470737
ANKRD1	75	73	146	73	146	75	98	41.5812457725836
ANKRD10	11	10	14	10	14	11	11.6666666666667	2.08166599946613
ANKRD11	226	228	366	226	366	228	273.333333333333	80.2579175741144
ANKRD12	78	64	126	64	126	78	89.3333333333333	32.5166623953525
ANKRD13A	12	21	27	12	27	21	20	7.54983443527075
ANKRD13B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD13C	9	11	11	9	11	11	10.3333333333333	1.15470053837925
ANKRD13D	0	1	2	0	2	1	1	1
ANKRD16	4	3	7	3	7	4	4.66666666666667	2.08166599946613
ANKRD17	18	19	37	18	37	19	24.6666666666667	10.6926766215636
ANKRD18A	2	0	1	0	2	1	1	1
ANKRD18B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD20A12P	8	4	9	4	9	8	7	2.64575131106459
ANKRD20A19P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A9P	26	11	17	11	26	17	18	7.54983443527075
ANKRD22	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD23	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD24	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD26	7	15	11	7	15	11	11	4
ANKRD27	1	5	4	1	5	4	3.33333333333333	2.08166599946613
ANKRD28	10	3	8	3	10	8	7	3.60555127546399
ANKRD29	0	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0	0
ANKRD30BP2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
ANKRD31	3	0	0	0	3	0	1	1.73205080756888
ANKRD32	3	6	1	1	6	3	3.33333333333333	2.51661147842358
ANKRD33B	1	2	4	1	4	2	2.33333333333333	1.52752523165195
ANKRD34A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD35	0	1	4	0	4	1	1.66666666666667	2.08166599946613
ANKRD36	31	19	23	19	31	23	24.3333333333333	6.11010092660779
ANKRD36B	22	16	18	16	22	18	18.6666666666667	3.05505046330389
ANKRD36BP1	5	1	13	1	13	5	6.33333333333333	6.11010092660779
ANKRD36BP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD37	4	4	9	4	9	4	5.66666666666667	2.88675134594813
ANKRD39	8	5	13	5	13	8	8.66666666666667	4.04145188432738
ANKRD40	17	16	34	16	34	17	22.3333333333333	10.1159939369957
ANKRD42	1	1	5	1	5	1	2.33333333333333	2.3094010767585
ANKRD44	13	14	13	13	14	13	13.3333333333333	0.577350269189626
ANKRD45	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD46	9	8	12	8	12	9	9.66666666666667	2.08166599946613
ANKRD49	12	13	27	12	27	13	17.3333333333333	8.38649708360608
ANKRD50	9	8	10	8	10	9	9	1
ANKRD52	4	1	1	1	4	1	2	1.73205080756888
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	1	3	4	1	4	3	2.66666666666667	1.52752523165195
ANKRD55	0	1	5	0	5	1	2	2.64575131106459
ANKRD6	9	13	12	9	13	12	11.3333333333333	2.08166599946613
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	4	1	3	1	4	3	2.66666666666667	1.52752523165195
ANKRD62P1-PARP4P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	2	0	1	0	2	1	1	1
ANKRD9	0	0	0	0	0	0	0	0
ANKS1A	4	4	3	3	4	4	3.66666666666667	0.577350269189626
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	3	2	1	1	3	2	2	1
ANKS4B	1	2	7	1	7	2	3.33333333333333	3.21455025366432
ANKS6	2	1	5	1	5	2	2.66666666666667	2.08166599946613
ANKZF1	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ANLN	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANO1	1	1	1	1	1	1	1	0
ANO10	5	6	7	5	7	6	6	1
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	17	12	39	12	39	17	22.6666666666667	14.3643076176102
ANO7	0	2	4	0	4	2	2	2
ANO8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANP32A	25	19	28	19	28	25	24	4.58257569495584
ANP32A-IT1	2	2	12	2	12	2	5.33333333333333	5.77350269189626
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	51	41	69	41	69	51	53.6666666666667	14.1891977691952
ANP32C	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANP32E	66	61	102	61	102	66	76.3333333333333	22.3681320930768
ANPEP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANTXR1	61	55	75	55	75	61	63.6666666666667	10.2632028788938
ANTXR2	80	62	69	62	80	69	70.3333333333333	9.07377172587747
ANXA1	1252	1453	2538	1252	2538	1453	1747.66666666667	691.787780560869
ANXA10	0	0	0	0	0	0	0	0
ANXA11	19	13	21	13	21	19	17.6666666666667	4.16333199893227
ANXA13	0	0	0	0	0	0	0	0
ANXA2	1929	2122	3569	1929	3569	2122	2540	896.349820103736
ANXA2P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANXA2P2	1	0	2	0	2	1	1	1
ANXA2R	8	11	12	8	12	11	10.3333333333333	2.08166599946613
ANXA3	10	12	13	10	13	12	11.6666666666667	1.52752523165195
ANXA4	112	128	188	112	188	128	142.666666666667	40.0666112035113
ANXA5	2938	3016	5278	2938	5278	3016	3744	1329.05530358973
ANXA6	52	43	84	43	84	52	59.6666666666667	21.548395145192
ANXA7	111	122	240	111	240	122	157.666666666667	71.5145672806131
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0
AOC3	0	0	0	0	0	0	0	0
AOC4P	0	0	0	0	0	0	0	0
AOX1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
AOX2P	0	0	0	0	0	0	0	0
AP1AR	13	12	20	12	20	13	15	4.35889894354067
AP1B1	3	4	2	2	4	3	3	1
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	28	27	33	27	33	28	29.3333333333333	3.21455025366432
AP1G2	1	1	4	1	4	1	2	1.73205080756888
AP1M1	4	1	8	1	8	4	4.33333333333333	3.51188458428425
AP1M2	0	0	0	0	0	0	0	0
AP1S1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
AP1S2	8	5	11	5	11	8	8	3
AP1S3	4	3	9	3	9	4	5.33333333333333	3.21455025366432
AP2A1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AP2A2	10	6	12	6	12	10	9.33333333333333	3.05505046330389
AP2B1	35	22	58	22	58	35	38.3333333333333	18.2300118851671
AP2M1	76	68	126	68	126	76	90	31.4324672910034
AP2S1	91	67	162	67	162	91	106.666666666667	49.3997300937296
AP3B1	29	41	60	29	60	41	43.3333333333333	15.6311654502578
AP3B2	0	0	0	0	0	0	0	0
AP3D1	21	12	25	12	25	21	19.3333333333333	6.65832811847939
AP3M1	34	29	40	29	40	34	34.3333333333333	5.5075705472861
AP3M2	13	12	30	12	30	13	18.3333333333333	10.1159939369957
AP3S1	67	66	135	66	135	67	89.3333333333333	39.5516539898565
AP3S2	4	4	4	4	4	4	4	0
AP4B1	9	4	8	4	9	8	7	2.64575131106459
AP4B1-AS1	2	3	8	2	8	3	4.33333333333333	3.21455025366432
AP4E1	16	8	36	8	36	16	20	14.422205101856
AP4M1	8	4	7	4	8	7	6.33333333333333	2.08166599946613
AP4S1	10	8	20	8	20	10	12.6666666666667	6.42910050732864
AP5B1	2	4	5	2	5	4	3.66666666666667	1.52752523165195
AP5M1	21	22	29	21	29	22	24	4.35889894354067
AP5S1	15	4	15	4	15	15	11.3333333333333	6.35085296108588
AP5Z1	2	2	2	2	2	2	2	0
APAF1	6	7	7	6	7	7	6.66666666666667	0.577350269189626
APBA1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
APBA2	1	2	0	0	2	1	1	1
APBA3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
APBB1	4	3	4	3	4	4	3.66666666666667	0.577350269189626
APBB1IP	1	0	2	0	2	1	1	1
APBB2	27	34	40	27	40	34	33.6666666666667	6.50640709864771
APBB3	0	1	4	0	4	1	1.66666666666667	2.08166599946613
APC	21	16	34	16	34	21	23.6666666666667	9.29157324317757
APC2	0	0	0	0	0	0	0	0
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	5	3	5	3	5	5	4.33333333333333	1.15470053837925
APCDD1L-AS1	4	1	1	1	4	1	2	1.73205080756888
APEH	9	5	9	5	9	9	7.66666666666667	2.3094010767585
APEX1	103	89	183	89	183	103	125	50.7148893324239
APEX2	13	8	22	8	22	13	14.3333333333333	7.09459888459759
APH1A	15	18	23	15	23	18	18.6666666666667	4.04145188432738
APH1B	10	11	28	10	28	11	16.3333333333333	10.1159939369957
API5	38	48	81	38	81	48	55.6666666666667	22.5018517756502
APIP	22	24	39	22	39	24	28.3333333333333	9.29157324317757
APITD1	16	14	23	14	23	16	17.6666666666667	4.72581562625261
APITD1-CORT	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APLF	0	1	4	0	4	1	1.66666666666667	2.08166599946613
APLN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APLP1	1	4	5	1	5	4	3.33333333333333	2.08166599946613
APLP2	95	89	148	89	148	95	110.666666666667	32.4704994315353
APMAP	14	12	23	12	23	14	16.3333333333333	5.85946527708231
APOA1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APOA1BP	17	17	20	17	20	17	18	1.73205080756888
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	5	3	6	3	6	5	4.66666666666667	1.52752523165195
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	45	47	50	45	50	47	47.3333333333333	2.51661147842358
APOBEC3D	3	5	9	3	9	5	5.66666666666667	3.05505046330389
APOBEC3F	9	4	1	1	9	4	4.66666666666667	4.04145188432738
APOBEC3G	3	5	3	3	5	3	3.66666666666667	1.15470053837925
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOC1	1	0	2	0	2	1	1	1
APOC1P1	1	0	2	0	2	1	1	1
APOC4	0	0	0	0	0	0	0	0
APOD	11	19	31	11	31	19	20.3333333333333	10.0664459136943
APOE	7	5	5	5	7	5	5.66666666666667	1.15470053837925
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	36	20	54	20	54	36	36.6666666666667	17.0098010962308
APOL2	18	18	55	18	55	18	30.3333333333333	21.3619599600162
APOL3	1	0	4	0	4	1	1.66666666666667	2.08166599946613
APOL4	0	0	0	0	0	0	0	0
APOL6	17	20	37	17	37	20	24.6666666666667	10.785793124909
APOLD1	3	6	10	3	10	6	6.33333333333333	3.51188458428425
APOM	4	10	6	4	10	6	6.66666666666667	3.05505046330389
APOO	19	22	35	19	35	22	25.3333333333333	8.50490054811538
APOOL	14	27	34	14	34	27	25	10.1488915650922
APOPT1	39	32	70	32	70	39	47	20.2237484161567
APP	76	60	108	60	108	76	81.3333333333333	24.4404037064311
APPBP2	20	14	25	14	25	20	19.6666666666667	5.5075705472861
APPL1	36	33	57	33	57	36	42	13.076696830622
APPL2	7	7	11	7	11	7	8.33333333333333	2.3094010767585
APRT	69	54	111	54	111	69	78	29.5465734053883
APTX	29	33	51	29	51	33	37.6666666666667	11.7189305541646
AQP1	5	4	5	4	5	5	4.66666666666667	0.577350269189626
AQP10	0	0	0	0	0	0	0	0
AQP11	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AQP3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
AQP6	0	2	5	0	5	2	2.33333333333333	2.51661147842358
AQP7	0	0	0	0	0	0	0	0
AQP7P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AQP7P3	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0
AQR	5	7	8	5	8	7	6.66666666666667	1.52752523165195
AR	2	1	4	1	4	2	2.33333333333333	1.52752523165195
ARAF	9	2	17	2	17	9	9.33333333333333	7.50555349946513
ARAP1	6	5	9	5	9	6	6.66666666666667	2.08166599946613
ARAP2	0	0	0	0	0	0	0	0
ARAP3	1	0	2	0	2	1	1	1
ARC	0	0	0	0	0	0	0	0
ARCN1	44	62	109	44	109	62	71.6666666666667	33.5608899365516
AREG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AREL1	10	7	20	7	20	10	12.3333333333333	6.80685928555405
ARF1	79	67	157	67	157	79	101	48.8671668914825
ARF3	16	10	31	10	31	16	19	10.816653826392
ARF4	757	853	1461	757	1461	853	1023.66666666667	381.771310254363
ARF5	25	24	47	24	47	25	32	13
ARF6	28	20	40	20	40	28	29.3333333333333	10.0664459136943
ARFGAP1	3	8	7	3	8	7	6	2.64575131106459
ARFGAP2	26	10	38	10	38	26	24.6666666666667	14.047538337137
ARFGAP3	96	62	130	62	130	96	96	34
ARFGEF1	17	8	19	8	19	17	14.6666666666667	5.85946527708232
ARFGEF2	14	6	17	6	17	14	12.3333333333333	5.68624070307733
ARFIP1	16	29	45	16	45	29	30	14.5258390463339
ARFIP2	9	5	14	5	14	9	9.33333333333333	4.50924975282289
ARFRP1	1	1	5	1	5	1	2.33333333333333	2.3094010767585
ARG1	0	0	0	0	0	0	0	0
ARG2	6	10	7	6	10	7	7.66666666666667	2.08166599946613
ARGFX	2	3	5	2	5	3	3.33333333333333	1.52752523165195
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	36	39	57	36	57	39	44	11.3578166916005
ARHGAP1	41	24	70	24	70	41	45	23.259406699226
ARHGAP10	2	4	8	2	8	4	4.66666666666667	3.05505046330389
ARHGAP11A	4	2	3	2	4	3	3	1
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	8	8	21	8	21	8	12.3333333333333	7.50555349946513
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	6	1	8	1	8	6	5	3.60555127546399
ARHGAP18	35	23	40	23	40	35	32.6666666666667	8.73689494805411
ARHGAP19	2	2	2	2	2	2	2	0
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	1	2	4	1	4	2	2.33333333333333	1.52752523165195
ARHGAP21	33	18	43	18	43	33	31.3333333333333	12.5830573921179
ARHGAP22	4	3	4	3	4	4	3.66666666666667	0.577350269189626
ARHGAP23	11	5	9	5	11	9	8.33333333333333	3.05505046330389
ARHGAP24	15	13	30	13	30	15	19.3333333333333	9.29157324317757
ARHGAP25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	16	11	17	11	17	16	14.6666666666667	3.21455025366432
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	0	0	0	0	0	0
ARHGAP28	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ARHGAP29	40	46	81	40	81	46	55.6666666666667	22.1434715736565
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	6	5	5	5	6	5	5.33333333333333	0.577350269189626
ARHGAP32	1	1	1	1	1	1	1	0
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	27	12	41	12	41	27	26.6666666666667	14.5028732785381
ARHGAP39	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP44	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP5	73	41	75	41	75	73	63	19.0787840283389
ARHGAP5-AS1	3	4	9	3	9	4	5.33333333333333	3.21455025366432
ARHGAP6	3	6	1	1	6	3	3.33333333333333	2.51661147842358
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0
ARHGDIA	10	9	24	9	24	10	14.3333333333333	8.38649708360608
ARHGDIB	28	33	29	28	33	29	30	2.64575131106459
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	2	0	1	0	2	1	1	1
ARHGEF10	7	6	18	6	18	7	10.3333333333333	6.65832811847939
ARHGEF10L	1	1	1	1	1	1	1	0
ARHGEF11	1	1	4	1	4	1	2	1.73205080756888
ARHGEF12	30	18	39	18	39	30	29	10.5356537528527
ARHGEF17	6	4	11	4	11	6	7	3.60555127546399
ARHGEF18	3	3	1	1	3	3	2.33333333333333	1.15470053837925
ARHGEF19	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF2	23	8	41	8	41	23	24	16.5227116418583
ARHGEF25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF26	3	1	3	1	3	3	2.33333333333333	1.15470053837925
ARHGEF26-AS1	0	0	0	0	0	0	0	0
ARHGEF28	4	4	10	4	10	4	6	3.46410161513775
ARHGEF3	10	12	16	10	16	12	12.6666666666667	3.05505046330389
ARHGEF33	0	2	1	0	2	1	1	1
ARHGEF35	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ARHGEF37	1	5	11	1	11	5	5.66666666666667	5.03322295684717
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	1	2	6	1	6	2	3	2.64575131106459
ARHGEF4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF40	8	6	11	6	11	8	8.33333333333333	2.51661147842358
ARHGEF5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF6	14	4	16	4	16	14	11.3333333333333	6.42910050732864
ARHGEF7	11	4	8	4	11	8	7.66666666666667	3.51188458428425
ARHGEF9	8	12	11	8	12	11	10.3333333333333	2.08166599946613
