Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
AIPL1	8	8	7	4	6	4	8	7	6.6	1.67332005306815
AIRE	0	0	0	0	0	0	0	0	0	0
AIRN	0	0	0	0	0	0	0	0	0	0
AJUBA	19	22	23	20	20	19	23	20	20.8	1.6431676725155
AK1	41	48	49	70	42	41	70	48	50	11.7260393995586
AK2	56	80	84	91	54	54	91	80	73	16.9115345252878
AK3	25	35	42	42	28	25	42	35	34.4	7.82943165242535
AK4	33	116	103	72	40	33	116	72	72.8	36.874110158755
AK5	3	3	5	2	0	0	5	3	2.6	1.8165902124585
AK8	0	0	1	0	0	0	1	0	0.2	0.447213595499958
AK9	13	17	16	9	8	8	17	13	12.6	4.03732584763727
AKAP1	4	4	4	9	3	3	9	4	4.8	2.38746727726266
AKAP10	7	6	6	11	6	6	11	6	7.2	2.16794833886788
AKAP11	26	29	30	24	20	20	30	26	25.8	4.02492235949962
AKAP12	56	50	50	48	29	29	56	50	46.6	10.285912696499
AKAP13	42	48	49	58	33	33	58	48	46	9.24662100445346
AKAP14	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AKAP17A	3	7	9	11	8	3	11	8	7.6	2.96647939483827
AKAP2	3	0	0	1	0	0	3	0	0.8	1.30384048104053
AKAP3	0	0	0	2	0	0	2	0	0.4	0.894427190999916
AKAP5	8	1	6	4	10	1	10	6	5.8	3.4928498393146
AKAP6	6	5	6	7	3	3	7	6	5.4	1.51657508881031
AKAP7	3	0	1	3	0	0	3	1	1.4	1.51657508881031
AKAP8	11	9	8	10	4	4	11	9	8.4	2.70185121722126
AKAP8L	2	2	5	9	5	2	9	5	4.6	2.88097205817759
AKAP9	76	136	104	109	86	76	136	104	102.2	23.134389985474
AKIP1	15	18	22	22	17	15	22	18	18.8	3.11448230047949
AKIRIN1	13	19	28	26	25	13	28	25	22.2	6.1400325732035
AKIRIN2	7	7	9	11	5	5	11	7	7.8	2.28035085019828
AKNA	5	10	7	8	1	1	10	7	6.2	3.42052627529741
AKNAD1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
AKR1A1	116	140	163	199	115	115	199	140	146.6	35.3312892490495
AKR1B1	83	86	108	147	115	83	147	108	107.8	25.87856255668
AKR1B10	3	2	4	5	2	2	5	3	3.2	1.30384048104053
AKR1B15	0	0	0	0	0	0	0	0	0	0
AKR1C1	11	15	12	13	7	7	15	12	11.6	2.96647939483827
AKR1C2	6	11	8	12	7	6	12	8	8.8	2.58843582110896
AKR1C3	104	149	160	184	108	104	184	149	141	34.3947670438397
AKR1C6P	0	0	0	0	0	0	0	0	0	0
AKR1D1	3	4	4	4	4	3	4	4	3.8	0.447213595499958
AKR1E2	0	0	0	0	0	0	0	0	0	0
AKR7A2	74	84	105	101	60	60	105	84	84.8	18.7269858760026
AKR7A2P1	0	0	0	0	0	0	0	0	0	0
AKR7A3	0	0	0	0	0	0	0	0	0	0
AKR7L	0	0	0	1	1	0	1	0	0.4	0.547722557505166
AKT1	5	6	9	14	8	5	14	8	8.4	3.50713558335004
AKT1S1	2	1	7	8	2	1	8	2	4	3.24037034920393
AKT2	8	4	11	9	5	4	11	8	7.4	2.88097205817759
AKT3	27	41	43	47	23	23	47	41	36.2	10.5451410611713
AKTIP	16	21	32	43	16	16	43	21	25.6	11.7175082675456
ALAD	16	30	28	31	13	13	31	28	23.6	8.44393273303382
ALAS1	37	42	31	54	35	31	54	37	39.8	8.87130204648675
ALAS2	0	0	0	0	0	0	0	0	0	0
ALCAM	30	30	40	64	29	29	64	30	38.6	14.8929513529052
ALDH16A1	5	2	2	1	1	1	5	2	2.2	1.6431676725155
ALDH18A1	28	52	53	59	42	28	59	52	46.8	12.1531888819355
ALDH1A1	0	2	1	3	1	0	3	1	1.4	1.14017542509914
ALDH1A2	2	1	3	6	0	0	6	2	2.4	2.30217288664427
ALDH1A3	7	4	4	2	3	2	7	4	4	1.87082869338697
ALDH1B1	20	13	24	22	16	13	24	20	19	4.47213595499958
ALDH1L1	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0
ALDH1L2	52	77	79	79	54	52	79	77	68.2	13.9176147381654
ALDH2	21	26	15	33	10	10	33	21	21	9.02773504263389
ALDH3A2	29	25	21	21	16	16	29	21	22.4	4.87852436706019
ALDH3B1	9	7	7	7	4	4	9	7	6.8	1.78885438199983
ALDH4A1	1	0	0	2	0	0	2	0	0.6	0.894427190999916
ALDH5A1	6	1	3	5	3	1	6	3	3.6	1.94935886896179
ALDH6A1	60	57	59	72	46	46	72	59	58.8	9.25742944882649
ALDH7A1	29	50	45	68	39	29	68	45	46.2	14.4810220633766
ALDH8A1	1	0	2	0	2	0	2	1	1	1
ALDH9A1	46	45	84	91	48	45	91	48	62.8	22.7090290413307
ALDOA	892	1029	1115	1395	859	859	1395	1029	1058	214.951157242756
ALDOC	3	19	23	31	16	3	31	19	18.4	10.285912696499
ALG1	3	6	3	9	1	1	9	3	4.4	3.13049516849971
ALG10	1	1	2	2	0	0	2	1	1.2	0.836660026534076
ALG10B	8	2	7	7	4	2	8	7	5.6	2.50998007960223
ALG11	5	4	3	0	4	0	5	4	3.2	1.92353840616713
ALG12	3	2	4	4	4	2	4	4	3.4	0.894427190999916
ALG13	25	44	25	36	26	25	44	26	31.2	8.52642949891688
ALG14	19	40	45	50	25	19	50	40	35.8	13.2551876637036
ALG1L	0	0	0	0	0	0	0	0	0	0
ALG1L2	0	0	1	0	1	0	1	0	0.4	0.547722557505166
ALG1L9P	1	3	2	3	1	1	3	2	2	1
ALG2	8	15	13	14	15	8	15	14	13	2.91547594742265
ALG3	12	15	21	17	11	11	21	15	15.2	4.02492235949962
ALG5	65	103	90	152	79	65	152	90	97.8	33.3721440725645
ALG6	5	8	5	5	6	5	8	5	5.8	1.30384048104053
ALG8	38	36	57	85	38	36	85	38	50.8	20.9451665068579
ALG9	7	12	12	10	7	7	12	10	9.6	2.50998007960223
ALK	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ALKBH1	5	11	6	8	3	3	11	6	6.6	3.04959013639538
ALKBH2	12	17	15	16	19	12	19	16	15.8	2.58843582110896
ALKBH3	7	14	11	6	5	5	14	7	8.6	3.78153408023781
ALKBH3-AS1	0	0	0	0	0	0	0	0	0	0
ALKBH4	3	9	5	12	5	3	12	5	6.8	3.63318042491699
ALKBH5	57	62	74	54	49	49	74	57	59.2	9.5236547606473
ALKBH6	1	0	4	0	1	0	4	1	1.2	1.6431676725155
ALKBH7	16	11	14	30	15	11	30	15	17.2	7.39594483484024
ALKBH8	10	11	8	9	5	5	11	9	8.6	2.30217288664427
ALMS1	1	3	5	3	2	1	5	3	2.8	1.48323969741913
ALMS1P	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ALOX12	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ALOX12B	0	0	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0	0	0
ALOX5AP	5	17	9	11	7	5	17	9	9.8	4.60434577328853
ALOXE3	0	0	0	0	0	0	0	0	0	0
ALPK1	12	7	20	10	4	4	20	10	10.6	6.06630035524124
ALPK2	29	38	32	29	19	19	38	29	29.4	6.87749954561976
ALPK3	1	0	0	4	3	0	4	1	1.6	1.8165902124585
ALPL	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ALPP	3	2	3	1	2	1	3	2	2.2	0.836660026534076
ALS2	16	10	13	17	6	6	17	13	12.4	4.50555213042752
ALS2CL	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ALS2CR11	4	6	3	6	0	0	6	4	3.8	2.48997991959775
ALS2CR12	1	2	1	5	1	1	5	1	2	1.73205080756888
ALX1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ALX3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ALX4	0	0	0	0	0	0	0	0	0	0
ALYREF	2	2	3	3	2	2	3	2	2.4	0.547722557505166
AMACR	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AMBP	0	0	0	0	1	0	1	0	0.2	0.447213595499958
AMBRA1	9	4	3	8	4	3	9	4	5.6	2.70185121722126
AMD1	18	31	27	42	25	18	42	27	28.6	8.84872872225158
AMDHD1	0	0	0	0	0	0	0	0	0	0
AMDHD2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AMELX	0	0	0	0	0	0	0	0	0	0
AMER1	0	1	2	3	0	0	3	1	1.2	1.30384048104053
AMER3	0	0	0	0	0	0	0	0	0	0
AMFR	37	56	27	36	30	27	56	36	37.2	11.3004424692133
AMH	1	0	1	1	0	0	1	1	0.6	0.547722557505166
AMICA1	0	0	0	0	0	0	0	0	0	0
AMIGO1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AMIGO2	23	32	39	36	29	23	39	32	31.8	6.22093240599832
AMIGO3	0	1	0	0	1	0	1	0	0.4	0.547722557505166
AMMECR1	7	6	6	7	5	5	7	6	6.2	0.836660026534076
AMMECR1L	12	12	8	13	5	5	13	12	10	3.39116499156263
AMN	0	0	0	0	0	0	0	0	0	0
AMN1	18	14	21	21	15	14	21	18	17.8	3.27108544675922
AMOT	1	2	1	1	1	1	2	1	1.2	0.447213595499958
AMOTL1	17	31	20	21	20	17	31	20	21.8	5.35723809439155
AMPD2	3	9	3	3	7	3	9	3	5	2.82842712474619
AMPD3	0	1	0	0	0	0	1	0	0.2	0.447213595499958
AMPH	0	0	0	1	1	0	1	0	0.4	0.547722557505166
AMT	0	0	0	1	1	0	1	0	0.4	0.547722557505166
AMTN	0	0	0	0	0	0	0	0	0	0
AMY2B	2	1	1	1	1	1	2	1	1.2	0.447213595499958
AMZ1	1	1	2	0	0	0	2	1	0.8	0.836660026534076
AMZ2	65	76	90	118	75	65	118	76	84.8	20.583974348993
AMZ2P1	43	43	38	70	43	38	70	43	47.4	12.8179561553315
ANAPC1	4	6	5	10	11	4	11	6	7.2	3.11448230047949
ANAPC10	30	38	61	57	42	30	61	42	45.6	13.0499042142079
ANAPC11	437	552	573	778	483	437	778	552	564.6	131.06219897438
ANAPC13	135	142	165	208	125	125	208	142	155	33.0832283793465
ANAPC15	8	17	18	15	15	8	18	15	14.6	3.91152144312159
ANAPC16	174	222	206	294	167	167	294	206	212.6	50.8114160400987
ANAPC1P1	0	1	0	0	1	0	1	0	0.4	0.547722557505166
ANAPC2	0	0	0	0	0	0	0	0	0	0
ANAPC4	7	4	8	5	7	4	8	7	6.2	1.6431676725155
ANAPC5	69	85	92	130	87	69	130	87	92.6	22.6119437466132
ANAPC7	8	15	9	17	10	8	17	10	11.8	3.96232255123179
ANG	40	48	41	64	34	34	64	41	45.4	11.5238882327103
ANGEL1	4	4	3	1	2	1	4	3	2.8	1.30384048104053
ANGEL2	12	15	11	7	6	6	15	11	10.2	3.70135110466435
ANGPT1	44	38	69	66	50	38	69	50	53.4	13.5941163743731
ANGPT2	3	6	3	3	3	3	6	3	3.6	1.34164078649987
ANGPT4	0	0	0	0	0	0	0	0	0	0
ANGPTL1	22	35	28	22	14	14	35	22	24.2	7.82304288624318
ANGPTL2	11	17	18	25	13	11	25	17	16.8	5.40370243444252
ANGPTL3	0	1	0	1	0	0	1	0	0.4	0.547722557505166
ANGPTL4	59	70	57	82	41	41	82	59	61.8	15.319921670818
ANGPTL5	0	1	0	0	1	0	1	0	0.4	0.547722557505166
ANGPTL6	0	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANHX	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANK1	2	1	0	1	0	0	2	1	0.8	0.836660026534076
ANK2	6	8	8	14	5	5	14	8	8.2	3.4928498393146
ANK3	62	57	58	68	49	49	68	58	58.8	6.97853852894716
ANKAR	3	1	5	1	0	0	5	1	2	2
ANKDD1A	0	0	3	1	2	0	3	1	1.2	1.30384048104053
ANKDD1B	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANKEF1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ANKFY1	19	17	24	24	16	16	24	19	20	3.80788655293195
ANKH	30	30	43	40	16	16	43	30	31.8	10.5924501414923
ANKHD1	3	6	5	9	10	3	10	6	6.6	2.88097205817759
ANKHD1-EIF4EBP3	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ANKIB1	31	31	36	31	33	31	36	31	32.4	2.19089023002066
ANKK1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKLE1	3	3	2	2	2	2	3	2	2.4	0.547722557505166
ANKLE2	13	15	13	13	8	8	15	13	12.4	2.60768096208106
ANKMY1	2	0	0	0	0	0	2	0	0.4	0.894427190999916
ANKMY2	17	25	22	26	12	12	26	22	20.4	5.85662018573853
ANKRA2	23	27	36	31	26	23	36	27	28.6	5.02991053598372
ANKRD1	64	125	127	131	106	64	131	125	110.6	27.7722883464795
ANKRD10	11	17	17	13	11	11	17	13	13.8	3.03315017762062
ANKRD11	332	261	409	370	203	203	409	332	315	83.0812854979989
ANKRD12	75	92	88	106	75	75	106	88	87.2	12.9884564132925
ANKRD13A	25	30	20	33	18	18	33	25	25.2	6.37965516309463
ANKRD13B	1	1	4	1	0	0	4	1	1.4	1.51657508881031
ANKRD13C	8	7	14	18	7	7	18	8	10.8	4.96990945591567
ANKRD13D	2	2	2	1	0	0	2	2	1.4	0.894427190999916
ANKRD16	3	3	11	5	1	1	11	3	4.6	3.84707681233427
ANKRD17	24	30	43	48	32	24	48	32	35.4	9.83869910099908
ANKRD18A	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANKRD18B	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKRD18DP	0	0	0	0	0	0	0	0	0	0
ANKRD19P	0	1	0	1	1	0	1	1	0.6	0.547722557505166
ANKRD2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ANKRD20A12P	2	5	3	6	1	1	6	3	3.4	2.07364413533277
ANKRD20A19P	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ANKRD20A3	0	0	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0	0	0
ANKRD20A9P	16	20	19	16	13	13	20	16	16.8	2.77488738510232
ANKRD22	0	0	1	1	0	0	1	0	0.4	0.547722557505166
ANKRD23	0	0	0	0	0	0	0	0	0	0
ANKRD24	0	0	0	0	0	0	0	0	0	0
ANKRD26	15	16	14	16	13	13	16	15	14.8	1.30384048104053
ANKRD27	2	5	4	5	5	2	5	5	4.2	1.30384048104053
ANKRD28	5	7	8	18	5	5	18	7	8.6	5.41294744108974
ANKRD29	0	1	0	0	0	0	1	0	0.2	0.447213595499958
ANKRD30A	0	0	0	0	0	0	0	0	0	0
ANKRD30B	0	3	2	0	1	0	3	1	1.2	1.30384048104053
ANKRD30BP2	5	4	4	2	1	1	5	4	3.2	1.6431676725155
ANKRD31	0	0	0	0	0	0	0	0	0	0
ANKRD32	9	10	7	12	7	7	12	9	9	2.12132034355964
ANKRD33B	5	1	0	3	2	0	5	2	2.2	1.92353840616713
ANKRD34A	0	0	2	1	0	0	2	0	0.6	0.894427190999916
ANKRD35	2	2	4	7	2	2	7	2	3.4	2.19089023002066
ANKRD36	26	21	16	13	17	13	26	17	18.6	5.02991053598372
ANKRD36B	17	15	20	17	15	15	20	17	16.8	2.04939015319192
ANKRD36BP1	6	6	6	8	5	5	8	6	6.2	1.09544511501033
ANKRD36BP2	0	0	0	0	0	0	0	0	0	0
ANKRD37	5	6	7	3	5	3	7	5	5.2	1.48323969741913
ANKRD39	7	4	8	11	4	4	11	7	6.8	2.94957624075052
ANKRD40	25	19	29	26	18	18	29	25	23.4	4.72228758124704
ANKRD42	4	4	6	2	2	2	6	4	3.6	1.67332005306815
ANKRD44	27	19	25	23	12	12	27	23	21.2	5.93295878967653
ANKRD45	1	0	0	1	2	0	2	1	0.8	0.836660026534076
ANKRD46	11	11	13	22	14	11	22	13	14.2	4.54972526643093
ANKRD49	20	15	27	31	15	15	31	20	21.6	7.19722168617863
ANKRD50	14	19	23	25	14	14	25	19	19	5.04975246918104
ANKRD52	1	7	6	4	1	1	7	4	3.8	2.77488738510232
ANKRD53	0	0	0	0	0	0	0	0	0	0
ANKRD54	3	4	3	6	2	2	6	3	3.6	1.51657508881031
ANKRD55	1	3	3	7	1	1	7	3	3	2.44948974278318
ANKRD6	7	10	11	15	6	6	15	10	9.8	3.56370593624109
ANKRD61	0	0	0	0	0	0	0	0	0	0
ANKRD62	4	0	3	2	1	0	4	2	2	1.58113883008419
ANKRD62P1-PARP4P3	1	1	1	1	0	0	1	1	0.8	0.447213595499958
ANKRD65	0	0	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKRD9	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ANKS1A	4	3	3	3	6	3	6	3	3.8	1.30384048104053
ANKS1B	0	0	0	0	0	0	0	0	0	0
ANKS3	3	4	4	5	2	2	5	4	3.6	1.14017542509914
ANKS4B	4	1	5	5	8	1	8	5	4.6	2.50998007960223
ANKS6	1	4	2	6	2	1	6	2	3	2
ANKZF1	1	8	6	10	11	1	11	8	7.2	3.96232255123179
ANLN	1	3	1	5	1	1	5	1	2.2	1.78885438199983
ANO1	1	1	0	0	0	0	1	0	0.4	0.547722557505166
ANO10	10	6	3	7	5	3	10	6	6.2	2.58843582110896
ANO2	0	0	0	0	0	0	0	0	0	0
ANO3	0	2	0	2	0	0	2	0	0.8	1.09544511501033
ANO4	0	0	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0	0	0
ANO6	30	36	33	28	31	28	36	31	31.6	3.04959013639538
ANO7	2	2	0	0	3	0	3	2	1.4	1.34164078649987
ANO8	0	1	1	0	0	0	1	0	0.4	0.547722557505166
ANP32A	43	38	51	37	23	23	51	38	38.4	10.2371871136558
ANP32A-IT1	8	4	5	2	2	2	8	4	4.2	2.48997991959775
ANP32AP1	0	0	0	0	0	0	0	0	0	0
ANP32B	70	67	79	73	49	49	79	70	67.6	11.3048662088501
ANP32C	0	0	0	0	0	0	0	0	0	0
ANP32E	85	123	166	139	98	85	166	123	122.2	32.2908655814613
ANPEP	0	0	3	4	4	0	4	3	2.2	2.04939015319192
ANTXR1	94	101	96	100	54	54	101	96	89	19.7737199332852
ANTXR2	75	75	87	103	62	62	103	75	80.4	15.420765220961
ANXA1	1081	1413	1607	2074	1274	1081	2074	1413	1489.8	379.015435041899
ANXA10	0	3	0	1	1	0	3	1	1	1.22474487139159
ANXA11	16	22	19	25	15	15	25	19	19.4	4.15932686861708
ANXA13	0	0	0	0	0	0	0	0	0	0
ANXA2	1651	2208	2341	3129	1795	1651	3129	2208	2224.8	579.943273087981
ANXA2P1	0	0	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0	0	0	0	0
ANXA2R	3	10	10	12	8	3	12	10	8.6	3.43511280746353
ANXA3	12	12	14	16	6	6	16	12	12	3.74165738677394
ANXA4	119	151	142	194	127	119	194	142	146.6	29.2967574997644
ANXA5	2671	3774	4025	5125	3084	2671	5125	3774	3735.8	945.200349132394
ANXA6	44	92	97	111	70	44	111	92	82.8	26.2240347772802
ANXA7	117	168	181	235	133	117	235	168	166.8	46.0347694683052
ANXA8L2	0	0	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0	0	0
AOC3	0	0	0	0	0	0	0	0	0	0
AOC4P	1	1	2	0	0	0	2	1	0.8	0.836660026534076
AOX1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
AOX2P	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AP1AR	15	15	24	29	10	10	29	15	18.6	7.70064932327138
AP1B1	2	1	1	3	2	1	3	2	1.8	0.836660026534076
AP1B1P1	0	0	0	0	0	0	0	0	0	0
AP1G1	32	49	53	40	22	22	53	40	39.2	12.5976188226188
AP1G2	2	4	5	7	3	2	7	4	4.2	1.92353840616713
AP1M1	6	5	5	5	2	2	6	5	4.6	1.51657508881031
AP1M2	0	0	0	0	0	0	0	0	0	0
AP1S1	1	1	5	4	4	1	5	4	3	1.87082869338697
AP1S2	10	8	3	2	2	2	10	3	5	3.74165738677394
AP1S3	6	10	7	3	4	3	10	6	6	2.73861278752583
AP2A1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AP2A2	10	7	10	11	13	7	13	10	10.2	2.16794833886788
AP2B1	31	52	39	48	46	31	52	46	43.2	8.28854631404084
AP2M1	73	98	106	133	77	73	133	98	97.4	24.2548964128895
AP2S1	97	119	127	174	66	66	174	119	116.6	39.8534816546811
AP3B1	32	60	45	52	33	32	60	45	44.4	12.0954536913669
AP3B2	0	0	0	0	0	0	0	0	0	0
AP3D1	20	19	20	29	26	19	29	20	22.8	4.43846820423443
AP3M1	26	30	29	46	32	26	46	30	32.6	7.79743547584717
AP3M2	19	14	13	20	10	10	20	14	15.2	4.20713679359253
AP3S1	72	110	104	156	82	72	156	104	104.8	32.5760648329414
AP3S2	6	4	3	7	8	3	8	6	5.6	2.07364413533277
AP4B1	4	10	7	16	11	4	16	10	9.6	4.50555213042752
AP4B1-AS1	1	2	2	4	1	1	4	2	2	1.22474487139159
AP4E1	23	20	21	29	12	12	29	21	21	6.12372435695795
AP4M1	2	4	2	3	2	2	4	2	2.6	0.894427190999916
AP4S1	16	16	9	18	8	8	18	16	13.4	4.56070170039655
AP5B1	5	4	2	6	3	2	6	4	4	1.58113883008419
AP5M1	11	22	17	28	25	11	28	22	20.6	6.73052746818554
AP5S1	12	13	18	11	8	8	18	12	12.4	3.64691650576209
AP5Z1	2	2	3	1	2	1	3	2	2	0.707106781186548
APAF1	14	13	8	14	6	6	14	13	11	3.74165738677394
APBA1	2	1	2	3	0	0	3	2	1.6	1.14017542509914
APBA2	0	2	2	2	0	0	2	2	1.2	1.09544511501033
APBA3	2	1	0	1	1	0	2	1	1	0.707106781186548
APBB1	6	1	4	8	7	1	8	6	5.2	2.77488738510232
APBB1IP	0	0	0	0	0	0	0	0	0	0
APBB2	34	56	57	41	30	30	57	41	43.6	12.4217551094843
APBB3	2	0	0	1	1	0	2	1	0.8	0.836660026534076
APC	19	46	39	47	32	19	47	39	36.6	11.5455619178973
APC2	2	0	0	0	0	0	2	0	0.4	0.894427190999916
APCDD1	0	0	0	0	0	0	0	0	0	0
APCDD1L	4	2	6	6	4	2	6	4	4.4	1.67332005306815
APCDD1L-AS1	4	1	3	3	3	1	4	3	2.8	1.09544511501033
APEH	4	12	12	14	7	4	14	12	9.8	4.14728827066554
APEX1	99	117	150	201	104	99	201	117	134.2	42.3048460581054
APEX2	11	16	12	23	3	3	23	12	13	7.3143694191639
APH1A	17	20	11	30	17	11	30	17	19	6.96419413859206
APH1B	11	17	33	36	21	11	36	21	23.6	10.6207344378814
API5	49	52	56	70	50	49	70	52	55.4	8.59069263796581
APIP	31	34	41	66	20	20	66	34	38.4	17.184295155752
APITD1	19	11	22	19	8	8	22	19	15.8	5.97494769851586
APITD1-CORT	0	0	1	1	0	0	1	0	0.4	0.547722557505166
APLF	1	1	4	2	3	1	4	2	2.2	1.30384048104053
APLN	1	1	3	1	0	0	3	1	1.2	1.09544511501033
APLP1	1	7	2	9	5	1	9	5	4.8	3.3466401061363
APLP2	135	142	179	157	95	95	179	142	141.6	31.0290186760716
APMAP	12	21	20	30	29	12	30	21	22.4	7.36885337077622
APOA1	1	0	1	2	2	0	2	1	1.2	0.836660026534076
APOA1BP	24	21	17	26	12	12	26	21	20	5.61248608016091
APOB	0	0	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0	0	0
APOBEC3A	5	3	6	2	4	2	6	4	4	1.58113883008419
APOBEC3B	1	0	0	0	0	0	1	0	0.2	0.447213595499958
APOBEC3C	43	51	44	52	31	31	52	44	44.2	8.40832920383116
APOBEC3D	5	8	6	12	2	2	12	6	6.6	3.71483512420134
APOBEC3F	7	4	4	4	5	4	7	4	4.8	1.30384048104053
APOBEC3G	3	4	1	7	0	0	7	3	3	2.73861278752583
APOBEC3H	0	1	0	0	0	0	1	0	0.2	0.447213595499958
APOBEC4	0	0	0	0	1	0	1	0	0.2	0.447213595499958
APOBR	0	0	0	0	0	0	0	0	0	0
APOC1	0	3	1	1	1	0	3	1	1.2	1.09544511501033
APOC1P1	3	6	5	5	6	3	6	5	5	1.22474487139159
APOC4	0	0	0	0	0	0	0	0	0	0
APOD	24	14	18	23	9	9	24	18	17.6	6.26897120746299
APOE	1	6	1	4	1	1	6	1	2.6	2.30217288664427
APOF	0	1	0	0	1	0	1	0	0.4	0.547722557505166
APOH	0	0	0	0	0	0	0	0	0	0
APOL1	41	31	40	51	34	31	51	40	39.4	7.70064932327138
APOL2	33	28	37	48	20	20	48	33	33.2	10.4259292151827
APOL3	0	1	3	2	2	0	3	2	1.6	1.14017542509914
APOL4	0	0	1	1	1	0	1	1	0.6	0.547722557505166
APOL6	29	43	33	35	12	12	43	33	30.4	11.4804181108529
APOLD1	3	9	3	3	6	3	9	3	4.8	2.68328157299975
APOM	2	7	5	7	3	2	7	5	4.8	2.28035085019828
APOO	25	17	25	23	18	17	25	23	21.6	3.84707681233427
APOOL	31	22	43	38	27	22	43	31	32.2	8.40832920383116
APOPT1	36	49	38	66	37	36	66	38	45.2	12.7553910171347
APP	98	118	138	155	77	77	155	118	117.2	31.011288267339
APPBP2	26	32	28	22	23	22	32	26	26.2	4.02492235949962
APPL1	36	37	45	56	36	36	56	37	42	8.68907359849138
APPL2	9	15	25	21	16	9	25	16	17.2	6.09918027279076
APRT	49	77	81	105	55	49	105	77	73.4	22.378561169119
APTX	44	27	36	49	26	26	49	36	36.4	10.1636607578175
AQP1	4	6	4	14	3	3	14	4	6.2	4.49444101084885
AQP10	0	0	0	0	0	0	0	0	0	0
AQP11	1	0	1	1	0	0	1	1	0.6	0.547722557505166
AQP3	2	0	2	1	1	0	2	1	1.2	0.836660026534076
AQP4	0	0	0	0	0	0	0	0	0	0
AQP4-AS1	3	1	0	1	2	0	3	1	1.4	1.14017542509914
AQP6	3	5	0	1	1	0	5	1	2	2
AQP7	0	0	0	1	0	0	1	0	0.2	0.447213595499958
AQP7P1	0	0	0	0	0	0	0	0	0	0
AQP7P3	0	1	1	1	1	0	1	1	0.8	0.447213595499958
AQP8	0	0	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0	0	0
AQPEP	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AQR	6	14	18	15	11	6	18	14	12.8	4.54972526643093
AR	3	5	5	3	4	3	5	4	4	1
ARAF	23	13	17	20	7	7	23	17	16	6.2449979983984
ARAP1	3	6	6	3	4	3	6	4	4.4	1.51657508881031
ARAP2	1	0	0	1	0	0	1	0	0.4	0.547722557505166
ARAP3	1	1	1	1	1	1	1	1	1	0
ARC	0	0	0	0	0	0	0	0	0	0
ARCN1	80	102	79	99	66	66	102	80	85.2	15.0565600320923
AREG	1	0	0	0	0	0	1	0	0.2	0.447213595499958
AREL1	9	15	13	7	6	6	15	9	10	3.87298334620742
ARF1	79	114	129	150	64	64	150	114	107.2	35.4076262971694
ARF3	23	26	14	32	16	14	32	23	22.2	7.36206492772238
ARF4	719	1000	1036	1391	858	719	1391	1000	1000.8	251.643994563749
ARF5	21	35	29	34	22	21	35	29	28.2	6.53452370108182
ARF6	39	47	53	49	31	31	53	47	43.8	8.78635305459552
