Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
AKNAD1	0	0	0	1	0	1	0	0.25	0.5
AKR1A1	226	136	120	153	120	226	144.5	158.75	46.8143496519319
AKR1B1	210	231	235	207	207	235	220.5	220.75	14.2916059279565
AKR1B10	11	2	8	9	2	11	8.5	7.5	3.87298334620742
AKR1B15	0	0	0	0	0	0	0	0	0
AKR1C1	11	23	26	28	11	28	24.5	22	7.61577310586391
AKR1C2	5	11	15	10	5	15	10.5	10.25	4.11298755975102
AKR1C3	67	112	97	62	62	112	82	84.5	23.9791576165636
AKR1C6P	0	0	0	0	0	0	0	0	0
AKR1D1	3	1	4	0	0	4	2	2	1.82574185835055
AKR1E2	1	1	1	1	1	1	1	1	0
AKR7A2	73	89	74	72	72	89	73.5	77	8.04155872120988
AKR7A2P1	0	0	0	0	0	0	0	0	0
AKR7A3	1	0	1	0	0	1	0.5	0.5	0.577350269189626
AKR7L	2	0	0	0	0	2	0	0.5	1
AKT1	6	5	7	12	5	12	6.5	7.5	3.1091263510296
AKT1S1	6	2	4	3	2	6	3.5	3.75	1.70782512765993
AKT2	10	7	2	5	2	10	6	6	3.36650164612069
AKT3	47	33	38	44	33	47	41	40.5	6.2449979983984
AKTIP	35	23	36	54	23	54	35.5	37	12.7801930084539
ALAD	26	10	18	12	10	26	15	16.5	7.18795288428261
ALAS1	79	64	65	74	64	79	69.5	70.5	7.23417813807024
ALAS2	0	0	0	0	0	0	0	0	0
ALCAM	54	42	36	47	36	54	44.5	44.75	7.63216876123687
ALDH16A1	2	0	2	2	0	2	2	1.5	1
ALDH18A1	92	49	51	69	49	92	60	65.25	19.9728983041187
ALDH1A1	4	5	4	0	0	5	4	3.25	2.21735578260835
ALDH1A2	5	2	1	0	0	5	1.5	2	2.16024689946929
ALDH1A3	14	2	6	8	2	14	7	7.5	5
ALDH1B1	12	3	13	9	3	13	10.5	9.25	4.5
ALDH1L1	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0
ALDH1L2	145	63	72	80	63	145	76	90	37.3184494140186
ALDH2	23	19	26	33	19	33	24.5	25.25	5.90903263374528
ALDH3A2	45	35	33	25	25	45	34	34.5	8.22597511950204
ALDH3B1	15	10	11	9	9	15	10.5	11.25	2.62995563967658
ALDH4A1	0	0	0	1	0	1	0	0.25	0.5
ALDH5A1	12	2	8	2	2	12	5	6	4.89897948556636
ALDH6A1	124	62	76	71	62	124	73.5	83.25	27.7773888861666
ALDH7A1	35	38	33	30	30	38	34	34	3.36650164612069
ALDH8A1	1	0	0	3	0	3	0.5	1	1.4142135623731
ALDH9A1	98	98	85	71	71	98	91.5	88	12.8840987267251
ALDOA	776	840	769	624	624	840	772.5	752.25	91.2738553292599
ALDOC	4	12	6	10	4	12	8	8	3.65148371670111
ALG1	11	2	3	5	2	11	4	5.25	4.03112887414927
ALG10	1	0	1	1	0	1	1	0.75	0.5
ALG10B	9	4	6	7	4	9	6.5	6.5	2.08166599946613
ALG11	5	6	10	3	3	10	5.5	6	2.94392028877595
ALG12	5	3	0	2	0	5	2.5	2.5	2.08166599946613
ALG13	21	23	23	31	21	31	23	24.5	4.43471156521669
ALG14	33	21	27	34	21	34	30	28.75	6.02079728939615
ALG1L	0	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0	0
ALG1L9P	2	0	1	3	0	3	1.5	1.5	1.29099444873581
ALG2	73	13	31	43	13	73	37	40	25.219040425837
ALG3	23	36	31	29	23	36	30	29.75	5.37742193496723
ALG5	220	123	130	181	123	220	155.5	163.5	45.6836951220017
ALG6	5	10	15	4	4	15	7.5	8.5	5.06622805119022
ALG8	50	37	45	45	37	50	45	44.25	5.37742193496723
ALG9	17	10	15	11	10	17	13	13.25	3.30403793359983
ALK	0	0	0	0	0	0	0	0	0
ALKBH1	29	11	15	10	10	29	13	16.25	8.77021474461525
ALKBH2	43	28	21	34	21	43	31	31.5	9.32737905308882
ALKBH3	31	24	14	26	14	31	25	23.75	7.13559154286922
ALKBH3-AS1	0	0	0	2	0	2	0	0.5	1
ALKBH4	4	3	1	4	1	4	3.5	3	1.4142135623731
ALKBH5	197	56	105	118	56	197	111.5	119	58.4522597225006
ALKBH6	1	4	1	0	0	4	1	1.5	1.73205080756888
ALKBH7	46	38	25	55	25	55	42	41	12.7279220613579
ALKBH8	20	9	7	11	7	20	10	11.75	5.7373048260195
ALMS1	7	2	5	8	2	8	6	5.5	2.64575131106459
ALMS1P	0	0	0	1	0	1	0	0.25	0.5
ALOX12	0	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0	0
ALOX15	0	0	0	1	0	1	0	0.25	0.5
ALOX15B	0	0	0	0	0	0	0	0	0
ALOX5AP	11	29	32	13	11	32	21	21.25	10.7819293264239
ALOXE3	0	0	0	0	0	0	0	0	0
ALPK1	38	15	16	31	15	38	23.5	25	11.3431330181157
ALPK2	21	4	10	16	4	21	13	12.75	7.36545993132812
ALPK3	1	0	0	0	0	1	0	0.25	0.5
ALPL	0	1	0	1	0	1	0.5	0.5	0.577350269189626
ALPP	5	1	3	0	0	5	2	2.25	2.21735578260835
ALS2	21	11	10	14	10	21	12.5	14	4.96655480858378
ALS2CL	2	0	0	0	0	2	0	0.5	1
ALS2CR11	0	0	0	2	0	2	0	0.5	1
ALS2CR12	3	0	0	4	0	4	1.5	1.75	2.06155281280883
ALX1	0	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0	0
ALYREF	5	8	3	1	1	8	4	4.25	2.98607881119482
AMACR	0	0	0	0	0	0	0	0	0
AMBP	0	0	0	0	0	0	0	0	0
AMBRA1	10	4	10	8	4	10	9	8	2.82842712474619
AMD1	50	41	28	33	28	50	37	38	9.62635271879577
AMDHD1	0	0	0	1	0	1	0	0.25	0.5
AMDHD2	0	1	0	1	0	1	0.5	0.5	0.577350269189626
AMELX	0	0	0	0	0	0	0	0	0
AMER1	0	0	0	3	0	3	0	0.75	1.5
AMER3	1	0	0	0	0	1	0	0.25	0.5
AMFR	90	51	69	62	51	90	65.5	68	16.431676725155
AMH	1	0	0	1	0	1	0.5	0.5	0.577350269189626
AMICA1	0	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0	0
AMIGO2	116	67	55	60	55	116	63.5	74.5	28.1010082855877
AMIGO3	0	0	0	0	0	0	0	0	0
AMMECR1	14	6	7	7	6	14	7	8.5	3.69684550213647
AMMECR1L	24	4	6	20	4	24	13	13.5	9.98331942124796
AMN	0	0	0	0	0	0	0	0	0
AMN1	21	27	24	24	21	27	24	24	2.44948974278318
AMOT	0	1	0	1	0	1	0.5	0.5	0.577350269189626
AMOTL1	58	16	17	31	16	58	24	30.5	19.5703857907809
AMPD2	19	6	13	22	6	22	16	15	7.07106781186548
AMPD3	5	1	1	8	1	8	3	3.75	3.40342964277702
AMPH	0	0	0	0	0	0	0	0	0
AMT	2	0	1	0	0	2	0.5	0.75	0.957427107756338
AMTN	0	0	0	0	0	0	0	0	0
AMY2B	1	1	1	0	0	1	1	0.75	0.5
AMZ1	0	1	0	3	0	3	0.5	1	1.4142135623731
AMZ2	103	124	98	96	96	124	100.5	105.25	12.8419884233972
AMZ2P1	42	47	36	47	36	47	44.5	43	5.22812904711937
ANAPC1	14	9	15	17	9	17	14.5	13.75	3.40342964277702
ANAPC10	97	93	90	65	65	97	91.5	86.25	14.4539498638492
ANAPC11	534	645	560	420	420	645	547	539.75	92.8453014427763
ANAPC13	121	153	143	133	121	153	138	137.5	13.699148392023
ANAPC15	8	9	3	5	3	9	6.5	6.25	2.75378527364305
ANAPC16	323	289	318	246	246	323	303.5	294	35.3364778474973
ANAPC1P1	0	0	1	0	0	1	0	0.25	0.5
ANAPC2	0	0	0	1	0	1	0	0.25	0.5
ANAPC4	16	10	10	10	10	16	10	11.5	3
ANAPC5	149	119	114	123	114	149	121	126.25	15.607156478146
ANAPC7	15	14	16	8	8	16	14.5	13.25	3.5939764421413
ANG	111	110	76	84	76	111	97	95.25	17.9141471096635
ANGEL1	6	1	3	2	1	6	2.5	3	2.16024689946929
ANGEL2	15	8	10	15	8	15	12.5	12	3.55902608401044
ANGPT1	21	9	14	14	9	21	14	14.5	4.93288286231625
ANGPT2	8	1	1	3	1	8	2	3.25	3.30403793359983
ANGPT4	0	0	0	0	0	0	0	0	0
ANGPTL1	10	29	16	14	10	29	15	17.25	8.22090830342568
ANGPTL2	33	27	47	33	27	47	33	35	8.48528137423857
ANGPTL3	1	0	0	0	0	1	0	0.25	0.5
ANGPTL4	63	68	47	60	47	68	61.5	59.5	8.9628864398325
ANGPTL5	0	0	0	1	0	1	0	0.25	0.5
ANGPTL6	0	0	0	0	0	0	0	0	0
ANGPTL7	0	1	1	0	0	1	0.5	0.5	0.577350269189626
ANHX	0	0	0	0	0	0	0	0	0
ANK1	2	0	0	0	0	2	0	0.5	1
ANK2	28	21	13	33	13	33	24.5	23.75	8.69386757049665
ANK3	49	18	26	38	18	49	32	32.75	13.5984067694222
ANKAR	7	2	2	3	2	7	2.5	3.5	2.38047614284762
ANKDD1A	2	1	5	1	1	5	1.5	2.25	1.89296944860009
ANKDD1B	1	0	0	0	0	1	0	0.25	0.5
ANKEF1	0	0	0	0	0	0	0	0	0
ANKFY1	34	13	14	23	13	34	18.5	21	9.76387901058454
ANKH	22	8	20	11	8	22	15.5	15.25	6.80073525436772
ANKHD1	29	5	7	9	5	29	8	12.5	11.1205515450749
ANKHD1-EIF4EBP3	1	0	0	0	0	1	0	0.25	0.5
ANKIB1	67	31	42	61	31	67	51.5	50.25	16.6808273176123
ANKK1	0	0	0	0	0	0	0	0	0
ANKLE1	1	0	2	1	0	2	1	1	0.816496580927726
ANKLE2	46	12	18	37	12	46	27.5	28.25	15.9243000892766
ANKMY1	1	1	1	2	1	2	1	1.25	0.5
ANKMY2	49	47	30	50	30	50	48	44	9.41629792788369
ANKRA2	84	18	22	54	18	84	38	44.5	30.8706980808663
ANKRD1	20	12	10	17	10	20	14.5	14.75	4.57347424467075
ANKRD10	78	20	47	61	20	78	54	51.5	24.5288945259803
ANKRD11	518	130	107	601	107	601	324	339	257.027884349798
ANKRD12	238	96	108	177	96	238	142.5	154.75	65.9867410924346
ANKRD13A	54	20	27	35	20	54	31	34	14.6742404687034
ANKRD13B	3	0	2	0	0	3	1	1.25	1.5
ANKRD13C	34	11	18	24	11	34	21	21.75	9.74251849711699
ANKRD13D	3	5	1	5	1	5	4	3.5	1.91485421551268
ANKRD16	15	9	4	7	4	15	8	8.75	4.64578662158878
ANKRD17	146	46	82	77	46	146	79.5	87.75	41.9712202983584
ANKRD18A	1	0	1	1	0	1	1	0.75	0.5
ANKRD18B	1	0	1	3	0	3	1	1.25	1.25830573921179
ANKRD18DP	0	0	0	0	0	0	0	0	0
ANKRD19P	4	0	0	1	0	4	0.5	1.25	1.89296944860009
ANKRD2	0	0	0	0	0	0	0	0	0
ANKRD20A12P	7	14	3	12	3	14	9.5	9	4.96655480858378
ANKRD20A19P	0	0	0	1	0	1	0	0.25	0.5
ANKRD20A3	0	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	2	0	2	0	0.5	1
ANKRD20A9P	34	8	22	28	8	34	25	23	11.13552872566
ANKRD22	0	0	0	0	0	0	0	0	0
ANKRD23	1	0	0	0	0	1	0	0.25	0.5
ANKRD24	0	0	0	2	0	2	0	0.5	1
ANKRD26	41	21	19	27	19	41	24	27	9.93310961716756
ANKRD27	10	3	4	6	3	10	5	5.75	3.09569593683445
ANKRD28	46	21	18	28	18	46	24.5	28.25	12.5532200384337
ANKRD29	0	0	1	2	0	2	0.5	0.75	0.957427107756338
ANKRD30A	0	0	0	0	0	0	0	0	0
ANKRD30B	0	1	0	1	0	1	0.5	0.5	0.577350269189626
ANKRD30BP2	7	0	1	1	0	7	1	2.25	3.20156211871642
ANKRD31	0	0	0	0	0	0	0	0	0
ANKRD32	23	15	9	16	9	23	15.5	15.75	5.7373048260195
ANKRD33B	9	0	5	3	0	9	4	4.25	3.77491721763537
ANKRD34A	0	2	0	0	0	2	0	0.5	1
ANKRD35	1	4	2	3	1	4	2.5	2.5	1.29099444873581
ANKRD36	58	27	19	94	19	94	42.5	49.5	34.1027858099599
ANKRD36B	29	11	15	49	11	49	22	26	17.1658575861116
ANKRD36BP1	5	7	4	4	4	7	4.5	5	1.4142135623731
ANKRD36BP2	0	0	0	0	0	0	0	0	0
ANKRD37	6	2	1	7	1	7	4	4	2.94392028877595
ANKRD39	12	13	8	7	7	13	10	10	2.94392028877595
ANKRD40	62	23	39	36	23	62	37.5	40	16.2275485928508
ANKRD42	12	3	2	5	2	12	4	5.5	4.50924975282289
ANKRD44	38	8	10	13	8	38	11.5	17.25	13.9851111305321
ANKRD45	1	0	1	1	0	1	1	0.75	0.5
ANKRD46	20	12	7	8	7	20	10	11.75	5.90903263374528
ANKRD49	23	15	18	29	15	29	20.5	21.25	6.13052471924984
ANKRD50	27	2	12	20	2	27	16	15.25	10.7509689485801
ANKRD52	5	1	2	3	1	5	2.5	2.75	1.70782512765993
ANKRD53	0	0	0	0	0	0	0	0	0
ANKRD54	15	4	7	9	4	15	8	8.75	4.64578662158878
ANKRD55	0	0	1	0	0	1	0	0.25	0.5
ANKRD6	11	7	10	4	4	11	8.5	8	3.16227766016838
ANKRD61	0	0	0	0	0	0	0	0	0
ANKRD62	2	6	4	5	2	6	4.5	4.25	1.70782512765993
ANKRD62P1-PARP4P3	2	1	3	2	1	3	2	2	0.816496580927726
ANKRD65	0	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	1	0	1	0	0.25	0.5
ANKRD9	0	1	4	1	0	4	1	1.5	1.73205080756888
ANKS1A	5	4	2	6	2	6	4.5	4.25	1.70782512765993
ANKS1B	0	0	0	0	0	0	0	0	0
ANKS3	7	1	2	11	1	11	4.5	5.25	4.64578662158878
ANKS4B	4	1	2	2	1	4	2	2.25	1.25830573921179
ANKS6	5	3	1	4	1	5	3.5	3.25	1.70782512765993
ANKZF1	16	9	6	15	6	16	12	11.5	4.79583152331272
ANLN	1	0	0	2	0	2	0.5	0.75	0.957427107756338
ANO1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
ANO10	25	11	19	20	11	25	19.5	18.75	5.79511288357124
ANO2	0	0	1	0	0	1	0	0.25	0.5
ANO3	1	0	0	1	0	1	0.5	0.5	0.577350269189626
ANO4	0	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0	0
ANO6	53	38	28	54	28	54	45.5	43.25	12.5266382827424
ANO7	1	1	1	2	1	2	1	1.25	0.5
ANO8	0	1	1	2	0	2	1	1	0.816496580927726
ANP32A	24	40	49	24	24	49	32	34.25	12.3928742966809
ANP32A-IT1	4	0	3	3	0	4	3	2.5	1.73205080756888
ANP32AP1	0	0	0	0	0	0	0	0	0
ANP32B	185	109	109	156	109	185	132.5	139.75	37.4288213368611
ANP32C	0	0	0	0	0	0	0	0	0
ANP32E	44	74	53	38	38	74	48.5	52.25	15.7559512565887
ANPEP	0	1	0	1	0	1	0.5	0.5	0.577350269189626
ANTXR1	89	37	67	50	37	89	58.5	60.75	22.4851803046659
ANTXR2	154	59	88	102	59	154	95	100.75	39.7607427831356
ANXA1	2171	1819	1454	1659	1454	2171	1739	1775.75	302.90083635848
ANXA10	1	1	2	3	1	3	1.5	1.75	0.957427107756338
ANXA11	49	27	38	48	27	49	43	40.5	10.2794292967395
ANXA13	0	0	0	0	0	0	0	0	0
ANXA2	1307	1454	1194	955	955	1454	1250.5	1227.5	210.555614189379
ANXA2P1	0	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0	0	0	0
ANXA2R	9	13	9	5	5	13	9	9	3.2659863237109
ANXA3	5	17	16	10	5	17	13	12	5.59761854124889
ANXA4	172	165	118	136	118	172	150.5	147.75	25.2239965112589
ANXA5	3108	3235	2636	2636	2636	3235	2872	2903.75	313.488303875387
ANXA6	62	34	45	37	34	62	41	44.5	12.5565388012249
ANXA7	225	208	170	206	170	225	207	202.25	23.1282655351988
ANXA8L2	0	1	0	0	0	1	0	0.25	0.5
ANXA9	0	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0	0
AOC2	0	0	0	1	0	1	0	0.25	0.5
AOC3	0	0	0	0	0	0	0	0	0
AOC4P	0	1	0	1	0	1	0.5	0.5	0.577350269189626
AOX1	0	0	0	0	0	0	0	0	0
AOX2P	0	0	0	0	0	0	0	0	0
AP1AR	79	20	15	55	15	79	37.5	42.25	30.2806318736361
AP1B1	0	3	2	2	0	3	2	1.75	1.25830573921179
AP1B1P1	0	0	0	0	0	0	0	0	0
AP1G1	50	26	32	27	26	50	29.5	33.75	11.146748404804
AP1G2	3	5	3	2	2	5	3	3.25	1.25830573921179
AP1M1	9	4	9	10	4	10	9	8	2.70801280154532
AP1M2	0	0	0	0	0	0	0	0	0
AP1S1	0	4	3	3	0	4	3	2.5	1.73205080756888
AP1S2	26	11	8	12	8	26	11.5	14.25	8.0156097709407
AP1S3	13	4	7	11	4	13	9	8.75	4.03112887414927
AP2A1	3	0	0	1	0	3	0.5	1	1.4142135623731
AP2A2	25	10	18	22	10	25	20	18.75	6.5
AP2B1	32	32	27	33	27	33	32	31	2.70801280154532
AP2M1	93	86	87	53	53	93	86.5	79.75	18.0992633367586
AP2S1	84	132	108	93	84	132	100.5	104.25	20.9821352583573
AP3B1	105	76	62	77	62	105	76.5	80	18.0185090023194
AP3B2	0	0	0	0	0	0	0	0	0
AP3D1	62	24	27	62	24	62	44.5	43.75	21.1088449076053
AP3M1	41	33	30	32	30	41	32.5	34	4.83045891539648
AP3M2	32	30	26	41	26	41	31	32.25	6.34428877022476
AP3S1	100	108	85	86	85	108	93	94.75	11.1766124861993
AP3S2	7	6	4	5	4	7	5.5	5.5	1.29099444873581
AP4B1	34	19	17	27	17	34	23	24.25	7.8049129826454
AP4B1-AS1	6	4	3	2	2	6	3.5	3.75	1.70782512765993
AP4E1	47	24	22	33	22	47	28.5	31.5	11.3871272350258
AP4M1	8	10	2	7	2	10	7.5	6.75	3.40342964277702
AP4S1	22	14	18	14	14	22	16	17	3.82970843102535
AP5B1	11	2	1	4	1	11	3	4.5	4.50924975282289
AP5M1	30	19	26	14	14	30	22.5	22.25	7.13559154286922
AP5S1	18	4	9	11	4	18	10	10.5	5.8022983951764
AP5Z1	11	2	0	10	0	11	6	5.75	5.56027577253743
APAF1	12	8	4	8	4	12	8	8	3.2659863237109
APBA1	2	0	1	4	0	4	1.5	1.75	1.70782512765993
APBA2	0	1	2	0	0	2	0.5	0.75	0.957427107756338
APBA3	16	0	4	9	0	16	6.5	7.25	6.89806736219163
APBB1	10	5	4	11	4	11	7.5	7.5	3.51188458428425
APBB1IP	3	0	0	1	0	3	0.5	1	1.4142135623731
APBB2	55	27	34	58	27	58	44.5	43.5	15.3297097167559
APBB3	0	1	0	1	0	1	0.5	0.5	0.577350269189626
APC	92	35	51	50	35	92	50.5	57	24.454038521275
APC2	2	0	0	2	0	2	1	1	1.15470053837925
APCDD1	0	0	0	0	0	0	0	0	0
APCDD1L	2	4	0	5	0	5	3	2.75	2.21735578260835
APCDD1L-AS1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
APEH	20	11	11	20	11	20	15.5	15.5	5.19615242270663
APEX1	145	112	111	120	111	145	116	122	15.8534959341255
APEX2	9	8	8	11	8	11	8.5	9	1.4142135623731
APH1A	35	27	25	18	18	35	26	26.25	6.9940450861191
APH1B	20	27	24	25	20	27	24.5	24	2.94392028877595
API5	43	27	38	31	27	43	34.5	34.75	7.13559154286922
APIP	67	68	55	46	46	68	61	59	10.4880884817015
APITD1	11	16	7	16	7	16	13.5	12.5	4.35889894354067
APITD1-CORT	0	2	0	2	0	2	1	1	1.15470053837925
APLF	6	3	2	5	2	6	4	4	1.82574185835055
APLN	3	1	0	2	0	3	1.5	1.5	1.29099444873581
APLP1	3	4	3	4	3	4	3.5	3.5	0.577350269189626
APLP2	204	154	167	241	154	241	185.5	191.5	39.2130930515136
APMAP	14	12	17	14	12	17	14	14.25	2.06155281280883
APOA1	0	1	0	1	0	1	0.5	0.5	0.577350269189626
APOA1BP	37	33	26	21	21	37	29.5	29.25	7.13559154286922
APOB	0	0	0	0	0	0	0	0	0
APOBEC2	1	0	0	0	0	1	0	0.25	0.5
APOBEC3A	12	5	6	9	5	12	7.5	8	3.16227766016838
APOBEC3B	0	0	0	0	0	0	0	0	0
APOBEC3C	84	80	42	78	42	84	79	71	19.4935886896179
APOBEC3D	9	6	9	6	6	9	7.5	7.5	1.73205080756888
APOBEC3F	11	4	4	7	4	11	5.5	6.5	3.3166247903554
APOBEC3G	5	2	1	4	1	5	3	3	1.82574185835055
APOBEC3H	0	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0	0
APOC1	0	6	0	4	0	6	2	2.5	3
APOC1P1	7	2	7	2	2	7	4.5	4.5	2.88675134594813
APOC4	0	0	0	0	0	0	0	0	0
APOD	13	26	23	18	13	26	20.5	20	5.71547606649408
APOE	1	3	1	1	1	3	1	1.5	1
APOF	1	0	0	0	0	1	0	0.25	0.5
APOH	0	0	0	0	0	0	0	0	0
APOL1	70	57	67	76	57	76	68.5	67.5	7.93725393319377
APOL2	65	21	40	35	21	65	37.5	40.25	18.3552898823927
APOL3	13	3	4	5	3	13	4.5	6.25	4.57347424467075
APOL4	1	0	0	0	0	1	0	0.25	0.5
APOL6	54	41	31	32	31	54	36.5	39.5	10.6614570611463
APOLD1	7	3	0	6	0	7	4.5	4	3.16227766016838
APOM	3	14	9	4	3	14	6.5	7.5	5.06622805119022
APOO	33	23	33	32	23	33	32.5	30.25	4.85626742811116
APOOL	17	20	31	20	17	31	20	22	6.16441400296898
APOPT1	113	124	97	83	83	124	105	104.25	17.9884222024427
APP	251	134	159	153	134	251	156	174.25	52.2645514027752
APPBP2	71	42	52	51	42	71	51.5	54	12.1928941054479
APPL1	100	47	49	73	47	100	61	67.25	24.8243831746128
APPL2	27	16	10	20	10	27	18	18.25	7.13559154286922
APRT	48	71	56	56	48	71	56	57.75	9.60468635614927
APTX	52	42	44	61	42	61	48	49.75	8.65544144839919
AQP1	2	1	1	1	1	2	1	1.25	0.5
AQP10	0	0	0	0	0	0	0	0	0
AQP11	3	1	2	1	1	3	1.5	1.75	0.957427107756338
AQP3	0	0	0	1	0	1	0	0.25	0.5
AQP4	0	0	0	0	0	0	0	0	0
AQP4-AS1	2	1	0	0	0	2	0.5	0.75	0.957427107756338
AQP6	1	1	4	2	1	4	1.5	2	1.4142135623731
AQP7	0	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0	0
AQP7P3	1	0	0	1	0	1	0.5	0.5	0.577350269189626
AQP8	0	0	1	0	0	1	0	0.25	0.5
AQP9	0	0	0	1	0	1	0	0.25	0.5
AQPEP	1	0	0	2	0	2	0.5	0.75	0.957427107756338
AQR	35	12	22	15	12	35	18.5	21	10.2306728354819
AR	14	1	4	19	1	19	9	9.5	8.42614977317636
ARAF	31	13	19	21	13	31	20	21	7.48331477354788
ARAP1	15	2	2	10	2	15	6	7.25	6.39661368746516
ARAP2	1	0	1	1	0	1	1	0.75	0.5
ARAP3	1	0	1	1	0	1	1	0.75	0.5
ARC	0	0	0	0	0	0	0	0	0
ARCN1	184	102	133	229	102	229	158.5	162	56.0178542966437
AREG	0	0	0	0	0	0	0	0	0
AREL1	18	4	6	6	4	18	6	8.5	6.40312423743285
ARF1	158	123	136	146	123	158	141	140.75	14.8632656797444
ARF3	27	15	16	13	13	27	15.5	17.75	6.29152869605896
ARF4	1756	1480	1393	1898	1393	1898	1618	1631.75	235.483014249436
ARF5	54	29	29	37	29	54	33	37.25	11.7862914721581
ARF6	79	40	58	45	40	79	51.5	55.5	17.4068951855292
ARFGAP1	19	5	8	23	5	23	13.5	13.75	8.61684396980704
ARFGAP2	18	9	6	23	6	23	13.5	14	7.87400787401181
ARFGAP3	231	167	132	176	132	231	171.5	176.5	40.9918691124634
ARFGEF1	41	16	22	37	16	41	29.5	29	11.916375287813
ARFGEF2	76	16	35	59	16	76	47	46.5	26.3881286440197
ARFIP1	67	42	46	65	42	67	55.5	55	12.8322510366134
ARFIP2	38	17	11	17	11	38	17	20.75	11.842719282327
ARFRP1	1	4	0	3	0	4	2	2	1.82574185835055
ARG1	0	0	0	0	0	0	0	0	0
ARG2	35	23	24	32	23	35	28	28.5	5.91607978309962
ARGFX	7	1	4	3	1	7	3.5	3.75	2.5
ARGFXP2	0	0	0	0	0	0	0	0	0
ARGLU1	55	17	19	56	17	56	37	36.75	21.6698715578412
ARHGAP1	89	31	67	58	31	89	62.5	61.25	24.0052077683156
ARHGAP10	40	18	15	28	15	40	23	25.25	11.295279249905
ARHGAP11A	8	1	5	3	1	8	4	4.25	2.98607881119482
ARHGAP11B	0	0	0	0	0	0	0	0	0
ARHGAP12	45	14	18	24	14	45	21	25.25	13.7931142241337
ARHGAP15	0	0	0	0	0	0	0	0	0
ARHGAP17	26	10	9	20	9	26	15	16.25	8.18026079453868
ARHGAP18	32	48	30	38	30	48	35	37	8.08290376865476
ARHGAP19	1	1	4	1	1	4	1	1.75	1.5
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0
ARHGAP20	3	0	1	2	0	3	1.5	1.5	1.29099444873581
ARHGAP21	66	15	24	38	15	66	31	35.75	22.2766694099455
ARHGAP22	14	6	6	13	6	14	9.5	9.75	4.3493294502333
ARHGAP23	16	3	5	6	3	16	5.5	7.5	5.8022983951764
ARHGAP24	80	36	34	39	34	80	37.5	47.25	21.9298122806983
ARHGAP25	0	0	1	2	0	2	0.5	0.75	0.957427107756338
ARHGAP26	39	19	27	29	19	39	28	28.5	8.22597511950204
ARHGAP26-AS1	0	0	0	0	0	0	0	0	0
ARHGAP27	5	0	0	1	0	5	0.5	1.5	2.38047614284762
ARHGAP28	2	2	0	4	0	4	2	2	1.63299316185545
ARHGAP29	107	45	44	65	44	107	55	65.25	29.4660821963151
ARHGAP30	0	0	0	0	0	0	0	0	0
ARHGAP31	13	3	3	5	3	13	4	6	4.76095228569523
ARHGAP32	9	2	2	7	2	9	4.5	5	3.55902608401044
ARHGAP33	0	0	1	0	0	1	0	0.25	0.5
ARHGAP35	47	9	12	34	9	47	23	25.5	18.1567251085284
ARHGAP39	3	0	0	0	0	3	0	0.75	1.5
ARHGAP4	1	0	0	0	0	1	0	0.25	0.5
ARHGAP42	6	1	2	6	1	6	4	3.75	2.62995563967658
ARHGAP44	2	0	1	0	0	2	0.5	0.75	0.957427107756338
ARHGAP5	238	127	166	163	127	238	164.5	173.5	46.5080638169339
ARHGAP5-AS1	7	8	3	1	1	8	5	4.75	3.30403793359983
ARHGAP6	1	4	5	2	1	5	3	3	1.82574185835055
ARHGAP8	0	0	1	0	0	1	0	0.25	0.5
ARHGAP9	2	0	0	0	0	2	0	0.5	1
ARHGDIA	20	11	14	12	11	20	13	14.25	4.03112887414927
ARHGDIB	3	10	9	5	3	10	7	6.75	3.30403793359983
ARHGDIG	0	0	0	0	0	0	0	0	0
ARHGEF1	0	1	4	2	0	4	1.5	1.75	1.70782512765993
ARHGEF10	25	2	6	14	2	25	10	11.75	10.1447851956888
ARHGEF10L	8	1	1	5	1	8	3	3.75	3.40342964277702
ARHGEF11	8	0	1	6	0	8	3.5	3.75	3.86221007541882
ARHGEF12	56	33	28	38	28	56	35.5	38.75	12.2031416719903
