Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
AKR7A3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AKR7L	1	0	2	0	2	1	1	1
AKT1	6	9	15	6	15	9	10	4.58257569495584
AKT1S1	7	3	7	3	7	7	5.66666666666667	2.3094010767585
AKT2	7	4	8	4	8	7	6.33333333333333	2.08166599946613
AKT3	57	20	44	20	57	44	40.3333333333333	18.7705443004015
AKTIP	70	11	35	11	70	35	38.6666666666667	29.6704117486316
ALAD	32	16	35	16	35	32	27.6666666666667	10.2143689640297
ALAS1	62	29	55	29	62	55	48.6666666666667	17.3877351409933
ALAS2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALCAM	45	30	58	30	58	45	44.3333333333333	14.0118997046558
ALDH16A1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ALDH18A1	75	33	82	33	82	75	63.3333333333333	26.5015722804013
ALDH1A1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ALDH1A2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ALDH1A3	4	3	1	1	4	3	2.66666666666667	1.52752523165195
ALDH1B1	24	7	15	7	24	15	15.3333333333333	8.50490054811538
ALDH1L1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	106	63	88	63	106	88	85.6666666666667	21.594752448994
ALDH2	37	20	32	20	37	32	29.6666666666667	8.7368949480541
ALDH3A2	36	19	28	19	36	28	27.6666666666667	8.50490054811538
ALDH3B1	10	9	14	9	14	10	11	2.64575131106459
ALDH4A1	0	0	0	0	0	0	0	0
ALDH5A1	4	0	5	0	5	4	3	2.64575131106459
ALDH6A1	96	34	79	34	96	79	69.6666666666667	32.0364375880548
ALDH7A1	82	34	67	34	82	67	61	24.5560583156173
ALDH8A1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ALDH9A1	116	49	102	49	116	102	89	35.3411940941446
ALDOA	2139	961	1918	961	2139	1918	1672.66666666667	626.148810853565
ALDOC	22	11	17	11	22	17	16.6666666666667	5.5075705472861
ALG1	11	0	12	0	12	11	7.66666666666667	6.65832811847939
ALG10	2	1	4	1	4	2	2.33333333333333	1.52752523165195
ALG10B	9	4	10	4	10	9	7.66666666666667	3.21455025366432
ALG11	11	3	12	3	12	11	8.66666666666667	4.93288286231625
ALG12	10	3	5	3	10	5	6	3.60555127546399
ALG13	69	27	59	27	69	59	51.6666666666667	21.9393102292058
ALG14	85	32	80	32	85	80	65.6666666666667	29.2631736715848
ALG1L	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	1	0	2	0	2	1	1	1
ALG2	23	11	16	11	23	16	16.6666666666667	6.02771377334171
ALG3	22	11	29	11	29	22	20.6666666666667	9.07377172587747
ALG5	168	79	130	79	168	130	125.666666666667	44.6579593503032
ALG6	6	2	6	2	6	6	4.66666666666667	2.3094010767585
ALG8	81	35	72	35	81	72	62.6666666666667	24.3789526709687
ALG9	16	9	16	9	16	16	13.6666666666667	4.04145188432738
ALK	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALKBH1	7	4	9	4	9	7	6.66666666666667	2.51661147842358
ALKBH2	24	9	19	9	24	19	17.3333333333333	7.63762615825973
ALKBH3	15	4	17	4	17	15	12	7
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	17	0	8	0	17	8	8.33333333333333	8.50490054811538
ALKBH5	78	54	71	54	78	71	67.6666666666667	12.3423390543824
ALKBH6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALKBH7	41	12	28	12	41	28	27	14.5258390463339
ALKBH8	10	4	11	4	11	10	8.33333333333333	3.78593889720018
ALMS1	2	1	7	1	7	2	3.33333333333333	3.21455025366432
ALMS1P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	28	6	20	6	28	20	18	11.13552872566
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	20	6	11	6	20	11	12.3333333333333	7.09459888459759
ALPK2	32	20	28	20	32	28	26.6666666666667	6.11010092660779
ALPK3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ALS2	26	15	18	15	26	18	19.6666666666667	5.68624070307733
ALS2CL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALS2CR11	10	2	7	2	10	7	6.33333333333333	4.04145188432738
ALS2CR12	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	6	7	4	4	7	6	5.66666666666667	1.52752523165195
AMACR	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	3	4	3	3	4	3	3.33333333333333	0.577350269189626
AMD1	37	27	35	27	37	35	33	5.29150262212918
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	0	0	0	0	0	0	0	0
AMELX	0	0	0	0	0	0	0	0
AMER1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
AMER3	0	0	0	0	0	0	0	0
AMFR	74	41	62	41	74	62	59	16.7032930884901
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	74	47	51	47	74	51	57.3333333333333	14.5716619962629
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	7	6	4	4	7	6	5.66666666666667	1.52752523165195
AMMECR1L	13	4	9	4	13	9	8.66666666666667	4.50924975282289
AMN	0	0	0	0	0	0	0	0
AMN1	24	13	32	13	32	24	23	9.53939201416946
AMOT	2	2	2	2	2	2	2	0
AMOTL1	33	15	39	15	39	33	29	12.4899959967968
AMPD2	12	7	12	7	12	12	10.3333333333333	2.88675134594813
AMPD3	0	0	0	0	0	0	0	0
AMPH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMT	0	0	0	0	0	0	0	0
AMTN	0	0	0	0	0	0	0	0
AMY2B	2	3	1	1	3	2	2	1
AMZ1	1	1	1	1	1	1	1	0
AMZ2	169	58	145	58	169	145	124	58.4037670017954
AMZ2P1	70	21	37	21	70	37	42.6666666666667	24.9866631092136
ANAPC1	12	9	12	9	12	12	11	1.73205080756888
ANAPC10	77	21	55	21	77	55	51	28.2134719593318
ANAPC11	939	425	871	425	939	871	745	279.206017127139
ANAPC13	278	119	212	119	278	212	203	79.8811617341661
ANAPC15	30	12	30	12	30	30	24	10.3923048454133
ANAPC16	352	181	339	181	352	339	290.666666666667	95.196288443055
ANAPC1P1	0	0	0	0	0	0	0	0
ANAPC2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANAPC4	12	7	8	7	12	8	9	2.64575131106459
ANAPC5	133	81	162	81	162	133	125.333333333333	41.0406302745625
ANAPC7	18	6	12	6	18	12	12	6
ANG	90	40	76	40	90	76	68.6666666666667	25.7940561628708
ANGEL1	2	1	4	1	4	2	2.33333333333333	1.52752523165195
ANGEL2	12	7	15	7	15	12	11.3333333333333	4.04145188432738
ANGPT1	65	37	53	37	65	53	51.6666666666667	14.047538337137
ANGPT2	8	4	5	4	8	5	5.66666666666667	2.08166599946613
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	55	27	58	27	58	55	46.6666666666667	17.0977581376429
ANGPTL2	15	6	23	6	23	15	14.6666666666667	8.50490054811538
ANGPTL3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANGPTL4	141	77	127	77	141	127	115	33.6452076825214
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANK2	17	13	8	8	17	13	12.6666666666667	4.50924975282289
ANK3	50	23	46	23	50	46	39.6666666666667	14.5716619962629
ANKAR	3	2	1	1	3	2	2	1
ANKDD1A	1	2	8	1	8	2	3.66666666666667	3.78593889720018
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	33	10	24	10	33	24	22.3333333333333	11.5902257671425
ANKH	50	14	43	14	50	43	35.6666666666667	19.0875177362939
ANKHD1	17	5	7	5	17	7	9.66666666666667	6.42910050732864
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	46	23	34	23	46	34	34.3333333333333	11.5036226178249
ANKK1	1	0	2	0	2	1	1	1
ANKLE1	2	2	7	2	7	2	3.66666666666667	2.88675134594813
ANKLE2	26	12	19	12	26	19	19	7
ANKMY1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	48	12	30	12	48	30	30	18
ANKRA2	37	18	45	18	45	37	33.3333333333333	13.8684293751431
ANKRD1	170	69	164	69	170	164	134.333333333333	56.6598035059541
ANKRD10	38	13	25	13	38	25	25.3333333333333	12.5033328890074
ANKRD11	552	215	408	215	552	408	391.666666666667	169.092676758437
ANKRD12	144	75	123	75	144	123	114	35.3694783676548
ANKRD13A	47	30	33	30	47	33	36.6666666666667	9.07377172587747
ANKRD13B	3	0	1	0	3	1	1.33333333333333	1.52752523165195
ANKRD13C	22	12	15	12	22	15	16.3333333333333	5.13160143944688
ANKRD13D	2	1	3	1	3	2	2	1
ANKRD16	3	1	4	1	4	3	2.66666666666667	1.52752523165195
ANKRD17	41	36	29	29	41	36	35.3333333333333	6.02771377334171
ANKRD18A	0	0	0	0	0	0	0	0
ANKRD18B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	1	0	2	0	2	1	1	1
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	7	1	6	1	7	6	4.66666666666667	3.21455025366432
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	32	11	17	11	32	17	20	10.816653826392
ANKRD22	2	0	1	0	2	1	1	1
ANKRD23	0	0	0	0	0	0	0	0
ANKRD24	0	0	0	0	0	0	0	0
ANKRD26	28	12	27	12	28	27	22.3333333333333	8.9628864398325
ANKRD27	10	5	4	4	10	5	6.33333333333333	3.21455025366432
ANKRD28	11	7	10	7	11	10	9.33333333333333	2.08166599946613
ANKRD29	0	0	0	0	0	0	0	0
ANKRD30A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD30B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD30BP2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	7	9	8	7	9	8	8	1
ANKRD33B	2	2	4	2	4	2	2.66666666666667	1.15470053837925
ANKRD34A	2	0	3	0	3	2	1.66666666666667	1.52752523165195
ANKRD35	3	1	4	1	4	3	2.66666666666667	1.52752523165195
ANKRD36	41	22	30	22	41	30	31	9.53939201416946
ANKRD36B	50	24	20	20	50	24	31.3333333333333	16.2890556304942
ANKRD36BP1	16	6	13	6	16	13	11.6666666666667	5.13160143944688
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	12	5	13	5	13	12	10	4.35889894354067
ANKRD39	9	3	8	3	9	8	6.66666666666667	3.21455025366432
ANKRD40	38	26	28	26	38	28	30.6666666666667	6.42910050732864
ANKRD42	7	4	2	2	7	4	4.33333333333333	2.51661147842358
ANKRD44	38	11	22	11	38	22	23.6666666666667	13.5769412362775
ANKRD45	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD46	23	5	9	5	23	9	12.3333333333333	9.45163125250522
ANKRD49	36	19	38	19	38	36	31	10.4403065089106
ANKRD50	21	11	25	11	25	21	19	7.21110255092798
ANKRD52	7	1	5	1	7	5	4.33333333333333	3.05505046330389
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	9	3	6	3	9	6	6	3
ANKRD55	5	2	1	1	5	2	2.66666666666667	2.08166599946613
ANKRD6	14	5	26	5	26	14	15	10.5356537528527
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	5	1	4	1	5	4	3.33333333333333	2.08166599946613
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	2	1	3	1	3	2	2	1
ANKRD9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKS1A	5	6	7	5	7	6	6	1
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	4	5	10	4	10	5	6.33333333333333	3.21455025366432
ANKS4B	9	2	5	2	9	5	5.33333333333333	3.51188458428425
ANKS6	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ANKZF1	16	4	11	4	16	11	10.3333333333333	6.02771377334171
ANLN	2	1	7	1	7	2	3.33333333333333	3.21455025366432
ANO1	1	0	2	0	2	1	1	1
ANO10	10	11	12	10	12	11	11	1
ANO2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANO3	2	0	4	0	4	2	2	2
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	58	25	33	25	58	33	38.6666666666667	17.2143351115671
ANO7	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANO8	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANP32A	64	26	55	26	64	55	48.3333333333333	19.8578280114753
ANP32A-IT1	9	4	7	4	9	7	6.66666666666667	2.51661147842358
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	102	62	95	62	102	95	86.3333333333333	21.3619599600162
ANP32C	0	0	0	0	0	0	0	0
ANP32E	184	57	121	57	184	121	120.666666666667	63.5006561645888
ANPEP	3	3	3	3	3	3	3	0
ANTXR1	119	79	143	79	143	119	113.666666666667	32.331615074619
ANTXR2	213	72	89	72	213	89	124.666666666667	76.9696910045333
ANXA1	2836	1213	2475	1213	2836	2475	2174.66666666667	852.163325503588
ANXA10	4	1	0	0	4	1	1.66666666666667	2.08166599946613
ANXA11	24	11	35	11	35	24	23.3333333333333	12.0138808606267
ANXA13	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANXA2	4581	1842	3957	1842	4581	3957	3460	1435.54414770149
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0	0	0
ANXA2R	19	3	12	3	19	12	11.3333333333333	8.02080627701064
ANXA3	23	9	34	9	34	23	22	12.5299640861417
ANXA4	227	107	205	107	227	205	179.666666666667	63.8853139096407
ANXA5	6560	2826	5693	2826	6560	5693	5026.33333333333	1954.23190367298
ANXA6	124	46	112	46	124	112	94	42
ANXA7	310	108	247	108	310	247	221.666666666667	103.355373993486
ANXA8L2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANXA9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOAH	0	0	0	0	0	0	0	0
AOC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AOC3	0	0	0	0	0	0	0	0
AOC4P	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AOX1	4	1	2	1	4	2	2.33333333333333	1.52752523165195
AOX2P	0	0	0	0	0	0	0	0
AP1AR	21	9	17	9	21	17	15.6666666666667	6.11010092660779
AP1B1	4	2	4	2	4	4	3.33333333333333	1.15470053837925
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	63	15	52	15	63	52	43.3333333333333	25.1462389500564
AP1G2	6	3	7	3	7	6	5.33333333333333	2.08166599946613
AP1M1	10	5	11	5	11	10	8.66666666666667	3.21455025366432
AP1M2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AP1S1	2	4	1	1	4	2	2.33333333333333	1.52752523165195
AP1S2	9	7	9	7	9	9	8.33333333333333	1.15470053837925
AP1S3	16	13	9	9	16	13	12.6666666666667	3.51188458428425
AP2A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AP2A2	13	6	6	6	13	6	8.33333333333333	4.04145188432738
AP2B1	79	39	61	39	79	61	59.6666666666667	20.0333056017556
AP2M1	161	75	133	75	161	133	123	43.8634243989226
AP2S1	223	87	208	87	223	208	172.666666666667	74.5676426698158
AP3B1	78	34	64	34	78	64	58.6666666666667	22.4796204001165
AP3B2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AP3D1	41	22	31	22	41	31	31.3333333333333	9.50438495292217
AP3M1	66	33	37	33	66	37	45.3333333333333	18.0092568789868
AP3M2	37	11	28	11	37	28	25.3333333333333	13.2035348802256
AP3S1	182	88	126	88	182	126	132	47.2863616701476
AP3S2	9	7	7	7	9	7	7.66666666666667	1.15470053837925
AP4B1	20	7	18	7	20	18	15	7
AP4B1-AS1	3	2	5	2	5	3	3.33333333333333	1.52752523165195
AP4E1	28	17	26	17	28	26	23.6666666666667	5.85946527708232
AP4M1	6	2	8	2	8	6	5.33333333333333	3.05505046330389
AP4S1	25	12	24	12	25	24	20.3333333333333	7.23417813807024
AP5B1	5	5	3	3	5	5	4.33333333333333	1.15470053837925
AP5M1	37	27	29	27	37	29	31	5.29150262212918
AP5S1	16	13	16	13	16	16	15	1.73205080756888
AP5Z1	5	0	4	0	5	4	3	2.64575131106459
APAF1	15	12	18	12	18	15	15	3
APBA1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
APBA2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
APBA3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
APBB1	5	1	11	1	11	5	5.66666666666667	5.03322295684717
APBB1IP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APBB2	68	31	40	31	68	40	46.3333333333333	19.2959408512084
APBB3	1	2	3	1	3	2	2	1
APC	49	29	41	29	49	41	39.6666666666667	10.0664459136943
APC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	6	5	5	5	6	5	5.33333333333333	0.577350269189626
APCDD1L-AS1	7	2	5	2	7	5	4.66666666666667	2.51661147842358
APEH	16	9	9	9	16	9	11.3333333333333	4.04145188432738
APEX1	237	105	216	105	237	216	186	70.9295425052213
APEX2	18	6	32	6	32	18	18.6666666666667	13.0128141972954
APH1A	39	17	21	17	39	21	25.6666666666667	11.7189305541646
APH1B	33	17	18	17	33	18	22.6666666666667	8.9628864398325
API5	80	48	69	48	80	69	65.6666666666667	16.2583311976763
APIP	49	21	57	21	57	49	42.3333333333333	18.9032625050104
APITD1	21	12	23	12	23	21	18.6666666666667	5.85946527708232
APITD1-CORT	1	2	1	1	2	1	1.33333333333333	0.577350269189626
APLF	3	2	2	2	3	2	2.33333333333333	0.577350269189626
APLN	1	3	2	1	3	2	2	1
APLP1	10	7	5	5	10	7	7.33333333333333	2.51661147842358
APLP2	247	112	205	112	247	205	188	69.0869017976635
APMAP	31	12	42	12	42	31	28.3333333333333	15.1767365837763
APOA1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APOA1BP	28	11	25	11	28	25	21.3333333333333	9.07377172587747
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	3	3	10	3	10	3	5.33333333333333	4.04145188432738
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	81	52	72	52	81	72	68.3333333333333	14.8436293854749
APOBEC3D	8	3	10	3	10	8	7	3.60555127546399
APOBEC3F	8	4	7	4	8	7	6.33333333333333	2.08166599946613
APOBEC3G	4	3	4	3	4	4	3.66666666666667	0.577350269189626
APOBEC3H	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APOC1P1	4	3	2	2	4	3	3	1
APOC4	0	0	0	0	0	0	0	0
APOD	23	5	22	5	23	22	16.6666666666667	10.1159939369957
APOE	7	2	3	2	7	3	4	2.64575131106459
APOF	0	0	0	0	0	0	0	0
APOH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOL1	49	25	46	25	49	46	40	13.076696830622
APOL2	80	22	57	22	80	57	53	29.2061637330205
APOL3	6	1	4	1	6	4	3.66666666666667	2.51661147842358
APOL4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
APOL6	32	19	40	19	40	32	30.3333333333333	10.5987420637231
APOLD1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
APOM	15	5	7	5	15	7	9	5.29150262212918
APOO	38	12	23	12	38	23	24.3333333333333	13.0511813003013
APOOL	47	16	31	16	47	31	31.3333333333333	15.502687938978
APOPT1	89	41	71	41	89	71	67	24.2487113059643
APP	182	111	200	111	200	182	164.333333333333	47.056703383613
APPBP2	65	24	48	24	65	48	45.6666666666667	20.5993527406405
APPL1	67	28	53	28	67	53	49.3333333333333	19.7568553503166
APPL2	24	10	11	10	24	11	15	7.81024967590665
APRT	145	70	113	70	145	113	109.333333333333	37.6342043005207
APTX	66	30	63	30	66	63	53	19.9749843554382
AQP1	5	0	2	0	5	2	2.33333333333333	2.51661147842358
AQP10	0	0	0	0	0	0	0	0
AQP11	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AQP3	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
AQP6	1	1	3	1	3	1	1.66666666666667	1.15470053837925
AQP7	0	0	0	0	0	0	0	0
AQP7P1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AQP7P3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0
AQR	24	15	11	11	24	15	16.6666666666667	6.65832811847939
AR	5	0	3	0	5	3	2.66666666666667	2.51661147842358
ARAF	19	11	14	11	19	14	14.6666666666667	4.04145188432738
ARAP1	8	4	11	4	11	8	7.66666666666667	3.51188458428425
ARAP2	0	0	0	0	0	0	0	0
ARAP3	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ARC	0	0	0	0	0	0	0	0
ARCN1	136	75	118	75	136	118	109.666666666667	31.3421973277773
AREG	0	0	0	0	0	0	0	0
AREL1	17	18	15	15	18	17	16.6666666666667	1.52752523165195
ARF1	203	76	178	76	203	178	152.333333333333	67.2780300940309
ARF3	43	16	32	16	43	32	30.3333333333333	13.5769412362775
ARF4	1918	882	1648	882	1918	1648	1482.66666666667	537.424723410947
ARF5	44	21	35	21	44	35	33.3333333333333	11.5902257671425
ARF6	58	22	48	22	58	48	42.6666666666667	18.5831464863551
ARFGAP1	9	6	13	6	13	9	9.33333333333333	3.51188458428425
ARFGAP2	28	13	25	13	28	25	22	7.93725393319377
ARFGAP3	212	77	181	77	212	181	156.666666666667	70.7130351019763
ARFGEF1	28	14	21	14	28	21	21	7
ARFGEF2	33	21	16	16	33	21	23.3333333333333	8.73689494805411
ARFIP1	77	30	41	30	77	41	49.3333333333333	24.5831920899897
ARFIP2	14	11	23	11	23	14	16	6.2449979983984
ARFRP1	7	1	4	1	7	4	4	3
ARG1	0	0	0	0	0	0	0	0
ARG2	17	5	6	5	17	6	9.33333333333333	6.65832811847939
ARGFX	7	4	5	4	7	5	5.33333333333333	1.52752523165195
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	102	52	92	52	102	92	82	26.4575131106459
ARHGAP1	118	44	67	44	118	67	76.3333333333333	37.8725934328946
ARHGAP10	12	0	9	0	12	9	7	6.2449979983984
ARHGAP11A	8	6	6	6	8	6	6.66666666666667	1.15470053837925
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	23	7	29	7	29	23	19.6666666666667	11.3724814061547
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	11	6	10	6	11	10	9	2.64575131106459
ARHGAP18	57	17	59	17	59	57	44.3333333333333	23.6924741918891
ARHGAP19	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	5	1	5	1	5	5	3.66666666666667	2.3094010767585
ARHGAP21	50	29	41	29	50	41	40	10.5356537528527
ARHGAP22	10	7	11	7	11	10	9.33333333333333	2.08166599946613
ARHGAP23	18	9	5	5	18	9	10.6666666666667	6.65832811847939
ARHGAP24	28	15	41	15	41	28	28	13
ARHGAP25	0	0	0	0	0	0	0	0
ARHGAP26	23	18	13	13	23	18	18	5
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	0	0	0	0	0	0
ARHGAP28	4	3	7	3	7	4	4.66666666666667	2.08166599946613
ARHGAP29	106	53	101	53	106	101	86.6666666666667	29.2631736715848
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	5	7	14	5	14	7	8.66666666666667	4.72581562625261
ARHGAP32	5	1	5	1	5	5	3.66666666666667	2.3094010767585
ARHGAP33	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP35	36	19	31	19	36	31	28.6666666666667	8.7368949480541
ARHGAP39	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	115	64	81	64	115	81	86.6666666666667	25.9679289380831
ARHGAP5-AS1	3	5	3	3	5	3	3.66666666666667	1.15470053837925
ARHGAP6	6	0	2	0	6	2	2.66666666666667	3.05505046330389
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0
ARHGDIA	34	8	14	8	34	14	18.6666666666667	13.6137185711081
ARHGDIB	47	17	45	17	47	45	36.3333333333333	16.7729941672122
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	1	2	0	0	2	1	1	1
ARHGEF10	13	2	14	2	14	13	9.66666666666667	6.65832811847939
ARHGEF10L	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ARHGEF11	8	2	4	2	8	4	4.66666666666667	3.05505046330389
ARHGEF12	56	34	40	34	56	40	43.3333333333333	11.3724814061547
ARHGEF17	7	4	9	4	9	7	6.66666666666667	2.51661147842358
ARHGEF18	8	7	4	4	8	7	6.33333333333333	2.08166599946613
ARHGEF19	3	2	4	2	4	3	3	1
ARHGEF2	32	18	21	18	32	21	23.6666666666667	7.37111479583199
ARHGEF25	0	1	2	0	2	1	1	1
ARHGEF26	6	1	5	1	6	5	4	2.64575131106459
ARHGEF26-AS1	0	0	0	0	0	0	0	0
ARHGEF28	17	5	11	5	17	11	11	6
ARHGEF3	24	15	17	15	24	17	18.6666666666667	4.72581562625261
ARHGEF33	0	2	1	0	2	1	1	1
ARHGEF35	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ARHGEF37	6	3	9	3	9	6	6	3
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	3	1	5	1	5	3	3	2
ARHGEF4	0	0	0	0	0	0	0	0
ARHGEF40	19	8	10	8	19	10	12.3333333333333	5.85946527708231
ARHGEF5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF6	21	8	13	8	21	13	14	6.557438524302
ARHGEF7	19	7	14	7	19	14	13.3333333333333	6.02771377334171
ARHGEF9	20	4	17	4	20	17	13.6666666666667	8.50490054811538
ARID1A	19	6	9	6	19	9	11.3333333333333	6.80685928555405
