Gene	TRS+URS.A.2.8.1.A3	TRS+URS.A.3.8.1.A7	TRS+URS.A.4.6.1.B1	Min	Max	Median	Mean	Std
AKR1C2	10	6	5	5	10	6	7	2.64575131106459
AKR1C3	134	113	139	113	139	134	128.666666666667	13.7961347243833
AKR1C6P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AKR1D1	8	7	4	4	8	7	6.33333333333333	2.08166599946613
AKR1E2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AKR7A2	98	77	100	77	100	98	91.6666666666667	12.7410099024109
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AKR7L	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AKT1	15	10	13	10	15	13	12.6666666666667	2.51661147842358
AKT1S1	3	6	6	3	6	6	5	1.73205080756888
AKT2	8	17	7	7	17	8	10.6666666666667	5.5075705472861
AKT3	99	79	64	64	99	79	80.6666666666667	17.5594229214212
AKTIP	18	42	27	18	42	27	29	12.1243556529821
ALAD	21	28	25	21	28	25	24.6666666666667	3.51188458428425
ALAS1	35	43	46	35	46	43	41.3333333333333	5.68624070307733
ALAS2	2	0	1	0	2	1	1	1
ALCAM	43	63	69	43	69	63	58.3333333333333	13.6137185711081
ALDH16A1	0	1	2	0	2	1	1	1
ALDH18A1	46	53	78	46	78	53	59	16.8226038412607
ALDH1A1	1	1	1	1	1	1	1	0
ALDH1A2	6	6	0	0	6	6	4	3.46410161513775
ALDH1A3	3	9	5	3	9	5	5.66666666666667	3.05505046330389
ALDH1B1	21	25	29	21	29	25	25	4
ALDH1L1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1L1-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1L2	109	183	101	101	183	109	131	45.2106182218293
ALDH2	38	27	28	27	38	28	31	6.08276253029822
ALDH3A2	27	27	29	27	29	27	27.6666666666667	1.15470053837925
ALDH3B1	10	10	8	8	10	10	9.33333333333333	1.15470053837925
ALDH4A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALDH5A1	6	11	4	4	11	6	7	3.60555127546399
ALDH6A1	92	86	73	73	92	86	83.6666666666667	9.71253485622231
ALDH7A1	33	51	51	33	51	51	45	10.3923048454133
ALDH8A1	0	4	1	0	4	1	1.66666666666667	2.08166599946613
ALDH9A1	59	85	70	59	85	70	71.3333333333333	13.0511813003013
ALDOA	994	1017	1266	994	1266	1017	1092.33333333333	150.838766016344
ALDOC	10	15	15	10	15	15	13.3333333333333	2.88675134594813
ALG1	9	12	8	8	12	9	9.66666666666667	2.08166599946613
ALG10	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ALG10B	8	12	3	3	12	8	7.66666666666667	4.50924975282289
ALG11	5	2	1	1	5	2	2.66666666666667	2.08166599946613
ALG12	4	6	6	4	6	6	5.33333333333333	1.15470053837925
ALG13	27	26	21	21	27	26	24.6666666666667	3.21455025366432
ALG14	34	49	45	34	49	45	42.6666666666667	7.76745346515403
ALG1L	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	6	3	2	2	6	3	3.66666666666667	2.08166599946613
ALG2	22	29	23	22	29	23	24.6666666666667	3.78593889720018
ALG3	21	19	21	19	21	21	20.3333333333333	1.15470053837925
ALG5	98	86	115	86	115	98	99.6666666666667	14.5716619962629
ALG6	7	5	6	5	7	6	6	1
ALG8	54	39	56	39	56	54	49.6666666666667	9.29157324317757
ALG9	10	16	15	10	16	15	13.6666666666667	3.21455025366432
ALK	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALKBH1	3	12	5	3	12	5	6.66666666666667	4.72581562625261
ALKBH2	12	17	18	12	18	17	15.6666666666667	3.21455025366432
ALKBH3	19	8	8	8	19	8	11.6666666666667	6.35085296108588
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	7	6	10	6	10	7	7.66666666666667	2.08166599946613
ALKBH5	84	109	83	83	109	84	92	14.7309198626562
ALKBH6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALKBH7	16	9	21	9	21	16	15.3333333333333	6.02771377334171
ALKBH8	7	14	4	4	14	7	8.33333333333333	5.13160143944688
ALMS1	6	11	4	4	11	6	7	3.60555127546399
ALMS1P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALOX12	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	6	9	9	6	9	9	8	1.73205080756888
ALOXE3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALPK1	13	17	9	9	17	13	13	4
ALPK2	39	62	42	39	62	42	47.6666666666667	12.5033328890074
ALPK3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	3	8	1	1	8	3	4	3.60555127546399
ALS2	15	24	18	15	24	18	19	4.58257569495584
ALS2CL	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ALS2CR11	7	5	4	4	7	5	5.33333333333333	1.52752523165195
ALS2CR12	1	1	1	1	1	1	1	0
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	5	11	5	5	11	5	7	3.46410161513775
AMACR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	12	5	7	5	12	7	8	3.60555127546399
AMD1	35	14	30	14	35	30	26.3333333333333	10.9696551146029
AMDHD1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMDHD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMELX	0	0	0	0	0	0	0	0
AMER1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMER3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMFR	56	83	58	56	83	58	65.6666666666667	15.0443787951957
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	34	99	36	34	99	36	56.3333333333333	36.9639463982586
AMIGO3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMMECR1	9	7	7	7	9	7	7.66666666666667	1.15470053837925
AMMECR1L	9	13	11	9	13	11	11	2
AMN	0	0	0	0	0	0	0	0
AMN1	25	16	21	16	25	21	20.6666666666667	4.50924975282289
AMOT	0	4	3	0	4	3	2.33333333333333	2.08166599946613
AMOTL1	36	42	48	36	48	42	42	6
AMPD2	10	13	10	10	13	10	11	1.73205080756888
AMPD3	2	1	0	0	2	1	1	1
AMPH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMT	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AMTN	0	0	0	0	0	0	0	0
AMY2B	1	1	1	1	1	1	1	0
AMZ1	0	1	2	0	2	1	1	1
AMZ2	90	75	90	75	90	90	85	8.66025403784439
AMZ2P1	39	40	34	34	40	39	37.6666666666667	3.21455025366432
ANAPC1	7	16	13	7	16	13	12	4.58257569495584
ANAPC10	52	34	43	34	52	43	43	9
ANAPC11	511	459	650	459	650	511	540	98.7471518576612
ANAPC13	158	115	163	115	163	158	145.333333333333	26.3881286440197
ANAPC15	15	13	18	13	18	15	15.3333333333333	2.51661147842358
ANAPC16	267	228	225	225	267	228	240	23.43074902772
ANAPC1P1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ANAPC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANAPC4	11	12	6	6	12	11	9.66666666666667	3.21455025366432
ANAPC5	85	116	118	85	118	116	106.333333333333	18.5022521151706
ANAPC7	13	13	11	11	13	13	12.3333333333333	1.15470053837925
ANG	52	33	43	33	52	43	42.6666666666667	9.50438495292217
ANGEL1	6	6	4	4	6	6	5.33333333333333	1.15470053837925
ANGEL2	17	21	8	8	21	17	15.3333333333333	6.65832811847939
ANGPT1	80	82	72	72	82	80	78	5.29150262212918
ANGPT2	2	4	5	2	5	4	3.66666666666667	1.52752523165195
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	32	42	16	16	42	32	30	13.114877048604
ANGPTL2	28	10	27	10	28	27	21.6666666666667	10.1159939369957
ANGPTL3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANGPTL4	72	71	97	71	97	72	80	14.7309198626562
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	0	0
ANK2	12	20	11	11	20	12	14.3333333333333	4.93288286231625
ANK3	80	137	70	70	137	80	95.6666666666667	36.1432335760559
ANKAR	1	4	3	1	4	3	2.66666666666667	1.52752523165195
ANKDD1A	0	4	5	0	5	4	3	2.64575131106459
ANKDD1B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	35	34	32	32	35	34	33.6666666666667	1.52752523165195
ANKH	67	80	52	52	80	67	66.3333333333333	14.0118997046558
ANKHD1	13	16	13	13	16	13	14	1.73205080756888
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	27	59	52	27	59	52	46	16.8226038412607
ANKK1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKLE1	4	6	7	4	7	6	5.66666666666667	1.52752523165195
ANKLE2	14	47	21	14	47	21	27.3333333333333	17.3877351409933
ANKMY1	0	0	0	0	0	0	0	0
ANKMY2	20	23	24	20	24	23	22.3333333333333	2.08166599946613
ANKRA2	27	38	21	21	38	27	28.6666666666667	8.62167810425171
ANKRD1	82	94	129	82	129	94	101.666666666667	24.4199372098565
ANKRD10	20	28	25	20	28	25	24.3333333333333	4.04145188432738
ANKRD11	457	398	330	330	457	398	395	63.5531273817426
ANKRD12	130	139	126	126	139	130	131.666666666667	6.65832811847939
ANKRD13A	28	26	34	26	34	28	29.3333333333333	4.16333199893227
ANKRD13B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD13C	17	18	22	17	22	18	19	2.64575131106459
ANKRD13D	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ANKRD16	5	8	8	5	8	8	7	1.73205080756888
ANKRD17	51	73	61	51	73	61	61.6666666666667	11.0151410945722
ANKRD18A	3	0	0	0	3	0	1	1.73205080756888
ANKRD18B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ANKRD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD20A12P	4	6	7	4	7	6	5.66666666666667	1.52752523165195
ANKRD20A19P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	1	2	0	2	1	1	1
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	44	46	23	23	46	44	37.6666666666667	12.7410099024109
ANKRD22	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD23	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD24	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD26	18	43	24	18	43	24	28.3333333333333	13.0511813003013
ANKRD27	6	9	6	6	9	6	7	1.73205080756888
ANKRD28	12	20	13	12	20	13	15	4.35889894354067
ANKRD29	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	4	0	0	0	4	0	1.33333333333333	2.3094010767585
ANKRD30BP2	5	6	1	1	6	5	4	2.64575131106459
ANKRD31	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD32	3	9	12	3	12	9	8	4.58257569495584
ANKRD33B	2	2	2	2	2	2	2	0
ANKRD34A	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ANKRD35	3	4	6	3	6	4	4.33333333333333	1.52752523165195
ANKRD36	41	36	34	34	41	36	37	3.60555127546399
ANKRD36B	28	31	20	20	31	28	26.3333333333333	5.68624070307733
ANKRD36BP1	10	10	3	3	10	10	7.66666666666667	4.04145188432738
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	2	6	3	2	6	3	3.66666666666667	2.08166599946613
ANKRD39	5	8	10	5	10	8	7.66666666666667	2.51661147842358
ANKRD40	44	50	35	35	50	44	43	7.54983443527075
ANKRD42	3	8	5	3	8	5	5.33333333333333	2.51661147842358
ANKRD44	38	45	37	37	45	38	40	4.35889894354067
ANKRD45	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD46	17	13	12	12	17	13	14	2.64575131106459
ANKRD49	26	16	20	16	26	20	20.6666666666667	5.03322295684717
ANKRD50	25	42	40	25	42	40	35.6666666666667	9.29157324317757
ANKRD52	0	2	4	0	4	2	2	2
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	8	5	3	3	8	5	5.33333333333333	2.51661147842358
ANKRD55	7	2	2	2	7	2	3.66666666666667	2.88675134594813
ANKRD6	18	31	14	14	31	18	21	8.88819441731559
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	3	5	4	3	5	4	4	1
ANKRD62P1-PARP4P3	1	6	1	1	6	1	2.66666666666667	2.88675134594813
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKS1A	5	11	4	4	11	5	6.66666666666667	3.78593889720018
ANKS1B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKS3	2	4	6	2	6	4	4	2
ANKS4B	8	8	6	6	8	8	7.33333333333333	1.15470053837925
ANKS6	2	5	6	2	6	5	4.33333333333333	2.08166599946613
ANKZF1	9	8	7	7	9	8	8	1
ANLN	1	4	1	1	4	1	2	1.73205080756888
ANO1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO10	8	7	8	7	8	8	7.66666666666667	0.577350269189626
ANO2	0	0	0	0	0	0	0	0
ANO3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	41	71	57	41	71	57	56.3333333333333	15.0111069989303
ANO7	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANO8	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANP32A	46	49	37	37	49	46	44	6.2449979983984
ANP32A-IT1	13	7	8	7	13	8	9.33333333333333	3.21455025366432
ANP32AP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANP32B	86	94	90	86	94	90	90	4
ANP32C	0	0	0	0	0	0	0	0
ANP32E	121	138	150	121	150	138	136.333333333333	14.5716619962629
ANPEP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ANTXR1	135	171	153	135	171	153	153	18
ANTXR2	134	193	90	90	193	134	139	51.6817182376902
ANXA1	1332	1188	1570	1188	1570	1332	1363.33333333333	192.917944560202
ANXA10	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANXA11	24	38	38	24	38	38	33.3333333333333	8.08290376865476
ANXA13	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANXA2	2181	1682	2193	1682	2193	2181	2018.66666666667	291.623615870412
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANXA2R	7	9	5	5	9	7	7	2
ANXA3	7	14	13	7	14	13	11.3333333333333	3.78593889720018
ANXA4	120	158	139	120	158	139	139	19
ANXA5	3285	2817	4020	2817	4020	3285	3374	606.418172550922
ANXA6	80	70	90	70	90	80	80	10
ANXA7	167	174	194	167	194	174	178.333333333333	14.0118997046558
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AOC3	0	0	0	0	0	0	0	0
AOC4P	2	0	0	0	2	0	0.666666666666667	1.15470053837925
AOX1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AOX2P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AP1AR	14	16	21	14	21	16	17	3.60555127546399
AP1B1	8	4	4	4	8	4	5.33333333333333	2.3094010767585
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	53	72	83	53	83	72	69.3333333333333	15.1767365837763
AP1G2	3	3	6	3	6	3	4	1.73205080756888
AP1M1	7	7	9	7	9	7	7.66666666666667	1.15470053837925
AP1M2	0	0	0	0	0	0	0	0
AP1S1	2	0	6	0	6	2	2.66666666666667	3.05505046330389
AP1S2	14	23	15	14	23	15	17.3333333333333	4.93288286231625
AP1S3	9	19	16	9	19	16	14.6666666666667	5.13160143944688
AP2A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AP2A2	11	19	13	11	19	13	14.3333333333333	4.16333199893227
AP2B1	40	54	58	40	58	54	50.6666666666667	9.45163125250522
AP2M1	99	147	117	99	147	117	121	24.2487113059643
AP2S1	128	99	119	99	128	119	115.333333333333	14.8436293854749
AP3B1	46	63	64	46	64	63	57.6666666666667	10.1159939369957
AP3B2	0	0	0	0	0	0	0	0
AP3D1	32	35	29	29	35	32	32	3
AP3M1	42	47	40	40	47	42	43	3.60555127546399
AP3M2	20	20	16	16	20	20	18.6666666666667	2.3094010767585
AP3S1	89	97	114	89	114	97	100	12.7671453348037
AP3S2	10	10	12	10	12	10	10.6666666666667	1.15470053837925
AP4B1	13	9	13	9	13	13	11.6666666666667	2.3094010767585
AP4B1-AS1	6	9	4	4	9	6	6.33333333333333	2.51661147842358
AP4E1	31	50	34	31	50	34	38.3333333333333	10.2143689640297
AP4M1	5	5	6	5	6	5	5.33333333333333	0.577350269189626
AP4S1	17	26	17	17	26	17	20	5.19615242270663
AP5B1	6	16	5	5	16	6	9	6.08276253029822
AP5M1	28	36	28	28	36	28	30.6666666666667	4.61880215351701
AP5S1	12	19	14	12	19	14	15	3.60555127546399
AP5Z1	3	0	4	0	4	3	2.33333333333333	2.08166599946613
APAF1	14	20	9	9	20	14	14.3333333333333	5.5075705472861
APBA1	4	4	4	4	4	4	4	0
APBA2	0	1	6	0	6	1	2.33333333333333	3.21455025366432
APBA3	7	2	4	2	7	4	4.33333333333333	2.51661147842358
APBB1	7	10	5	5	10	7	7.33333333333333	2.51661147842358
APBB1IP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APBB2	69	80	60	60	80	69	69.6666666666667	10.0166528008778
APBB3	3	8	3	3	8	3	4.66666666666667	2.88675134594813
APC	51	71	62	51	71	62	61.3333333333333	10.0166528008778
APC2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	12	19	3	3	19	12	11.3333333333333	8.02080627701064
APCDD1L-AS1	1	4	3	1	4	3	2.66666666666667	1.52752523165195
APEH	17	24	18	17	24	18	19.6666666666667	3.78593889720018
APEX1	138	135	138	135	138	138	137	1.73205080756888
APEX2	18	16	11	11	18	16	15	3.60555127546399
APH1A	16	47	37	16	47	37	33.3333333333333	15.8219257150744
APH1B	25	24	24	24	25	24	24.3333333333333	0.577350269189626
API5	51	53	74	51	74	53	59.3333333333333	12.7410099024109
APIP	30	26	38	26	38	30	31.3333333333333	6.11010092660779
APITD1	17	14	13	13	17	14	14.6666666666667	2.08166599946613
APITD1-CORT	0	1	2	0	2	1	1	1
APLF	1	3	4	1	4	3	2.66666666666667	1.52752523165195
APLN	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APLP1	4	12	5	4	12	5	7	4.35889894354067
APLP2	155	195	173	155	195	173	174.333333333333	20.0333056017556
APMAP	26	26	30	26	30	26	27.3333333333333	2.3094010767585
APOA1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOA1BP	15	23	19	15	23	19	19	4
APOB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	11	22	8	8	22	11	13.6666666666667	7.37111479583199
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	59	28	63	28	63	59	50	19.157244060668
APOBEC3D	11	14	8	8	14	11	11	3
APOBEC3F	6	8	5	5	8	6	6.33333333333333	1.52752523165195
APOBEC3G	3	0	5	0	5	3	2.66666666666667	2.51661147842358
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	2	0	1	0	2	1	1	1
APOC1P1	7	8	4	4	8	7	6.33333333333333	2.08166599946613
APOC4	0	0	0	0	0	0	0	0
APOD	32	24	17	17	32	24	24.3333333333333	7.50555349946513
APOE	2	1	2	1	2	2	1.66666666666667	0.577350269189626
APOF	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOH	0	0	0	0	0	0	0	0
APOL1	52	47	60	47	60	52	53	6.557438524302
APOL2	34	45	47	34	47	45	42	7
APOL3	3	2	3	2	3	3	2.66666666666667	0.577350269189626
APOL4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOL6	36	52	46	36	52	46	44.6666666666667	8.08290376865476
APOLD1	5	10	2	2	10	5	5.66666666666667	4.04145188432738
APOM	5	6	6	5	6	6	5.66666666666667	0.577350269189626
APOO	27	14	20	14	27	20	20.3333333333333	6.50640709864771
APOOL	43	43	60	43	60	43	48.6666666666667	9.81495457622364
APOPT1	41	63	67	41	67	63	57	14
APP	173	235	176	173	235	176	194.666666666667	34.9618840072061
APPBP2	35	55	49	35	55	49	46.3333333333333	10.2632028788938
APPL1	56	78	53	53	78	56	62.3333333333333	13.6503968196288
APPL2	18	27	17	17	27	18	20.6666666666667	5.5075705472861
APRT	74	58	71	58	74	71	67.6666666666667	8.50490054811538
APTX	37	31	31	31	37	31	33	3.46410161513775
AQP1	4	4	5	4	5	4	4.33333333333333	0.577350269189626
AQP10	0	0	0	0	0	0	0	0
AQP11	0	3	1	0	3	1	1.33333333333333	1.52752523165195
AQP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
AQP6	7	5	3	3	7	5	5	2
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP7P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQPEP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQR	13	29	21	13	29	21	21	8
AR	6	6	4	4	6	6	5.33333333333333	1.15470053837925
ARAF	23	23	20	20	23	23	22	1.73205080756888
ARAP1	4	5	7	4	7	5	5.33333333333333	1.52752523165195
ARAP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARAP3	3	1	2	1	3	2	2	1
ARC	0	0	0	0	0	0	0	0
ARCN1	77	126	136	77	136	126	113	31.5753068076939
AREG	0	0	0	0	0	0	0	0
AREL1	15	32	16	15	32	16	21	9.53939201416946
ARF1	86	102	128	86	128	102	105.333333333333	21.1974841274462
ARF3	30	45	34	30	45	34	36.3333333333333	7.76745346515403
ARF4	890	836	1127	836	1127	890	951	154.793410712472
ARF5	23	41	36	23	41	36	33.3333333333333	9.29157324317757
ARF6	46	61	63	46	63	61	56.6666666666667	9.29157324317757
ARFGAP1	4	10	9	4	10	9	7.66666666666667	3.21455025366432
ARFGAP2	16	25	21	16	25	21	20.6666666666667	4.50924975282289
ARFGAP3	106	111	157	106	157	111	124.666666666667	28.1128677536343
ARFGEF1	19	30	21	19	30	21	23.3333333333333	5.85946527708232
ARFGEF2	35	49	31	31	49	35	38.3333333333333	9.45163125250522
ARFIP1	50	46	38	38	50	46	44.6666666666667	6.11010092660779
ARFIP2	19	22	21	19	22	21	20.6666666666667	1.52752523165195
ARFRP1	3	2	4	2	4	3	3	1
ARG1	0	0	0	0	0	0	0	0
ARG2	7	14	7	7	14	7	9.33333333333333	4.04145188432738
ARGFX	12	4	3	3	12	4	6.33333333333333	4.93288286231625
ARGFXP2	1	1	1	1	1	1	1	0
ARGLU1	66	71	55	55	71	66	64	8.18535277187245
ARHGAP1	77	88	91	77	91	88	85.3333333333333	7.37111479583199
ARHGAP10	15	10	8	8	15	10	11	3.60555127546399
ARHGAP11A	5	15	9	5	15	9	9.66666666666667	5.03322295684717
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	32	33	22	22	33	32	29	6.08276253029822
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	13	14	14	13	14	14	13.6666666666667	0.577350269189626
ARHGAP18	55	68	40	40	68	55	54.3333333333333	14.0118997046558
ARHGAP19	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ARHGAP21	55	81	59	55	81	59	65	14
ARHGAP22	6	2	7	2	7	6	5	2.64575131106459
ARHGAP23	9	17	6	6	17	9	10.6666666666667	5.68624070307733
ARHGAP24	24	37	27	24	37	27	29.3333333333333	6.80685928555405
ARHGAP25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	31	41	28	28	41	31	33.3333333333333	6.80685928555405
ARHGAP26-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP27	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP28	6	6	9	6	9	6	7	1.73205080756888
ARHGAP29	76	90	82	76	90	82	82.6666666666667	7.02376916856849
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	14	13	6	6	14	13	11	4.35889894354067
ARHGAP32	8	8	1	1	8	8	5.66666666666667	4.04145188432738
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	39	42	38	38	42	39	39.6666666666667	2.08166599946613
ARHGAP39	1	3	1	1	3	1	1.66666666666667	1.15470053837925
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	2	2	3	2	3	2	2.33333333333333	0.577350269189626
ARHGAP44	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP5	100	165	94	94	165	100	119.666666666667	39.3742724800514
ARHGAP5-AS1	4	7	3	3	7	4	4.66666666666667	2.08166599946613
ARHGAP6	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ARHGDIA	20	15	13	13	20	15	16	3.60555127546399
ARHGDIB	22	26	26	22	26	26	24.6666666666667	2.3094010767585
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	3	2	1	1	3	2	2	1
ARHGEF10	19	23	20	19	23	20	20.6666666666667	2.08166599946613
ARHGEF10L	3	0	4	0	4	3	2.33333333333333	2.08166599946613
ARHGEF11	1	8	4	1	8	4	4.33333333333333	3.51188458428425
ARHGEF12	64	91	70	64	91	70	75	14.1774468787578
ARHGEF17	16	20	10	10	20	16	15.3333333333333	5.03322295684717
ARHGEF18	5	6	2	2	6	5	4.33333333333333	2.08166599946613
ARHGEF19	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ARHGEF2	38	57	33	33	57	38	42.6666666666667	12.6622799421484
ARHGEF25	1	2	0	0	2	1	1	1
ARHGEF26	5	7	5	5	7	5	5.66666666666667	1.15470053837925
ARHGEF26-AS1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ARHGEF28	13	19	6	6	19	13	12.6666666666667	6.50640709864771
ARHGEF3	17	9	25	9	25	17	17	8
