Gene	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	Min	Max	Median	Mean	Std
AKR1C2	4	5	15	4	15	5	8	6.08276253029822
AKR1C3	122	107	148	107	148	122	125.666666666667	20.7444771766688
AKR1C6P	0	0	0	0	0	0	0	0
AKR1D1	1	3	2	1	3	2	2	1
AKR1E2	1	1	1	1	1	1	1	0
AKR7A2	78	87	71	71	87	78	78.6666666666667	8.02080627701064
AKR7A2P1	0	0	0	0	0	0	0	0
AKR7A3	0	0	0	0	0	0	0	0
AKR7L	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AKT1	13	8	4	4	13	8	8.33333333333333	4.50924975282289
AKT1S1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
AKT2	8	3	10	3	10	8	7	3.60555127546399
AKT3	40	38	51	38	51	40	43	7
AKTIP	36	28	29	28	36	29	31	4.35889894354067
ALAD	25	22	20	20	25	22	22.3333333333333	2.51661147842358
ALAS1	37	50	56	37	56	50	47.6666666666667	9.71253485622231
ALAS2	0	0	0	0	0	0	0	0
ALCAM	58	57	27	27	58	57	47.3333333333333	17.6162803489651
ALDH16A1	2	0	1	0	2	1	1	1
ALDH18A1	53	48	38	38	53	48	46.3333333333333	7.63762615825973
ALDH1A1	0	3	0	0	3	0	1	1.73205080756888
ALDH1A2	4	1	3	1	4	3	2.66666666666667	1.52752523165195
ALDH1A3	3	4	2	2	4	3	3	1
ALDH1B1	13	21	30	13	30	21	21.3333333333333	8.50490054811538
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	78	86	81	78	86	81	81.6666666666667	4.04145188432738
ALDH2	18	22	29	18	29	22	23	5.56776436283002
ALDH3A2	22	22	24	22	24	22	22.6666666666667	1.15470053837925
ALDH3B1	5	5	9	5	9	5	6.33333333333333	2.3094010767585
ALDH4A1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
ALDH5A1	3	5	5	3	5	5	4.33333333333333	1.15470053837925
ALDH6A1	53	61	50	50	61	53	54.6666666666667	5.68624070307733
ALDH7A1	26	42	48	26	48	42	38.6666666666667	11.3724814061547
ALDH8A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALDH9A1	56	83	87	56	87	83	75.3333333333333	16.8621864932557
ALDOA	1190	1216	1242	1190	1242	1216	1216	26
ALDOC	20	13	18	13	20	18	17	3.60555127546399
ALG1	10	3	2	2	10	3	5	4.35889894354067
ALG10	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ALG10B	11	8	7	7	11	8	8.66666666666667	2.08166599946613
ALG11	2	0	5	0	5	2	2.33333333333333	2.51661147842358
ALG12	6	2	5	2	6	5	4.33333333333333	2.08166599946613
ALG13	31	34	28	28	34	31	31	3
ALG14	45	61	43	43	61	45	49.6666666666667	9.86576572463249
ALG1L	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ALG2	15	16	11	11	16	15	14	2.64575131106459
ALG3	6	16	17	6	17	16	13	6.08276253029822
ALG5	102	98	115	98	115	102	105	8.88819441731559
ALG6	4	6	5	4	6	5	5	1
ALG8	53	62	66	53	66	62	60.3333333333333	6.65832811847939
ALG9	7	13	13	7	13	13	11	3.46410161513775
ALK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ALKBH1	11	4	4	4	11	4	6.33333333333333	4.04145188432738
ALKBH2	20	19	10	10	20	19	16.3333333333333	5.5075705472861
ALKBH3	10	12	11	10	12	11	11	1
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	9	7	7	7	9	7	7.66666666666667	1.15470053837925
ALKBH5	89	69	74	69	89	74	77.3333333333333	10.4083299973307
ALKBH6	0	0	0	0	0	0	0	0
ALKBH7	25	23	14	14	25	23	20.6666666666667	5.85946527708231
ALKBH8	7	6	10	6	10	7	7.66666666666667	2.08166599946613
ALMS1	4	4	1	1	4	4	3	1.73205080756888
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	9	12	6	6	12	9	9	3
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	12	10	9	9	12	10	10.3333333333333	1.52752523165195
ALPK2	39	36	32	32	39	36	35.6666666666667	3.51188458428425
ALPK3	0	0	0	0	0	0	0	0
ALPL	0	0	0	0	0	0	0	0
ALPP	2	3	0	0	3	2	1.66666666666667	1.52752523165195
ALS2	19	10	19	10	19	19	16	5.19615242270663
ALS2CL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALS2CR11	3	6	4	3	6	4	4.33333333333333	1.52752523165195
ALS2CR12	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ALX1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	5	2	4	2	5	4	3.66666666666667	1.52752523165195
AMACR	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	6	7	2	2	7	6	5	2.64575131106459
AMD1	36	41	32	32	41	36	36.3333333333333	4.50924975282289
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
AMELX	0	0	0	0	0	0	0	0
AMER1	1	3	4	1	4	3	2.66666666666667	1.52752523165195
AMER3	0	0	0	0	0	0	0	0
AMFR	52	43	48	43	52	48	47.6666666666667	4.50924975282289
AMH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	31	24	40	24	40	31	31.6666666666667	8.02080627701064
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	10	1	8	1	10	8	6.33333333333333	4.72581562625261
AMMECR1L	9	8	6	6	9	8	7.66666666666667	1.52752523165195
AMN	0	0	0	0	0	0	0	0
AMN1	17	26	23	17	26	23	22	4.58257569495584
AMOT	0	0	3	0	3	0	1	1.73205080756888
AMOTL1	19	39	26	19	39	26	28	10.1488915650922
AMPD2	4	3	5	3	5	4	4	1
AMPD3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AMPH	0	0	0	0	0	0	0	0
AMT	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AMTN	0	0	0	0	0	0	0	0
AMY2B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
AMZ1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMZ2	92	87	99	87	99	92	92.6666666666667	6.02771377334171
AMZ2P1	29	44	45	29	45	44	39.3333333333333	8.9628864398325
ANAPC1	6	6	1	1	6	6	4.33333333333333	2.88675134594813
ANAPC10	41	33	53	33	53	41	42.3333333333333	10.0664459136943
ANAPC11	539	662	609	539	662	609	603.333333333333	61.6954887599842
ANAPC13	146	159	154	146	159	154	153	6.557438524302
ANAPC15	17	10	22	10	22	17	16.3333333333333	6.02771377334171
ANAPC16	215	225	250	215	250	225	230	18.0277563773199
ANAPC1P1	0	0	0	0	0	0	0	0
ANAPC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANAPC4	7	5	8	5	8	7	6.66666666666667	1.52752523165195
ANAPC5	105	121	95	95	121	105	107	13.114877048604
ANAPC7	12	8	14	8	14	12	11.3333333333333	3.05505046330389
ANG	46	53	50	46	53	50	49.6666666666667	3.51188458428425
ANGEL1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ANGEL2	8	9	13	8	13	9	10	2.64575131106459
ANGPT1	48	40	59	40	59	48	49	9.53939201416946
ANGPT2	7	4	2	2	7	4	4.33333333333333	2.51661147842358
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	25	23	19	19	25	23	22.3333333333333	3.05505046330389
ANGPTL2	17	21	23	17	23	21	20.3333333333333	3.05505046330389
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	65	73	65	65	73	65	67.6666666666667	4.61880215351701
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	0	0
ANK2	12	9	13	9	13	12	11.3333333333333	2.08166599946613
ANK3	62	47	55	47	62	55	54.6666666666667	7.50555349946513
ANKAR	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ANKDD1A	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ANKDD1B	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	18	15	18	15	18	18	17	1.73205080756888
ANKH	33	31	39	31	39	33	34.3333333333333	4.16333199893227
ANKHD1	6	8	12	6	12	8	8.66666666666667	3.05505046330389
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	33	37	32	32	37	33	34	2.64575131106459
ANKK1	0	0	0	0	0	0	0	0
ANKLE1	3	2	3	2	3	3	2.66666666666667	0.577350269189626
ANKLE2	16	11	10	10	16	11	12.3333333333333	3.21455025366432
ANKMY1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKMY2	19	28	17	17	28	19	21.3333333333333	5.85946527708232
ANKRA2	16	23	20	16	23	20	19.6666666666667	3.51188458428425
ANKRD1	110	118	174	110	174	118	134	34.8711915483254
ANKRD10	10	16	15	10	16	15	13.6666666666667	3.21455025366432
ANKRD11	345	385	394	345	394	385	374.666666666667	26.0832002126528
ANKRD12	133	104	100	100	133	104	112.333333333333	18.0092568789868
ANKRD13A	22	33	22	22	33	22	25.6666666666667	6.35085296108588
ANKRD13B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD13C	15	18	7	7	18	15	13.3333333333333	5.68624070307733
ANKRD13D	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ANKRD16	4	1	7	1	7	4	4	3
ANKRD17	39	43	36	36	43	39	39.3333333333333	3.51188458428425
ANKRD18A	0	0	0	0	0	0	0	0
ANKRD18B	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	7	9	7	7	9	7	7.66666666666667	1.15470053837925
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	16	20	19	16	20	19	18.3333333333333	2.08166599946613
ANKRD22	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD23	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANKRD24	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD26	8	21	16	8	21	16	15	6.557438524302
ANKRD27	9	5	7	5	9	7	7	2
ANKRD28	12	9	9	9	12	9	10	1.73205080756888
ANKRD29	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ANKRD30BP2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	6	16	5	5	16	6	9	6.08276253029822
ANKRD33B	0	2	3	0	3	2	1.66666666666667	1.52752523165195
ANKRD34A	2	1	0	0	2	1	1	1
ANKRD35	4	3	5	3	5	4	4	1
ANKRD36	17	29	18	17	29	18	21.3333333333333	6.65832811847939
ANKRD36B	17	23	17	17	23	17	19	3.46410161513775
ANKRD36BP1	13	14	8	8	14	13	11.6666666666667	3.21455025366432
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	7	8	8	7	8	8	7.66666666666667	0.577350269189626
ANKRD39	8	9	10	8	10	9	9	1
ANKRD40	27	23	36	23	36	27	28.6666666666667	6.65832811847939
ANKRD42	5	0	13	0	13	5	6	6.557438524302
ANKRD44	12	22	23	12	23	22	19	6.08276253029822
ANKRD45	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ANKRD46	13	18	8	8	18	13	13	5
ANKRD49	16	20	34	16	34	20	23.3333333333333	9.45163125250522
ANKRD50	28	29	28	28	29	28	28.3333333333333	0.577350269189626
ANKRD52	6	4	3	3	6	4	4.33333333333333	1.52752523165195
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	7	3	4	3	7	4	4.66666666666667	2.08166599946613
ANKRD55	5	5	3	3	5	5	4.33333333333333	1.15470053837925
ANKRD6	11	19	8	8	19	11	12.6666666666667	5.68624070307733
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	1	6	2	1	6	2	3	2.64575131106459
ANKRD62P1-PARP4P3	1	0	4	0	4	1	1.66666666666667	2.08166599946613
ANKRD65	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD7	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKS1A	6	3	6	3	6	6	5	1.73205080756888
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	5	2	5	2	5	5	4	1.73205080756888
ANKS4B	4	5	2	2	5	4	3.66666666666667	1.52752523165195
ANKS6	1	6	3	1	6	3	3.33333333333333	2.51661147842358
ANKZF1	4	3	4	3	4	4	3.66666666666667	0.577350269189626
ANLN	1	2	0	0	2	1	1	1
ANO1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO10	5	4	4	4	5	4	4.33333333333333	0.577350269189626
ANO2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	36	30	31	30	36	31	32.3333333333333	3.21455025366432
ANO7	0	2	2	0	2	2	1.33333333333333	1.15470053837925
ANO8	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANP32A	42	36	45	36	45	42	41	4.58257569495584
ANP32A-IT1	7	6	5	5	7	6	6	1
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	64	64	72	64	72	64	66.6666666666667	4.61880215351701
ANP32C	0	0	0	0	0	0	0	0
ANP32E	124	94	145	94	145	124	121	25.6320112359526
ANPEP	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ANTXR1	120	111	94	94	120	111	108.333333333333	13.2035348802256
ANTXR2	96	95	115	95	115	96	102	11.2694276695846
ANXA1	1720	1804	1673	1673	1804	1720	1732.33333333333	66.3651514978557
ANXA10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANXA11	23	19	14	14	23	19	18.6666666666667	4.50924975282289
ANXA13	0	0	0	0	0	0	0	0
ANXA2	2392	2721	2417	2392	2721	2417	2510	183.158401390709
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANXA2R	8	6	3	3	8	6	5.66666666666667	2.51661147842358
ANXA3	8	9	8	8	9	8	8.33333333333333	0.577350269189626
ANXA4	149	163	161	149	163	161	157.666666666667	7.57187779440036
ANXA5	4010	4287	4014	4010	4287	4014	4103.66666666667	158.783920260628
ANXA6	87	77	79	77	87	79	81	5.29150262212918
ANXA7	158	178	184	158	184	178	173.333333333333	13.6137185711081
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0
AOC3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AOC4P	0	0	0	0	0	0	0	0
AOX1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AOX2P	0	0	0	0	0	0	0	0
AP1AR	19	17	22	17	22	19	19.3333333333333	2.51661147842358
AP1B1	2	0	4	0	4	2	2	2
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	41	54	42	41	54	42	45.6666666666667	7.23417813807024
AP1G2	6	4	1	1	6	4	3.66666666666667	2.51661147842358
AP1M1	8	9	6	6	9	8	7.66666666666667	1.52752523165195
AP1M2	0	0	0	0	0	0	0	0
AP1S1	1	7	2	1	7	2	3.33333333333333	3.21455025366432
AP1S2	10	10	6	6	10	10	8.66666666666667	2.3094010767585
AP1S3	14	4	8	4	14	8	8.66666666666667	5.03322295684717
AP2A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AP2A2	6	7	5	5	7	6	6	1
AP2B1	45	53	56	45	56	53	51.3333333333333	5.68624070307733
AP2M1	102	129	107	102	129	107	112.666666666667	14.3643076176102
AP2S1	143	155	156	143	156	155	151.333333333333	7.23417813807023
AP3B1	55	74	60	55	74	60	63	9.8488578017961
AP3B2	0	0	0	0	0	0	0	0
AP3D1	24	26	17	17	26	24	22.3333333333333	4.72581562625261
AP3M1	46	36	36	36	46	36	39.3333333333333	5.77350269189626
AP3M2	19	16	21	16	21	19	18.6666666666667	2.51661147842358
AP3S1	94	116	117	94	117	116	109	13
AP3S2	5	7	6	5	7	6	6	1
AP4B1	12	8	14	8	14	12	11.3333333333333	3.05505046330389
AP4B1-AS1	6	4	3	3	6	4	4.33333333333333	1.52752523165195
AP4E1	17	32	32	17	32	32	27	8.66025403784439
AP4M1	7	6	8	6	8	7	7	1
AP4S1	23	14	15	14	23	15	17.3333333333333	4.93288286231625
AP5B1	5	3	3	3	5	3	3.66666666666667	1.15470053837925
AP5M1	22	36	26	22	36	26	28	7.21110255092798
AP5S1	9	10	13	9	13	10	10.6666666666667	2.08166599946613
AP5Z1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
APAF1	16	11	6	6	16	11	11	5
APBA1	3	3	3	3	3	3	3	0
APBA2	1	0	4	0	4	1	1.66666666666667	2.08166599946613
APBA3	0	0	0	0	0	0	0	0
APBB1	4	2	5	2	5	4	3.66666666666667	1.52752523165195
APBB1IP	0	0	0	0	0	0	0	0
APBB2	49	46	46	46	49	46	47	1.73205080756888
APBB3	3	0	3	0	3	3	2	1.73205080756888
APC	40	43	36	36	43	40	39.6666666666667	3.51188458428425
APC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	3	4	7	3	7	4	4.66666666666667	2.08166599946613
APCDD1L-AS1	2	2	2	2	2	2	2	0
APEH	7	9	11	7	11	9	9	2
APEX1	126	122	156	122	156	126	134.666666666667	18.5831464863551
APEX2	12	16	12	12	16	12	13.3333333333333	2.3094010767585
APH1A	22	19	16	16	22	19	19	3
APH1B	20	24	20	20	24	20	21.3333333333333	2.3094010767585
API5	61	70	72	61	72	70	67.6666666666667	5.85946527708231
APIP	32	29	27	27	32	29	29.3333333333333	2.51661147842358
APITD1	5	11	19	5	19	11	11.6666666666667	7.02376916856849
APITD1-CORT	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APLF	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APLN	2	5	2	2	5	2	3	1.73205080756888
APLP1	5	13	4	4	13	5	7.33333333333333	4.93288286231625
APLP2	155	167	169	155	169	167	163.666666666667	7.57187779440036
APMAP	17	27	24	17	27	24	22.6666666666667	5.13160143944688
APOA1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOA1BP	17	16	20	16	20	17	17.6666666666667	2.08166599946613
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0
APOBEC3A	10	2	7	2	10	7	6.33333333333333	4.04145188432738
APOBEC3B	0	0	0	0	0	0	0	0
APOBEC3C	44	44	41	41	44	44	43	1.73205080756888
APOBEC3D	5	10	9	5	10	9	8	2.64575131106459
APOBEC3F	9	2	6	2	9	6	5.66666666666667	3.51188458428425
APOBEC3G	2	1	5	1	5	2	2.66666666666667	2.08166599946613
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	1	5	1	5	1	2.33333333333333	2.3094010767585
APOC1P1	2	2	2	2	2	2	2	0
APOC4	0	0	0	0	0	0	0	0
APOD	16	20	22	16	22	20	19.3333333333333	3.05505046330389
APOE	1	2	3	1	3	2	2	1
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	39	37	33	33	39	37	36.3333333333333	3.05505046330389
APOL2	28	46	46	28	46	46	40	10.3923048454133
APOL3	0	1	3	0	3	1	1.33333333333333	1.52752523165195
APOL4	0	0	0	0	0	0	0	0
APOL6	30	25	34	25	34	30	29.6666666666667	4.50924975282289
APOLD1	4	1	2	1	4	2	2.33333333333333	1.52752523165195
APOM	7	10	8	7	10	8	8.33333333333333	1.52752523165195
APOO	23	18	26	18	26	23	22.3333333333333	4.04145188432738
APOOL	22	30	37	22	37	30	29.6666666666667	7.50555349946513
APOPT1	54	48	60	48	60	54	54	6
APP	149	137	146	137	149	146	144	6.2449979983984
APPBP2	39	28	31	28	39	31	32.6666666666667	5.68624070307733
APPL1	52	52	40	40	52	52	48	6.92820323027551
APPL2	13	15	19	13	19	15	15.6666666666667	3.05505046330389
APRT	77	104	78	77	104	78	86.3333333333333	15.3079500042734
APTX	44	28	40	28	44	40	37.3333333333333	8.32666399786453
AQP1	7	5	7	5	7	7	6.33333333333333	1.15470053837925
AQP10	0	0	0	0	0	0	0	0
AQP11	1	2	2	1	2	2	1.66666666666667	0.577350269189626
AQP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
AQP4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQP4-AS1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
AQP6	2	1	5	1	5	2	2.66666666666667	2.08166599946613
AQP7	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AQPEP	0	0	0	0	0	0	0	0
AQR	17	12	7	7	17	12	12	5
AR	4	3	1	1	4	3	2.66666666666667	1.52752523165195
ARAF	14	15	17	14	17	15	15.3333333333333	1.52752523165195
ARAP1	2	4	5	2	5	4	3.66666666666667	1.52752523165195
ARAP2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARAP3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ARC	0	0	0	0	0	0	0	0
ARCN1	102	100	110	100	110	102	104	5.29150262212918
AREG	0	0	0	0	0	0	0	0
AREL1	16	11	15	11	16	15	14	2.64575131106459
ARF1	118	130	118	118	130	118	122	6.92820323027551
ARF3	31	26	28	26	31	28	28.3333333333333	2.51661147842358
ARF4	1045	1234	1138	1045	1234	1138	1139	94.5039681706541
ARF5	25	31	38	25	38	31	31.3333333333333	6.50640709864771
ARF6	38	42	43	38	43	42	41	2.64575131106459
ARFGAP1	3	8	6	3	8	6	5.66666666666667	2.51661147842358
ARFGAP2	21	20	28	20	28	21	23	4.35889894354067
ARFGAP3	128	150	119	119	150	128	132.333333333333	15.9478316185409
ARFGEF1	6	26	15	6	26	15	15.6666666666667	10.0166528008778
ARFGEF2	21	17	22	17	22	21	20	2.64575131106459
ARFIP1	33	57	41	33	57	41	43.6666666666667	12.2202018532156
ARFIP2	11	10	13	10	13	11	11.3333333333333	1.52752523165195
ARFRP1	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ARG1	0	0	0	0	0	0	0	0
ARG2	4	10	10	4	10	10	8	3.46410161513775
ARGFX	6	2	1	1	6	2	3	2.64575131106459
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	66	55	53	53	66	55	58	7
ARHGAP1	49	72	68	49	72	68	63	12.2882057274445
ARHGAP10	12	9	17	9	17	12	12.6666666666667	4.04145188432738
ARHGAP11A	4	3	3	3	4	3	3.33333333333333	0.577350269189626
ARHGAP11B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP12	27	23	17	17	27	23	22.3333333333333	5.03322295684717
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	9	7	6	6	9	7	7.33333333333333	1.52752523165195
ARHGAP18	48	42	43	42	48	43	44.3333333333333	3.21455025366432
ARHGAP19	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	1	2	4	1	4	2	2.33333333333333	1.52752523165195
ARHGAP21	35	35	49	35	49	35	39.6666666666667	8.08290376865476
ARHGAP22	7	3	3	3	7	3	4.33333333333333	2.3094010767585
ARHGAP23	17	5	10	5	17	10	10.6666666666667	6.02771377334171
ARHGAP24	24	24	34	24	34	24	27.3333333333333	5.77350269189626
ARHGAP25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	14	13	8	8	14	13	11.6666666666667	3.21455025366432
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGAP28	2	5	2	2	5	2	3	1.73205080756888
ARHGAP29	104	77	80	77	104	80	87	14.7986485869487
ARHGAP30	0	0	0	0	0	0	0	0
ARHGAP31	3	5	9	3	9	5	5.66666666666667	3.05505046330389
ARHGAP32	0	4	7	0	7	4	3.66666666666667	3.51188458428425
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	36	34	23	23	36	34	31	7
ARHGAP39	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP42	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	86	82	81	81	86	82	83	2.64575131106459
ARHGAP5-AS1	5	7	8	5	8	7	6.66666666666667	1.52752523165195
ARHGAP6	4	6	7	4	7	6	5.66666666666667	1.52752523165195
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0
ARHGDIA	17	17	15	15	17	17	16.3333333333333	1.15470053837925
ARHGDIB	22	19	41	19	41	22	27.3333333333333	11.9303534454489
ARHGDIG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ARHGEF10	11	6	11	6	11	11	9.33333333333333	2.88675134594813
ARHGEF10L	3	3	1	1	3	3	2.33333333333333	1.15470053837925
ARHGEF11	1	1	1	1	1	1	1	0
ARHGEF12	40	36	39	36	40	39	38.3333333333333	2.08166599946613
ARHGEF17	15	11	8	8	15	11	11.3333333333333	3.51188458428425
ARHGEF18	2	1	0	0	2	1	1	1
ARHGEF19	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF2	20	19	34	19	34	20	24.3333333333333	8.38649708360608
ARHGEF25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF26	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ARHGEF26-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF28	16	12	10	10	16	12	12.6666666666667	3.05505046330389
ARHGEF3	20	15	22	15	22	20	19	3.60555127546399
ARHGEF33	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF35	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF37	6	12	8	6	12	8	8.66666666666667	3.05505046330389
ARHGEF38	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF39	7	3	5	3	7	5	5	2
ARHGEF4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF40	8	9	11	8	11	9	9.33333333333333	1.52752523165195
ARHGEF5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
