Gene	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	Min	Max	Median	Mean	Std
ALDH16A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALDH18A1	11	15	18	11	18	15	14.6666666666667	3.51188458428425
ALDH1A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1A3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALDH1B1	3	4	6	3	6	4	4.33333333333333	1.52752523165195
ALDH1L1	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L2	18	24	52	18	52	24	31.3333333333333	18.1475434517549
ALDH2	5	3	14	3	14	5	7.33333333333333	5.85946527708232
ALDH3A2	5	4	9	4	9	5	6	2.64575131106459
ALDH3B1	0	2	4	0	4	2	2	2
ALDH4A1	0	0	0	0	0	0	0	0
ALDH5A1	1	2	3	1	3	2	2	1
ALDH6A1	7	17	23	7	23	17	15.6666666666667	8.08290376865476
ALDH7A1	1	7	12	1	12	7	6.66666666666667	5.5075705472861
ALDH8A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALDH9A1	6	11	13	6	13	11	10	3.60555127546399
ALDOA	125	147	227	125	227	147	166.333333333333	53.6780526224018
ALDOC	3	2	1	1	3	2	2	1
ALG1	2	3	4	2	4	3	3	1
ALG10	1	1	1	1	1	1	1	0
ALG10B	0	0	3	0	3	0	1	1.73205080756888
ALG11	0	0	0	0	0	0	0	0
ALG12	0	0	0	0	0	0	0	0
ALG13	5	4	2	2	5	4	3.66666666666667	1.52752523165195
ALG14	2	5	4	2	5	4	3.66666666666667	1.52752523165195
ALG1L	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ALG2	3	11	7	3	11	7	7	4
ALG3	3	4	12	3	12	4	6.33333333333333	4.93288286231625
ALG5	6	17	14	6	17	14	12.3333333333333	5.68624070307733
ALG6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ALG8	3	4	14	3	14	4	7	6.08276253029822
ALG9	4	1	4	1	4	4	3	1.73205080756888
ALK	0	0	0	0	0	0	0	0
ALKBH1	3	2	3	2	3	3	2.66666666666667	0.577350269189626
ALKBH2	2	4	8	2	8	4	4.66666666666667	3.05505046330389
ALKBH3	5	1	8	1	8	5	4.66666666666667	3.51188458428425
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	0	0	0	0	0	0	0	0
ALKBH5	8	29	26	8	29	26	21	11.3578166916005
ALKBH6	0	0	0	0	0	0	0	0
ALKBH7	0	2	11	0	11	2	4.33333333333333	5.85946527708232
ALKBH8	5	0	6	0	6	5	3.66666666666667	3.21455025366432
ALMS1	1	2	3	1	3	2	2	1
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0
ALOX15B	0	0	0	0	0	0	0	0
ALOX5AP	3	3	2	2	3	3	2.66666666666667	0.577350269189626
ALOXE3	0	0	0	0	0	0	0	0
ALPK1	2	3	3	2	3	3	2.66666666666667	0.577350269189626
ALPK2	14	8	25	8	25	14	15.6666666666667	8.62167810425171
ALPK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ALPL	0	0	0	0	0	0	0	0
ALPP	2	2	9	2	9	2	4.33333333333333	4.04145188432738
ALS2	2	3	5	2	5	3	3.33333333333333	1.52752523165195
ALS2CL	0	0	0	0	0	0	0	0
ALS2CR11	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ALS2CR12	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ALX1	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
ALX4	0	0	0	0	0	0	0	0
ALYREF	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AMACR	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMBP	0	0	0	0	0	0	0	0
AMBRA1	3	0	0	0	3	0	1	1.73205080756888
AMD1	1	4	4	1	4	4	3	1.73205080756888
AMDHD1	0	0	0	0	0	0	0	0
AMDHD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMELX	0	0	0	0	0	0	0	0
AMER1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
AMER3	0	0	0	0	0	0	0	0
AMFR	8	11	21	8	21	11	13.3333333333333	6.80685928555405
AMH	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	0	0	0	0	0	0	0
AMIGO2	10	17	22	10	22	17	16.3333333333333	6.02771377334171
AMIGO3	0	0	0	0	0	0	0	0
AMMECR1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
AMMECR1L	3	3	5	3	5	3	3.66666666666667	1.15470053837925
AMN	0	0	0	0	0	0	0	0
AMN1	5	2	0	0	5	2	2.33333333333333	2.51661147842358
AMOT	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AMOTL1	5	6	18	5	18	6	9.66666666666667	7.23417813807024
AMPD2	1	3	4	1	4	3	2.66666666666667	1.52752523165195
AMPD3	0	0	0	0	0	0	0	0
AMPH	0	0	0	0	0	0	0	0
AMT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AMTN	0	0	0	0	0	0	0	0
AMY2B	0	0	0	0	0	0	0	0
AMZ1	0	0	0	0	0	0	0	0
AMZ2	13	9	19	9	19	13	13.6666666666667	5.03322295684717
AMZ2P1	5	2	14	2	14	5	7	6.2449979983984
ANAPC1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
ANAPC10	1	5	13	1	13	5	6.33333333333333	6.11010092660779
ANAPC11	48	56	78	48	78	56	60.6666666666667	15.5349069303081
ANAPC13	15	16	18	15	18	16	16.3333333333333	1.52752523165195
ANAPC15	2	1	5	1	5	2	2.66666666666667	2.08166599946613
ANAPC16	15	24	59	15	59	24	32.6666666666667	23.2450711621482
ANAPC1P1	0	0	0	0	0	0	0	0
ANAPC2	0	0	0	0	0	0	0	0
ANAPC4	1	2	6	1	6	2	3	2.64575131106459
ANAPC5	15	10	28	10	28	15	17.6666666666667	9.29157324317757
ANAPC7	2	1	5	1	5	2	2.66666666666667	2.08166599946613
ANG	3	7	11	3	11	7	7	4
ANGEL1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
ANGEL2	1	0	2	0	2	1	1	1
ANGPT1	9	7	20	7	20	9	12	7
ANGPT2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	8	2	3	2	8	3	4.33333333333333	3.21455025366432
ANGPTL2	2	2	4	2	4	2	2.66666666666667	1.15470053837925
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	5	10	18	5	18	10	11	6.557438524302
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANK2	2	4	3	2	4	3	3	1
ANK3	15	26	29	15	29	26	23.3333333333333	7.37111479583199
ANKAR	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKDD1A	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKDD1B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKEF1	0	0	0	0	0	0	0	0
ANKFY1	2	5	6	2	6	5	4.33333333333333	2.08166599946613
ANKH	4	3	15	3	15	4	7.33333333333333	6.65832811847939
ANKHD1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0
ANKIB1	5	13	23	5	23	13	13.6666666666667	9.01849950564579
ANKK1	0	0	0	0	0	0	0	0
ANKLE1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKLE2	7	11	17	7	17	11	11.6666666666667	5.03322295684717
ANKMY1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKMY2	2	5	10	2	10	5	5.66666666666667	4.04145188432738
ANKRA2	4	5	7	4	7	5	5.33333333333333	1.52752523165195
ANKRD1	8	13	37	8	37	13	19.3333333333333	15.502687938978
ANKRD10	4	6	5	4	6	5	5	1
ANKRD11	53	86	98	53	98	86	79	23.3023603954621
ANKRD12	24	31	62	24	62	31	39	20.2237484161567
ANKRD13A	8	9	23	8	23	9	13.3333333333333	8.38649708360608
ANKRD13B	0	0	0	0	0	0	0	0
ANKRD13C	5	6	6	5	6	6	5.66666666666667	0.577350269189626
ANKRD13D	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD16	0	1	3	0	3	1	1.33333333333333	1.52752523165195
ANKRD17	12	17	36	12	36	17	21.6666666666667	12.6622799421484
ANKRD18A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD18B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD2	0	0	0	0	0	0	0	0
ANKRD20A12P	4	1	3	1	4	3	2.66666666666667	1.52752523165195
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0
ANKRD20A5P	0	0	0	0	0	0	0	0
ANKRD20A8P	0	0	0	0	0	0	0	0
ANKRD20A9P	7	11	18	7	18	11	12	5.56776436283002
ANKRD22	0	0	0	0	0	0	0	0
ANKRD23	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD24	0	0	0	0	0	0	0	0
ANKRD26	5	11	14	5	14	11	10	4.58257569495584
ANKRD27	0	2	5	0	5	2	2.33333333333333	2.51661147842358
ANKRD28	0	4	7	0	7	4	3.66666666666667	3.51188458428425
ANKRD29	0	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD30BP2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
ANKRD31	0	0	0	0	0	0	0	0
ANKRD32	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ANKRD33B	0	1	2	0	2	1	1	1
ANKRD34A	1	0	2	0	2	1	1	1
ANKRD35	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ANKRD36	6	10	28	6	28	10	14.6666666666667	11.7189305541646
ANKRD36B	2	4	8	2	8	4	4.66666666666667	3.05505046330389
ANKRD36BP1	0	0	0	0	0	0	0	0
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD37	1	2	3	1	3	2	2	1
ANKRD39	5	1	4	1	5	4	3.33333333333333	2.08166599946613
ANKRD40	5	9	15	5	15	9	9.66666666666667	5.03322295684717
ANKRD42	0	3	1	0	3	1	1.33333333333333	1.52752523165195
ANKRD44	3	2	6	2	6	3	3.66666666666667	2.08166599946613
ANKRD45	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD46	1	1	5	1	5	1	2.33333333333333	2.3094010767585
ANKRD49	0	1	7	0	7	1	2.66666666666667	3.78593889720018
ANKRD50	4	4	7	4	7	4	5	1.73205080756888
ANKRD52	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANKRD53	0	0	0	0	0	0	0	0
ANKRD54	1	0	5	0	5	1	2	2.64575131106459
ANKRD55	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKRD6	0	8	7	0	8	7	5	4.35889894354067
ANKRD61	0	0	0	0	0	0	0	0
ANKRD62	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANKRD65	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0	0	0
ANKRD9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ANKS1A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ANKS1B	0	0	0	0	0	0	0	0
ANKS3	0	0	0	0	0	0	0	0
ANKS4B	2	2	1	1	2	2	1.66666666666667	0.577350269189626
ANKS6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ANKZF1	0	0	4	0	4	0	1.33333333333333	2.3094010767585
ANLN	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ANO1	0	0	0	0	0	0	0	0
ANO10	1	1	6	1	6	1	2.66666666666667	2.88675134594813
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0
ANO6	8	9	15	8	15	9	10.6666666666667	3.78593889720018
ANO7	0	0	0	0	0	0	0	0
ANO8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANP32A	5	11	14	5	14	11	10	4.58257569495584
ANP32A-IT1	2	2	2	2	2	2	2	0
ANP32AP1	0	0	0	0	0	0	0	0
ANP32B	50	85	115	50	115	85	83.3333333333333	32.5320354932386
ANP32C	0	0	0	0	0	0	0	0
ANP32E	8	18	17	8	18	17	14.3333333333333	5.5075705472861
ANPEP	1	1	1	1	1	1	1	0
ANTXR1	26	38	54	26	54	38	39.3333333333333	14.047538337137
ANTXR2	7	15	33	7	33	15	18.3333333333333	13.3166562369588
ANXA1	174	197	325	174	325	197	232	81.3572369245662
ANXA10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ANXA11	5	5	14	5	14	5	8	5.19615242270663
ANXA13	0	0	0	0	0	0	0	0
ANXA2	195	249	401	195	401	249	281.666666666667	106.814480915901
ANXA2P1	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0	0	0
ANXA2R	1	1	6	1	6	1	2.66666666666667	2.88675134594813
ANXA3	0	0	6	0	6	0	2	3.46410161513775
ANXA4	10	18	40	10	40	18	22.6666666666667	15.5349069303081
ANXA5	428	589	905	428	905	589	640.666666666667	242.660943155946
ANXA6	10	15	25	10	25	15	16.6666666666667	7.63762615825973
ANXA7	19	24	30	19	30	24	24.3333333333333	5.5075705472861
ANXA8L2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ANXA9	0	0	0	0	0	0	0	0
AOAH	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0
AOC3	0	0	0	0	0	0	0	0
AOC4P	0	0	0	0	0	0	0	0
AOX1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
AOX2P	0	0	0	0	0	0	0	0
AP1AR	1	1	8	1	8	1	3.33333333333333	4.04145188432738
AP1B1	0	0	0	0	0	0	0	0
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	3	4	4	3	4	4	3.66666666666667	0.577350269189626
AP1G2	1	1	4	1	4	1	2	1.73205080756888
AP1M1	0	3	3	0	3	3	2	1.73205080756888
AP1M2	0	0	0	0	0	0	0	0
AP1S1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
AP1S2	3	1	8	1	8	3	4	3.60555127546399
AP1S3	3	3	8	3	8	3	4.66666666666667	2.88675134594813
AP2A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AP2A2	5	5	9	5	9	5	6.33333333333333	2.3094010767585
AP2B1	2	15	15	2	15	15	10.6666666666667	7.50555349946513
AP2M1	32	22	48	22	48	32	34	13.114877048604
AP2S1	9	11	13	9	13	11	11	2
AP3B1	6	2	27	2	27	6	11.6666666666667	13.4288247189891
AP3B2	0	0	0	0	0	0	0	0
AP3D1	6	21	17	6	21	17	14.6666666666667	7.76745346515403
AP3M1	5	7	11	5	11	7	7.66666666666667	3.05505046330389
AP3M2	2	4	7	2	7	4	4.33333333333333	2.51661147842358
AP3S1	12	20	30	12	30	20	20.6666666666667	9.01849950564579
AP3S2	0	3	2	0	3	2	1.66666666666667	1.52752523165195
AP4B1	2	1	3	1	3	2	2	1
AP4B1-AS1	2	1	6	1	6	2	3	2.64575131106459
AP4E1	8	9	10	8	10	9	9	1
AP4M1	0	4	1	0	4	1	1.66666666666667	2.08166599946613
AP4S1	4	1	9	1	9	4	4.66666666666667	4.04145188432738
AP5B1	3	1	3	1	3	3	2.33333333333333	1.15470053837925
AP5M1	2	5	10	2	10	5	5.66666666666667	4.04145188432738
AP5S1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
AP5Z1	0	1	2	0	2	1	1	1
APAF1	1	4	9	1	9	4	4.66666666666667	4.04145188432738
APBA1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APBA2	2	0	1	0	2	1	1	1
APBA3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APBB1	1	4	3	1	4	3	2.66666666666667	1.52752523165195
APBB1IP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APBB2	10	12	24	10	24	12	15.3333333333333	7.57187779440036
APBB3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APC	13	11	17	11	17	13	13.6666666666667	3.05505046330389
APC2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	0	5	3	0	5	3	2.66666666666667	2.51661147842358
APCDD1L-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APEH	1	1	5	1	5	1	2.33333333333333	2.3094010767585
APEX1	27	25	52	25	52	27	34.6666666666667	15.0443787951957
APEX2	1	1	6	1	6	1	2.66666666666667	2.88675134594813
APH1A	2	12	9	2	12	9	7.66666666666667	5.13160143944688
APH1B	1	1	2	1	2	1	1.33333333333333	0.577350269189626
API5	3	5	8	3	8	5	5.33333333333333	2.51661147842358
APIP	2	6	10	2	10	6	6	4
APITD1	5	0	3	0	5	3	2.66666666666667	2.51661147842358
APITD1-CORT	0	0	0	0	0	0	0	0
APLF	1	0	3	0	3	1	1.33333333333333	1.52752523165195
APLN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APLP1	4	1	4	1	4	4	3	1.73205080756888
APLP2	48	63	87	48	87	63	66	19.672315572906
APMAP	1	2	4	1	4	2	2.33333333333333	1.52752523165195
APOA1	0	0	0	0	0	0	0	0
APOA1BP	1	2	8	1	8	2	3.66666666666667	3.78593889720018
APOB	0	0	0	0	0	0	0	0
APOBEC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC3A	3	5	7	3	7	5	5	2
APOBEC3B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
APOBEC3C	3	5	9	3	9	5	5.66666666666667	3.05505046330389
APOBEC3D	3	7	4	3	7	4	4.66666666666667	2.08166599946613
APOBEC3F	6	10	19	6	19	10	11.6666666666667	6.65832811847939
APOBEC3G	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0	0
APOC1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
APOC1P1	3	2	6	2	6	3	3.66666666666667	2.08166599946613
APOC4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOD	2	0	6	0	6	2	2.66666666666667	3.05505046330389
APOE	1	1	0	0	1	1	0.666666666666667	0.577350269189626
APOF	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	9	5	8	5	9	8	7.33333333333333	2.08166599946613
APOL2	4	9	9	4	9	9	7.33333333333333	2.88675134594813
APOL3	0	1	2	0	2	1	1	1
APOL4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
APOL6	10	6	12	6	12	10	9.33333333333333	3.05505046330389
APOLD1	1	4	1	1	4	1	2	1.73205080756888
APOM	0	1	1	0	1	1	0.666666666666667	0.577350269189626
APOO	2	1	6	1	6	2	3	2.64575131106459
APOOL	4	4	14	4	14	4	7.33333333333333	5.77350269189626
APOPT1	5	8	14	5	14	8	9	4.58257569495584
APP	37	40	81	37	81	40	52.6666666666667	24.5831920899897
APPBP2	3	12	16	3	16	12	10.3333333333333	6.65832811847939
APPL1	5	8	22	5	22	8	11.6666666666667	9.07377172587747
APPL2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
APRT	11	13	19	11	19	13	14.3333333333333	4.16333199893227
APTX	10	11	10	10	11	10	10.3333333333333	0.577350269189626
AQP1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
AQP10	0	0	0	0	0	0	0	0
AQP11	0	1	0	0	1	0	0.333333333333333	0.577350269189626
AQP3	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
AQP6	0	0	4	0	4	0	1.33333333333333	2.3094010767585
AQP7	0	1	1	0	1	1	0.666666666666667	0.577350269189626
AQP7P1	0	0	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQPEP	0	0	0	0	0	0	0	0
AQR	3	3	2	2	3	3	2.66666666666667	0.577350269189626
AR	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ARAF	3	6	11	3	11	6	6.66666666666667	4.04145188432738
ARAP1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
ARAP2	0	0	0	0	0	0	0	0
ARAP3	0	2	2	0	2	2	1.33333333333333	1.15470053837925
ARC	0	0	3	0	3	0	1	1.73205080756888
ARCN1	18	28	37	18	37	28	27.6666666666667	9.50438495292217
AREG	0	0	0	0	0	0	0	0
AREL1	3	2	7	2	7	3	4	2.64575131106459
ARF1	19	14	31	14	31	19	21.3333333333333	8.73689494805411
ARF3	7	9	10	7	10	9	8.66666666666667	1.52752523165195
ARF4	107	134	213	107	213	134	151.333333333333	55.0847831377535
ARF5	2	7	20	2	20	7	9.66666666666667	9.29157324317757
ARF6	7	10	13	7	13	10	10	3
ARFGAP1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ARFGAP2	3	2	3	2	3	3	2.66666666666667	0.577350269189626
ARFGAP3	15	16	38	15	38	16	23	13
ARFGEF1	8	3	11	3	11	8	7.33333333333333	4.04145188432738
ARFGEF2	7	3	16	3	16	7	8.66666666666667	6.65832811847939
ARFIP1	9	5	13	5	13	9	9	4
ARFIP2	2	10	15	2	15	10	9	6.557438524302
ARFRP1	0	2	2	0	2	2	1.33333333333333	1.15470053837925
ARG1	0	0	0	0	0	0	0	0
ARG2	0	0	5	0	5	0	1.66666666666667	2.88675134594813
ARGFX	1	1	1	1	1	1	1	0
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	13	18	47	13	47	18	26	18.3575597506858
ARHGAP1	6	14	17	6	17	14	12.3333333333333	5.68624070307733
ARHGAP10	6	6	7	6	7	6	6.33333333333333	0.577350269189626
ARHGAP11A	2	1	0	0	2	1	1	1
ARHGAP11B	0	0	0	0	0	0	0	0
ARHGAP12	5	4	12	4	12	5	7	4.35889894354067
ARHGAP15	0	0	0	0	0	0	0	0
ARHGAP17	1	3	12	1	12	3	5.33333333333333	5.85946527708232
ARHGAP18	3	9	25	3	25	9	12.3333333333333	11.3724814061547
ARHGAP19	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ARHGAP21	17	22	41	17	41	22	26.6666666666667	12.6622799421484
ARHGAP22	0	2	3	0	3	2	1.66666666666667	1.52752523165195
ARHGAP23	2	2	1	1	2	2	1.66666666666667	0.577350269189626
ARHGAP24	4	3	21	3	21	4	9.33333333333333	10.1159939369957
ARHGAP25	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGAP26	10	4	5	4	10	5	6.33333333333333	3.21455025366432
ARHGAP26-AS1	0	0	0	0	0	0	0	0
ARHGAP27	0	0	0	0	0	0	0	0
ARHGAP28	0	3	1	0	3	1	1.33333333333333	1.52752523165195
ARHGAP29	22	27	52	22	52	27	33.6666666666667	16.0727512683216
ARHGAP30	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ARHGAP31	1	2	3	1	3	2	2	1
ARHGAP32	0	1	2	0	2	1	1	1
ARHGAP33	0	0	0	0	0	0	0	0
ARHGAP35	7	5	19	5	19	7	10.3333333333333	7.57187779440036
ARHGAP39	0	0	0	0	0	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0
ARHGAP42	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ARHGAP44	0	0	0	0	0	0	0	0
ARHGAP5	20	29	66	20	66	29	38.3333333333333	24.3789526709687
ARHGAP5-AS1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
ARHGAP6	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGDIA	4	2	4	2	4	4	3.33333333333333	1.15470053837925
ARHGDIB	1	1	5	1	5	1	2.33333333333333	2.3094010767585
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF10	2	5	8	2	8	5	5	3
ARHGEF10L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF11	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ARHGEF12	12	22	36	12	36	22	23.3333333333333	12.0554275466834
ARHGEF17	4	2	7	2	7	4	4.33333333333333	2.51661147842358
ARHGEF18	0	1	3	0	3	1	1.33333333333333	1.52752523165195
ARHGEF19	0	0	0	0	0	0	0	0
ARHGEF2	8	7	12	7	12	8	9	2.64575131106459
ARHGEF25	0	0	0	0	0	0	0	0
ARHGEF26	0	0	5	0	5	0	1.66666666666667	2.88675134594813
ARHGEF26-AS1	0	0	0	0	0	0	0	0
ARHGEF28	3	1	5	1	5	3	3	2
ARHGEF3	0	5	5	0	5	5	3.33333333333333	2.88675134594813
ARHGEF33	0	0	0	0	0	0	0	0
ARHGEF35	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ARHGEF37	1	2	1	1	2	1	1.33333333333333	0.577350269189626
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF39	1	2	0	0	2	1	1	1
ARHGEF4	0	0	0	0	0	0	0	0
ARHGEF40	0	1	2	0	2	1	1	1
ARHGEF5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARHGEF6	3	5	7	3	7	5	5	2
ARHGEF7	4	2	7	2	7	4	4.33333333333333	2.51661147842358
ARHGEF9	2	1	3	1	3	2	2	1
ARID1A	3	3	4	3	4	3	3.33333333333333	0.577350269189626
ARID1B	3	7	12	3	12	7	7.33333333333333	4.50924975282289
ARID2	1	5	5	1	5	5	3.66666666666667	2.3094010767585
ARID3A	0	0	0	0	0	0	0	0
ARID3B	0	0	0	0	0	0	0	0
ARID4A	11	13	17	11	17	13	13.6666666666667	3.05505046330389
ARID4B	10	15	38	10	38	15	21	14.9331845230681
ARID5A	2	0	1	0	2	1	1	1
ARID5B	43	74	166	43	166	74	94.3333333333333	63.971347752985
ARIH1	10	3	6	3	10	6	6.33333333333333	3.51188458428425
ARIH2	5	5	17	5	17	5	9	6.92820323027551
ARIH2OS	1	5	6	1	6	5	4	2.64575131106459
ARL1	32	25	52	25	52	32	36.3333333333333	14.0118997046558
ARL10	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ARL11	1	3	2	1	3	2	2	1
ARL13A	0	0	0	0	0	0	0	0
ARL13B	7	4	15	4	15	7	8.66666666666667	5.68624070307733
ARL14EP	8	12	11	8	12	11	10.3333333333333	2.08166599946613
ARL14EPL	0	0	0	0	0	0	0	0
ARL15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ARL16	1	3	7	1	7	3	3.66666666666667	3.05505046330389
ARL17A	1	2	5	1	5	2	2.66666666666667	2.08166599946613
ARL2	2	8	9	2	9	8	6.33333333333333	3.78593889720018
